#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69932.1           -           1122 3505at5820           -            693         0 1197.9 116.0   1   7     7e-57   1.4e-54  184.0  15.3     1   104    37   140    37   157 0.95 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 3505at5820           -            693         0 1197.9 116.0   2   7   7.2e-15   1.5e-12   45.1   6.8    95   156   157   227   149   230 0.69 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 3505at5820           -            693         0 1197.9 116.0   3   7    0.0013      0.27    7.9   1.8   134   154   281   301   277   306 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 3505at5820           -            693         0 1197.9 116.0   4   7   5.5e-28   1.1e-25   88.5   3.4   142   210   357   435   338   442 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 3505at5820           -            693         0 1197.9 116.0   5   7   5.4e-88   1.1e-85  286.8  16.4   208   358   492   649   479   652 0.96 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 3505at5820           -            693         0 1197.9 116.0   6   7   2.2e-53   4.5e-51  172.4   0.5   358   449   703   794   699   801 0.96 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 3505at5820           -            693         0 1197.9 116.0   7   7  1.7e-136  3.5e-134  447.1  27.5   443   693   851  1122   844  1122 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 3505at5820           -            693   1.2e-23   81.7   6.5   1   4   9.3e-07   0.00019   18.3   0.0   564   632    16    85    11    92 0.90 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 3505at5820           -            693   1.2e-23   81.7   6.5   2   4     6e-08   1.2e-05   22.3   0.1   565   630   105   170    98   185 0.87 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 3505at5820           -            693   1.2e-23   81.7   6.5   3   4   6.5e-07   0.00013   18.8   0.2   565   625   194   252   177   260 0.86 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 3505at5820           -            693   1.2e-23   81.7   6.5   4   4   4.2e-08   8.4e-06   22.8   0.1   557   640   442   525   417   529 0.85 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69394.1           -            475 3505at5820           -            693   1.6e-17   61.6   0.9   1   2   2.3e-12   4.7e-10   36.8   0.0   565   636    21    93     5    99 0.88 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 3505at5820           -            693   1.6e-17   61.6   0.9   2   2   2.6e-08   5.2e-06   23.5   0.2   561   639   104   182    94   213 0.89 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO68028.1           -            513 3505at5820           -            693   1.3e-14   51.9   0.4   1   3   5.7e-06    0.0012   15.7   0.0   562   626    86   151    82   166 0.88 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 3505at5820           -            693   1.3e-14   51.9   0.4   2   3   4.1e-07   8.2e-05   19.5   0.0   565   626   188   250   182   267 0.89 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 3505at5820           -            693   1.3e-14   51.9   0.4   3   3   3.5e-05    0.0071   13.1   0.1   577   625   385   434   373   470 0.85 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68014.1           -            392 3505at5820           -            693   5.9e-14   49.7   5.7   1   3   0.00019     0.038   10.7   0.5   212   251    51    90    28   110 0.74 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 3505at5820           -            693   5.9e-14   49.7   5.7   2   3   2.9e-06   0.00059   16.7   0.1   566   631   120   185    99   196 0.85 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 3505at5820           -            693   5.9e-14   49.7   5.7   3   3   4.5e-08   9.1e-06   22.7   0.1   564   624   209   269   188   284 0.82 poly(A)-binding protein, putative [Plasmodium vivax]
SCO66489.1           -            340 3505at5820           -            693   1.9e-13   48.1   4.5   1   2   1.9e-10   3.8e-08   30.5   0.1   512   639    37   165    11   170 0.80 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO66489.1           -            340 3505at5820           -            693   1.9e-13   48.1   4.5   2   2   7.6e-07   0.00015   18.6   1.6   564   639   170   244   166   285 0.78 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO65839.1           -            292 3505at5820           -            693   3.1e-13   47.4   0.2   1   2   6.2e-07   0.00012   18.9   0.0   565   630     8    73     4    89 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 3505at5820           -            693   3.1e-13   47.4   0.2   2   2   3.1e-09   6.2e-07   26.5   0.1   574   638   165   229   155   237 0.91 RNA-binding protein, putative [Plasmodium vivax]
SCO68708.1           -           1033 3505at5820           -            693   9.9e-13   45.7   4.4   1   2   2.9e-05    0.0059   13.4   1.7   541   623   617   703   608   719 0.81 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 3505at5820           -            693   9.9e-13   45.7   4.4   2   2   5.4e-11   1.1e-08   32.3   0.1   574   675   754   857   714   865 0.79 splicing factor 1, putative [Plasmodium vivax]
SCO66530.1           -            470 3505at5820           -            693   3.3e-11   40.7  13.0   1   2   1.4e-05    0.0029   14.4   0.8   564   626    90   152    75   189 0.90 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66530.1           -            470 3505at5820           -            693   3.3e-11   40.7  13.0   2   2   1.4e-10   2.8e-08   31.0   5.6   506   635   229   372   225   380 0.72 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO69492.1           -            503 3505at5820           -            693   4.1e-11   40.3   7.1   1   3    0.0015       0.3    7.8   0.1   562   628    80   147    74   167 0.73 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 3505at5820           -            693   4.1e-11   40.3   7.1   2   3     2e-08   4.1e-06   23.8   0.5   563   625   179   241   164   246 0.92 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 3505at5820           -            693   4.1e-11   40.3   7.1   3   3   0.00018     0.036   10.8   0.1   578   624   408   455   394   471 0.82 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO67368.1           -           1061 3505at5820           -            693   4.8e-11   40.1   0.0   1   1   2.4e-13   4.8e-11   40.1   0.0   565   639     7    82     4    88 0.92 RNA-binding protein, putative [Plasmodium vivax]
SCO69795.1           -            124 3505at5820           -            693   2.3e-09   34.6   0.2   1   1   1.2e-11   2.5e-09   34.4   0.2   571   645    15    90     3   112 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO66781.1           -            250 3505at5820           -            693   3.2e-09   34.1   0.2   1   2   1.1e-07   2.2e-05   21.4   0.0   565   635    22    92     2   116 0.89 RNA-binding protein, putative [Plasmodium vivax]
SCO66781.1           -            250 3505at5820           -            693   3.2e-09   34.1   0.2   2   2   0.00015     0.031   11.0   0.1   564   640   172   248   152   249 0.80 RNA-binding protein, putative [Plasmodium vivax]
SCO66658.1           -            725 3505at5820           -            693   3.6e-08   30.6   0.0   1   1   2.8e-10   5.6e-08   30.0   0.0   566   641     9    85     3    92 0.91 mRNA processing protein, putative [Plasmodium vivax]
SCO65939.1           -            361 3505at5820           -            693   1.1e-07   29.1   0.4   1   2     0.055        11    2.6   0.1   575   614   129   169   117   189 0.77 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 3505at5820           -            693   1.1e-07   29.1   0.4   2   2   1.1e-08   2.3e-06   24.6   0.0   561   626   199   264   184   277 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO66680.1           -            192 3505at5820           -            693   1.3e-07   28.8   1.1   1   2     7e-07   0.00014   18.7   1.3   565   640    11    88     8   107 0.87 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO66680.1           -            192 3505at5820           -            693   1.3e-07   28.8   1.1   2   2    0.0019      0.38    7.4   0.0   566   629   122   180   113   191 0.72 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO67749.1           -            828 3505at5820           -            693   5.8e-07   26.6   0.8   1   2   1.5e-05     0.003   14.3   0.1    64   113   504   553   493   587 0.84 pre-mRNA-splicing factor CWC2, putative [Plasmodium vivax]
SCO67749.1           -            828 3505at5820           -            693   5.8e-07   26.6   0.8   2   2   0.00021     0.043   10.5   0.1   383   437   713   769   697   779 0.79 pre-mRNA-splicing factor CWC2, putative [Plasmodium vivax]
SCO70005.1           -            110 3505at5820           -            693   8.4e-07   26.1   0.0   1   1     5e-09     1e-06   25.8   0.0   561   657    11   105     3   108 0.90 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO66561.1           -            202 3505at5820           -            693   9.6e-06   22.6   0.4   1   2       0.7   1.4e+02   -1.1   0.1   438   476     3    42     1    53 0.83 RNA-binding protein, putative [Plasmodium vivax]
