#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66472.1           -            159 12619at5820          -            157  2.5e-110  363.4   0.6   1   1  5.9e-113  2.8e-110  363.2   0.6     1   157     1   159     1   159 0.99 SUMO-conjugating enzyme UBC9, putative [Plasmodium vivax]
SCO69851.1           -            164 12619at5820          -            157   2.4e-31  106.7   0.1   1   1   6.1e-34   2.9e-31  106.5   0.1     3   148     4   143     1   153 0.92 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO66928.1           -            160 12619at5820          -            157   1.5e-24   84.6   0.0   1   1     4e-27   1.9e-24   84.3   0.0     3   146     4   141     1   147 0.92 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO69139.1           -            147 12619at5820          -            157   4.5e-23   79.8   0.2   1   1   1.2e-25   5.6e-23   79.5   0.2     4   148     2   140     1   146 0.90 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO66531.1           -            163 12619at5820          -            157   2.9e-22   77.2   0.1   1   1   1.4e-24   6.4e-22   76.1   0.1     3   148     4   158     2   162 0.86 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO68059.1           -            202 12619at5820          -            157   1.5e-19   68.4   0.1   1   1     5e-22   2.3e-19   67.8   0.1    34   142    34   143    25   156 0.88 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO67625.1           -            152 12619at5820          -            157   3.7e-18   63.9   0.1   1   1   8.9e-21   4.1e-18   63.7   0.1    44   144    37   137     1   146 0.83 ubiquitin-conjugating enzyme E2 N, putative [Plasmodium vivax]
SCO66277.1           -            191 12619at5820          -            157   2.4e-12   45.0   0.0   1   1   6.6e-15   3.1e-12   44.6   0.0    46   156    39   151     6   152 0.84 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO70200.1           -            150 12619at5820          -            157   8.5e-12   43.2   0.1   1   1   2.3e-14   1.1e-11   42.9   0.1    60   142    61   142    37   147 0.83 NEDD8-conjugating enzyme UBC12, putative [Plasmodium vivax]
SCO68330.1           -            152 12619at5820          -            157   4.2e-11   41.0   0.0   1   1   9.5e-14   4.4e-11   40.9   0.0    37   144    29   138     2   151 0.83 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO69461.1           -            283 12619at5820          -            157   1.4e-10   39.3   0.1   1   1   6.5e-13     3e-10   38.2   0.1    40   120   168   249   139   262 0.89 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO68478.1           -            262 12619at5820          -            157   1.5e-08   32.7   0.1   1   1   5.2e-11   2.4e-08   32.0   0.1    36   121   145   231   118   248 0.87 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO67064.1           -            139 12619at5820          -            157     1e-07   29.9   0.0   1   1   2.7e-10   1.3e-07   29.6   0.0    35   126    37   131    18   138 0.84 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12619at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12619at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12619at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:09 2026
# [ok]
