#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69121.1           -            869 3504at5820           -            686         0 1282.8  74.7   1   1         0         0 1278.2  74.7    12   686   141   869   123   869 0.93 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 3504at5820           -            686   1.8e-29  101.1   9.6   1   3    0.0068       1.2    5.9   0.0    69    97   164   192   132   196 0.82 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 3504at5820           -            686   1.8e-29  101.1   9.6   2   3      0.61     1e+02   -0.6   0.2   195   267   296   368   290   379 0.72 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 3504at5820           -            686   1.8e-29  101.1   9.6   3   3   9.9e-30   1.7e-27   94.6   6.3   348   581   396   634   346   646 0.84 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67619.1           -            667 3504at5820           -            686   3.8e-24   83.5   0.8   1   2      0.14        24    1.6   0.0    70   100   257   287   227   290 0.78 RNA helicase 1, putative [Plasmodium vivax]
SCO67619.1           -            667 3504at5820           -            686   3.8e-24   83.5   0.8   2   2   3.5e-25   5.9e-23   79.6   0.2   329   457   446   576   440   586 0.88 RNA helicase 1, putative [Plasmodium vivax]
SCO68760.1           -            398 3504at5820           -            686   3.1e-21   73.9   1.1   1   2     0.038       6.4    3.4   0.0    76   130    68   120    43   158 0.78 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO68760.1           -            398 3504at5820           -            686   3.1e-21   73.9   1.1   2   2   4.9e-22   8.3e-20   69.2   0.2   349   470   260   384   238   391 0.86 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO70027.1           -            717 3504at5820           -            686   1.2e-20   72.0   0.4   1   2     0.056       9.5    2.9   0.0    67    96   313   342   257   348 0.76 DNA helicase 60, putative [Plasmodium vivax]
SCO70027.1           -            717 3504at5820           -            686   1.2e-20   72.0   0.4   2   2   2.4e-21   4.1e-19   66.9   0.3   328   459   552   682   540   690 0.88 DNA helicase 60, putative [Plasmodium vivax]
SCO67810.1           -           1450 3504at5820           -            686   1.7e-20   71.4   3.8   1   2   0.00017     0.028   11.2   0.0    69    96   705   732   685   775 0.76 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO67810.1           -           1450 3504at5820           -            686   1.7e-20   71.4   3.8   2   2   6.6e-19   1.1e-16   58.8   2.4   352   473   915  1037   833  1062 0.78 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO68991.1           -            528 3504at5820           -            686   2.1e-20   71.1   0.1   1   2      0.13        22    1.7   0.0    69    95   151   177   146   203 0.82 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO68991.1           -            528 3504at5820           -            686   2.1e-20   71.1   0.1   2   2   2.3e-21   3.8e-19   67.0   0.1   336   471   348   481   331   500 0.82 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO69871.1           -            923 3504at5820           -            686   8.5e-20   69.1  11.0   1   2   0.00053     0.089    9.6   1.9    33    96   345   406   315   499 0.62 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO69871.1           -            923 3504at5820           -            686   8.5e-20   69.1  11.0   2   2   1.3e-20   2.3e-18   64.4   2.0   325   452   600   725   560   746 0.81 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO68599.1           -            489 3504at5820           -            686   1.8e-18   64.7   1.1   1   2    0.0016      0.27    8.0   0.2    71   120    98   149    65   165 0.80 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO68599.1           -            489 3504at5820           -            686   1.8e-18   64.7   1.1   2   2   6.4e-18   1.1e-15   55.6   0.1   353   469   318   436   291   443 0.90 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO68088.1           -            599 3504at5820           -            686   2.3e-18   64.4   6.9   1   2   5.6e-07   9.4e-05   19.4   0.3    67   121   182   238   152   287 0.80 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO68088.1           -            599 3504at5820           -            686   2.3e-18   64.4   6.9   2   2   1.2e-15     2e-13   48.1   0.7   373   468   412   508   371   550 0.77 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO66039.1           -            388 3504at5820           -            686   6.6e-18   62.9   1.2   1   2      0.82   1.4e+02   -1.0   0.1    68   132    52   114    47   139 0.65 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO66039.1           -            388 3504at5820           -            686   6.6e-18   62.9   1.2   2   2   7.8e-20   1.3e-17   61.9   0.1   349   471   252   375   229   381 0.90 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO70262.1           -            731 3504at5820           -            686   7.5e-18   62.7  16.2   1   2   0.00078      0.13    9.0   0.1    66    95   139   168   106   241 0.80 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70262.1           -            731 3504at5820           -            686   7.5e-18   62.7  16.2   2   2   2.7e-18   4.6e-16   56.8  10.4   351   475   379   504   330   564 0.76 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65570.1           -            536 3504at5820           -            686   1.9e-17   61.4   1.8   1   2    0.0015      0.25    8.1   0.0    68   135   166   233   103   260 0.69 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO65570.1           -            536 3504at5820           -            686   1.9e-17   61.4   1.8   2   2   7.8e-17   1.3e-14   52.0   1.1   353   472   370   489   306   526 0.88 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO66912.1           -            433 3504at5820           -            686   3.4e-16   57.2   0.7   1   2    0.0022      0.36    7.5   0.0    67   114    96   143    86   167 0.83 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO66912.1           -            433 3504at5820           -            686   3.4e-16   57.2   0.7   2   2   1.2e-15     2e-13   48.1   0.2   349   464   295   411   277   421 0.89 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO69659.1           -            626 3504at5820           -            686   1.8e-15   54.8  18.6   1   3   6.7e-09   1.1e-06   25.8   6.5    36   151   154   276   146   305 0.78 DEAD box helicase, putative [Plasmodium vivax]
SCO69659.1           -            626 3504at5820           -            686   1.8e-15   54.8  18.6   2   3       1.1   1.9e+02   -1.4   1.2   191   263   292   364   284   409 0.66 DEAD box helicase, putative [Plasmodium vivax]
SCO69659.1           -            626 3504at5820           -            686   1.8e-15   54.8  18.6   3   3   3.7e-12   6.3e-10   36.5   0.4   371   453   424   506   372   521 0.85 DEAD box helicase, putative [Plasmodium vivax]
SCO67714.1           -           1006 3504at5820           -            686   3.4e-15   53.9   0.1   1   2       2.3   3.9e+02   -2.5   0.0    70    90   620   640   614   644 0.81 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO67714.1           -           1006 3504at5820           -            686   3.4e-15   53.9   0.1   2   2   5.7e-17   9.6e-15   52.4   0.1   353   453   852   953   823   968 0.85 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO65655.1           -            473 3504at5820           -            686   1.5e-14   51.8   0.5   1   2      0.19        32    1.1   0.0    70    94    98   122    91   133 0.83 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO65655.1           -            473 3504at5820           -            686   1.5e-14   51.8   0.5   2   2   8.7e-16   1.5e-13   48.5   0.3   347   455   330   439   234   458 0.86 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO65404.1           -            850 3504at5820           -            686   1.7e-14   51.6   0.8   1   2   8.6e-06    0.0014   15.5   0.2    71   128   176   236   167   269 0.67 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 3504at5820           -            686   1.7e-14   51.6   0.8   2   2   1.6e-11   2.6e-09   34.4   0.0   397   451   631   685   597   712 0.80 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
