#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67312.1           -           1575 1288at5820           -            801         0 1308.9  91.0   1   8   2.5e-21     7e-19   65.8   2.4     1    55     1    55     1    63 0.96 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67312.1           -           1575 1288at5820           -            801         0 1308.9  91.0   2   8     9e-11   2.5e-08   30.9   0.5    49    85    92   128    78   133 0.82 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67312.1           -           1575 1288at5820           -            801         0 1308.9  91.0   3   8   6.7e-79   1.9e-76  256.2  14.0    78   209   158   289   126   293 0.92 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67312.1           -           1575 1288at5820           -            801         0 1308.9  91.0   4   8  9.7e-152  2.7e-149  497.1  11.1   205   439   344   582   321   589 0.95 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67312.1           -           1575 1288at5820           -            801         0 1308.9  91.0   5   8   0.00028     0.076    9.4   0.1   437   461   656   680   650   730 0.82 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67312.1           -           1575 1288at5820           -            801         0 1308.9  91.0   6   8   1.4e-23   3.8e-21   73.3   1.3   467   520   755   808   744   814 0.94 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67312.1           -           1575 1288at5820           -            801         0 1308.9  91.0   7   8    0.0031      0.85    6.0   0.0   518   544  1144  1170  1131  1178 0.85 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67312.1           -           1575 1288at5820           -            801         0 1308.9  91.0   8   8  4.6e-120  1.3e-117  392.4  21.0   547   801  1270  1575  1253  1575 0.88 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO68907.1           -            861 1288at5820           -            801   8.6e-18   62.2  12.9   1   1   5.3e-20   1.5e-17   61.4  12.9   114   340   485   700   478   820 0.77 serine/threonine protein kinase KIN, putative [Plasmodium vivax]
SCO65042.1           -            721 1288at5820           -            801   1.3e-17   61.6   2.2   1   1   1.6e-19   4.5e-17   59.8   2.2   110   325   458   663   443   678 0.84 protein kinase, putative [Plasmodium vivax]
SCO66583.1           -           3251 1288at5820           -            801   1.2e-13   48.5   0.3   1   1   6.7e-16   1.8e-13   47.9   0.3   107   299  2948  3143  2945  3190 0.76 protein kinase, putative [Plasmodium vivax]
