#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67612.1           -            203 11913at5820          -            182  2.3e-115  381.2   6.9   1   1  3.9e-116  2.1e-113  374.7   6.9     1   182     1   201     1   201 0.94 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67262.1           -            167 11913at5820          -            182   5.4e-45  151.9   0.6   1   1   1.1e-47   5.9e-45  151.7   0.6    34   175     3   150     1   157 0.91 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67794.1           -            751 11913at5820          -            182   8.1e-39  131.7   0.5   1   1   3.6e-41     2e-38  130.5   0.5    27   176   592   746   572   750 0.89 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO66899.1           -            170 11913at5820          -            182   1.4e-33  114.7   0.1   1   1   3.3e-36   1.8e-33  114.3   0.1    44   158    22   148     9   163 0.87 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67256.1           -            193 11913at5820          -            182   1.9e-29  101.2   0.5   1   1   4.5e-32   2.5e-29  100.8   0.5    45   170    48   183    18   192 0.84 peptidyl-prolyl cis-trans isomerase 11, putative [Plasmodium vivax]
SCO65010.1           -            262 11913at5820          -            182   1.9e-25   88.1   0.9   1   1   3.5e-28   1.9e-25   88.1   0.9    40   161   106   244    74   260 0.80 cyclophilin, putative [Plasmodium vivax]
SCO69363.1           -            462 11913at5820          -            182   1.7e-23   81.8   0.7   1   2     3e-26   1.7e-23   81.8   0.7    31   173    12   162     3   168 0.86 cyclophilin, putative [Plasmodium vivax]
SCO69363.1           -            462 11913at5820          -            182   1.7e-23   81.8   0.7   2   2       4.5   2.5e+03   -3.5   0.2     7    29   309   331   307   336 0.75 cyclophilin, putative [Plasmodium vivax]
SCO69125.1           -            226 11913at5820          -            182   7.6e-20   69.9   0.4   1   1     2e-22   1.1e-19   69.4   0.4    44   175    24   169     8   174 0.84 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO69913.1           -            276 11913at5820          -            182   2.2e-16   58.6   0.7   1   1   6.1e-19   3.4e-16   58.0   0.7    17   176    51   220    41   224 0.76 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO65026.1           -            590 11913at5820          -            182   2.7e-09   35.5   0.1   1   1   1.3e-11   7.2e-09   34.1   0.1    84   160    99   174    58   191 0.82 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO66634.1           -            616 11913at5820          -            182   0.00019   19.7   1.5   1   2       1.7   9.3e+02   -2.1   0.1     8    50    52    95    48   104 0.73 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO66634.1           -            616 11913at5820          -            182   0.00019   19.7   1.5   2   2   6.5e-07   0.00036   18.8   0.2    20    72   309   363   302   368 0.88 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11913at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11913at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11913at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:08 2026
# [ok]
