#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65594.1           -           1570 1547at5820           -           1023         0 1685.2  61.5   1   5   1.8e-65   8.3e-63  210.9   9.9     1   197   111   367   111   375 0.79 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1547at5820           -           1023         0 1685.2  61.5   2   5   6.6e-63   3.1e-60  202.3   4.5   216   350   491   625   470   629 0.93 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1547at5820           -           1023         0 1685.2  61.5   3   5  4.6e-254  2.2e-251  835.2  16.9   348   749   656  1078   643  1082 0.98 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1547at5820           -           1023         0 1685.2  61.5   4   5  6.9e-109  3.2e-106  354.6   0.2   746   926  1109  1290  1095  1295 0.96 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1547at5820           -           1023         0 1685.2  61.5   5   5   1.7e-30   7.8e-28   95.1   1.4   925  1020  1371  1472  1366  1475 0.85 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO67148.1           -           1396 1547at5820           -           1023  4.6e-152  506.3  36.6   1   2  9.9e-155  4.6e-152  506.3  36.6   349   857   280   790   237   958 0.82 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1547at5820           -           1023  4.6e-152  506.3  36.6   2   2       6.4     3e+03   -6.2   5.2    58   160   909  1013   897  1019 0.51 chromatin remodeling protein, putative [Plasmodium vivax]
SCO66179.1           -           3266 1547at5820           -           1023  2.7e-121  404.5  25.8   1   1  5.7e-124  2.7e-121  404.5  25.8   245   844  1242  1861  1218  1865 0.78 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO65871.1           -           1741 1547at5820           -           1023    4e-114  380.7  26.3   1   3       2.6   1.2e+03   -4.8  15.7   208   323    38   154    11   205 0.61 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 1547at5820           -           1023    4e-114  380.7  26.3   2   3   6.8e-80   3.2e-77  258.6  14.5   375   672   490   788   462   793 0.89 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 1547at5820           -           1023    4e-114  380.7  26.3   3   3   1.9e-43   8.9e-41  137.9   3.9   673   841  1334  1501  1298  1505 0.92 helicase SRCAP, putative [Plasmodium vivax]
