#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67151.1           -            616 6450at5820           -            356  2.6e-160  531.6  28.5   1   5   9.5e-38   6.4e-35  119.2   0.1     1    70     1    73     1    79 0.95 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67151.1           -            616 6450at5820           -            356  2.6e-160  531.6  28.5   2   5  7.2e-105  4.8e-102  340.0   8.9    69   263   109   324    99   336 0.91 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67151.1           -            616 6450at5820           -            356  2.6e-160  531.6  28.5   3   5     0.012         8    3.7   0.2   258   277   379   398   366   411 0.86 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67151.1           -            616 6450at5820           -            356  2.6e-160  531.6  28.5   4   5   1.4e-06   0.00096   16.6   0.4   271   299   424   456   402   480 0.77 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67151.1           -            616 6450at5820           -            356  2.6e-160  531.6  28.5   5   5   5.1e-21   3.5e-18   64.1   0.1   299   352   556   610   509   614 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO65843.1           -            324 6450at5820           -            356   7.1e-12   43.4   5.5   1   5     0.022        15    2.9   0.0   316   351    30    67    21    71 0.81 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 6450at5820           -            356   7.1e-12   43.4   5.5   2   5     0.014       9.7    3.5   0.1   317   352    73   111    68   114 0.53 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 6450at5820           -            356   7.1e-12   43.4   5.5   3   5   4.8e-11   3.3e-08   31.3   0.2    31    84   114   168   110   193 0.85 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 6450at5820           -            356   7.1e-12   43.4   5.5   4   5    0.0035       2.4    5.5   0.0    35    68   200   234   196   247 0.88 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 6450at5820           -            356   7.1e-12   43.4   5.5   5   5      0.66   4.5e+02   -2.0   0.1   227   237   293   303   250   321 0.52 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65804.1           -            322 6450at5820           -            356   6.1e-07   27.1  11.5   1   3    0.0029         2    5.7   0.3   314   350    62   100    28   104 0.72 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 6450at5820           -            356   6.1e-07   27.1  11.5   2   3   2.5e-06    0.0017   15.9   0.2   222   261   106   144   101   162 0.79 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 6450at5820           -            356   6.1e-07   27.1  11.5   3   3   0.00033      0.22    8.9   1.6   198   264   172   234   148   321 0.90 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65095.1           -            447 6450at5820           -            356   2.4e-05   21.9   5.6   1   3      0.32   2.2e+02   -1.0   0.2    83   125    86   126    79   149 0.68 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO65095.1           -            447 6450at5820           -            356   2.4e-05   21.9   5.6   2   3      0.16   1.1e+02   -0.0   0.1    12    82   180   250   170   268 0.66 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO65095.1           -            447 6450at5820           -            356   2.4e-05   21.9   5.6   3   3   5.3e-08   3.6e-05   21.3   0.2   199   352   267   430   261   434 0.67 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO70023.1           -            641 6450at5820           -            356   3.7e-05   21.3  11.6   1   3      0.41   2.8e+02   -1.3   1.0   271   307   151   187   116   198 0.79 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO70023.1           -            641 6450at5820           -            356   3.7e-05   21.3  11.6   2   3    0.0026       1.7    5.9   0.4   193   290   323   418   314   426 0.83 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO70023.1           -            641 6450at5820           -            356   3.7e-05   21.3  11.6   3   3   5.5e-08   3.7e-05   21.3  11.6    56   263   411   629   411   636 0.80 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO69957.1           -            612 6450at5820           -            356   5.3e-05   20.8  19.2   1   5   6.1e-05     0.041   11.3   0.0   219   264   313   358   302   363 0.90 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO69957.1           -            612 6450at5820           -            356   5.3e-05   20.8  19.2   2   5    0.0037       2.5    5.4   0.1    33    75   361   404   357   413 0.81 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO69957.1           -            612 6450at5820           -            356   5.3e-05   20.8  19.2   3   5   0.00054      0.36    8.2   7.5    85   195   386   500   383   575 0.68 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO69957.1           -            612 6450at5820           -            356   5.3e-05   20.8  19.2   4   5      0.19   1.3e+02   -0.2   0.4    34    79   534   583   516   595 0.61 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO69957.1           -            612 6450at5820           -            356   5.3e-05   20.8  19.2   5   5     0.055        37    1.5   1.6   318   349   578   612   570   612 0.69 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO65922.1           -            458 6450at5820           -            356   8.1e-05   20.2   0.0   1   2    0.0065       4.4    4.6   0.0   219   263   196   240   159   265 0.85 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 6450at5820           -            356   8.1e-05   20.2   0.0   2   2   1.6e-05     0.011   13.2   0.0   198   262   342   404   326   411 0.82 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO70259.1           -            565 6450at5820           -            356   0.00015   19.3   1.5   1   2     3e-05      0.02   12.3   0.0   220   269    65   114    52   118 0.84 coronin, putative [Plasmodium vivax]
SCO70259.1           -            565 6450at5820           -            356   0.00015   19.3   1.5   2   2    0.0024       1.6    6.0   0.4    31   265   117   161   111   195 0.61 coronin, putative [Plasmodium vivax]
SCO68631.1           -            533 6450at5820           -            356   0.00095   16.6  10.1   1   3    0.0072       4.9    4.4   0.1   245   268   278   301   270   340 0.78 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO68631.1           -            533 6450at5820           -            356   0.00095   16.6  10.1   2   3   4.4e-06     0.003   15.0   2.3   143   266   345   467   340   487 0.80 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO68631.1           -            533 6450at5820           -            356   0.00095   16.6  10.1   3   3      0.15     1e+02    0.1   0.1    33    69   490   528   470   531 0.64 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6450at5820.hmm
