#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66926.1           -            299 11051at5820          -            184  3.4e-116  384.0   4.3   1   1  2.1e-118  4.7e-116  383.5   4.3     1   184     1   187     1   187 0.98 RNA-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 11051at5820          -            184   3.6e-26   90.5   6.1   1   4   6.6e-07   0.00014   20.1   0.1    36   102    16    82     5    93 0.89 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 11051at5820          -            184   3.6e-26   90.5   6.1   2   4   3.5e-11   7.6e-09   34.0   0.2    36   114   104   181    91   193 0.89 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 11051at5820          -            184   3.6e-26   90.5   6.1   3   4   3.1e-08   6.7e-06   24.4   0.0    37   104   194   258   183   265 0.86 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 11051at5820          -            184   3.6e-26   90.5   6.1   4   4   0.00017     0.037   12.2   0.0    34   108   447   520   429   531 0.82 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69492.1           -            503 11051at5820          -            184   1.4e-21   75.5   3.7   1   3   1.9e-05    0.0042   15.3   0.1    38   105    84   151    81   160 0.90 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 11051at5820          -            184   1.4e-21   75.5   3.7   2   3   2.4e-08   5.1e-06   24.8   0.1    26   103   170   246   156   284 0.86 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 11051at5820          -            184   1.4e-21   75.5   3.7   3   3   2.8e-11     6e-09   34.4   0.0    37   109   395   467   392   489 0.92 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO68028.1           -            513 11051at5820          -            184   1.5e-21   75.5   0.0   1   3    0.0048         1    7.5   0.0    37   106    89   158    86   167 0.87 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 11051at5820          -            184   1.5e-21   75.5   0.0   2   3   8.6e-10   1.9e-07   29.5   0.0    34   104   185   255   164   266 0.93 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 11051at5820          -            184   1.5e-21   75.5   0.0   3   3   3.3e-11   7.2e-09   34.1   0.0    39   110   375   446   362   466 0.89 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO69394.1           -            475 11051at5820          -            184   5.6e-17   60.5   1.7   1   2   2.3e-08   4.9e-06   24.9   0.1    33   110    17    94     6   102 0.90 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 11051at5820          -            184   5.6e-17   60.5   1.7   2   2   1.7e-11   3.7e-09   35.1   0.3    35   108   106   178    94   186 0.87 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO68708.1           -           1033 11051at5820          -            184   2.9e-15   54.9   0.1   1   2   2.4e-09   5.2e-07   28.1   0.2    32   110   638   716   617   738 0.87 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 11051at5820          -            184   2.9e-15   54.9   0.1   2   2   3.5e-08   7.5e-06   24.3   0.0    39   113   744   821   735   837 0.85 splicing factor 1, putative [Plasmodium vivax]
SCO68014.1           -            392 11051at5820          -            184   6.3e-15   53.9   3.6   1   3     0.029       6.3    5.0   0.3    24   109     7    86     1   102 0.80 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 11051at5820          -            184   6.3e-15   53.9   3.6   2   3   1.2e-05    0.0026   16.0   0.0    47   101   129   182    90   192 0.80 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 11051at5820          -            184   6.3e-15   53.9   3.6   3   3   9.3e-11     2e-08   32.6   0.1    29   110   202   282   187   303 0.83 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68759.1           -            914 11051at5820          -            184   1.3e-09   36.5   0.2   1   2   3.2e-11     7e-09   34.2   0.1    34   113   675   754   669   795 0.87 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO68759.1           -            914 11051at5820          -            184   1.3e-09   36.5   0.2   2   2       2.2   4.8e+02   -1.2   0.0    77   109   866   897   857   905 0.82 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO65839.1           -            292 11051at5820          -            184   1.1e-08   33.5   0.0   1   2   4.6e-05      0.01   14.1   0.0    34    98     5    68     2   101 0.80 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 11051at5820          -            184   1.1e-08   33.5   0.0   2   2   4.5e-06   0.00098   17.4   0.0    38   109   157   227   153   241 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO69529.1           -            119 11051at5820          -            184   3.3e-08   32.0   2.1   1   1   2.7e-10     6e-08   31.1   2.1    10   111    10   110     1   118 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO66658.1           -            725 11051at5820          -            184     5e-08   31.4   0.1   1   2     1e-09   2.3e-07   29.2   0.0    37   107     8    78     2    99 0.92 mRNA processing protein, putative [Plasmodium vivax]
SCO66658.1           -            725 11051at5820          -            184     5e-08   31.4   0.1   2   2       2.5   5.4e+02   -1.3   0.0    36    60   189   213   171   220 0.81 mRNA processing protein, putative [Plasmodium vivax]
SCO69795.1           -            124 11051at5820          -            184     5e-08   31.4   0.7   1   1   2.6e-10   5.7e-08   31.2   0.7    36   119     8    91     2   118 0.91 RNA-binding protein, putative [Plasmodium vivax]
SCO68021.1           -            181 11051at5820          -            184   1.2e-07   30.1   0.8   1   1   1.1e-09   2.4e-07   29.1   0.8    24   111    38   125    29   178 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO66163.1           -            544 11051at5820          -            184   2.1e-07   29.3   0.1   1   1   3.2e-09   6.9e-07   27.7   0.1    33   126    10   103     2   126 0.88 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO67176.1           -            753 11051at5820          -            184   3.8e-07   28.5   5.5   1   3      0.64   1.4e+02    0.6   0.2   143   174   272   303   236   311 0.73 nucleic acid binding protein, putative [Plasmodium vivax]
SCO67176.1           -            753 11051at5820          -            184   3.8e-07   28.5   5.5   2   3   7.7e-06    0.0017   16.6   0.1    33    90   360   417   329   469 0.78 nucleic acid binding protein, putative [Plasmodium vivax]
SCO67176.1           -            753 11051at5820          -            184   3.8e-07   28.5   5.5   3   3   0.00023     0.051   11.8   0.1    38   110   665   738   655   749 0.84 nucleic acid binding protein, putative [Plasmodium vivax]
SCO67297.1           -            208 11051at5820          -            184   6.9e-07   27.7   0.1   1   1   5.4e-09   1.2e-06   26.9   0.1    35   113     7    84     3    98 0.89 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO69176.1           -            182 11051at5820          -            184   6.9e-07   27.6   0.1   1   1   3.8e-09   8.2e-07   27.4   0.1    35   120    82   170    46   180 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO66561.1           -            202 11051at5820          -            184   1.9e-06   26.2   0.1   1   1   1.2e-08   2.7e-06   25.7   0.1     5    93    39   128    35   144 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO65949.1           -            236 11051at5820          -            184   5.3e-06   24.8   1.3   1   2   1.6e-07   3.5e-05   22.1   0.2    21   111    19   109     9   122 0.83 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO65949.1           -            236 11051at5820          -            184   5.3e-06   24.8   1.3   2   2      0.31        68    1.6   0.0    90   120   125   155   116   168 0.75 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO66126.1           -            497 11051at5820          -            184   1.1e-05   23.7   0.0   1   2       1.7   3.6e+02   -0.8   2.6   128   173   104   148    90   152 0.64 large subunit rRNA processing RRM protein, putative [Plasmodium vivax]
SCO66126.1           -            497 11051at5820          -            184   1.1e-05   23.7   0.0   2   2   5.1e-08   1.1e-05   23.7   0.0    37   124   338   423   330   438 0.88 large subunit rRNA processing RRM protein, putative [Plasmodium vivax]
SCO65926.1           -            269 11051at5820          -            184   1.3e-05   23.5   0.0   1   2       6.6   1.4e+03   -2.7   2.2   140   172    55    87    39    99 0.61 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65926.1           -            269 11051at5820          -            184   1.3e-05   23.5   0.0   2   2     6e-08   1.3e-05   23.5   0.0    29   101   181   253   152   264 0.89 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65939.1           -            361 11051at5820          -            184   1.7e-05   23.1   4.7   1   2   0.00023      0.05   11.8   0.1    33   100   115   185    88   193 0.76 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 11051at5820          -            184   1.7e-05   23.1   4.7   2   2   7.9e-05     0.017   13.3   0.1    37   111   203   275   193   295 0.79 RNA-binding protein, putative [Plasmodium vivax]
SCO70117.1           -            505 11051at5820          -            184   2.3e-05   22.7   0.1   1   1   2.6e-07   5.6e-05   21.4   0.1    35   109   421   494   407   498 0.90 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO70005.1           -            110 11051at5820          -            184   5.3e-05   21.5   0.2   1   1   3.3e-07   7.1e-05   21.1   0.2    35   122    13    97     9   109 0.83 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO66680.1           -            192 11051at5820          -            184   0.00028   19.2   0.4   1   2   8.7e-05     0.019   13.2   0.5    38   113    12    88     8   114 0.73 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO66680.1           -            192 11051at5820          -            184   0.00028   19.2   0.4   2   2      0.02       4.4    5.5   0.0     6    65    90   149    86   173 0.79 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO68331.1           -            632 11051at5820          -            184   0.00041   18.6   0.5   1   2   2.4e-05    0.0053   15.0   0.0    36   112     9    82     4    94 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO68331.1           -            632 11051at5820          -            184   0.00041   18.6   0.5   2   2      0.37        80    1.4   0.1    35    81   165   209   137   254 0.70 RNA-binding protein, putative [Plasmodium vivax]
SCO67727.1           -            314 11051at5820          -            184   0.00043   18.5   0.0   1   1   4.7e-06     0.001   17.3   0.0    35   130     7    99     2   136 0.77 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO66781.1           -            250 11051at5820          -            184   0.00084   17.6   0.2   1   2   1.4e-05    0.0031   15.7   0.1    23   109     4    93     2   119 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO66781.1           -            250 11051at5820          -            184   0.00084   17.6   0.2   2   2       1.5   3.2e+02   -0.6   0.0    42   102   178   242   162   245 0.61 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11051at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11051at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11051at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:37 2026
# [ok]
