#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3   1  13         0         0 2378.6 212.7     1  1268     4  1330     4  1339 0.97 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3   2  13  4.9e-186  4.9e-183  608.7  55.8  1266  1589  1393  1726  1385  1754 0.95 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3   3  13  1.2e-105  1.2e-102  341.9  26.2  1572  1757  1774  1959  1757  1970 0.95 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3   4  13  1.1e-108  1.1e-105  352.0  11.5  1749  1928  2254  2443  2249  2486 0.91 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3   5  13  6.4e-136  6.4e-133  442.4  29.7  1921  2149  2572  2803  2566  2865 0.95 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3   6  13         0         0 1076.0 123.0  2146  2746  2871  3555  2859  3590 0.91 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3   7  13  1.4e-162  1.4e-159  530.9  34.1  2753  3012  3610  3869  3597  3875 0.98 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3   8  13   4.6e-52   4.7e-49  164.0   5.5  3010  3102  3974  4068  3966  4074 0.91 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3   9  13   5.1e-95   5.2e-92  306.6  32.7  3100  3277  4190  4372  4185  4427 0.91 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3  10  13         0         0 1101.2  61.8  3273  3822  4460  5025  4417  5033 0.94 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3  11  13  9.5e-140  9.7e-137  455.1  32.9  3820  4074  5070  5335  5066  5353 0.95 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 17at5820             -           4792         0 9053.1 781.3  12  13  3.6e-119  3.6e-116  386.8  19.3  4084  4285  5560  5761  5532  5765 0.94 dynein beta chain, putative [Plasmodium vivax]
