#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65022.1           -            365 7608at5820           -            333  8.6e-184  608.9  28.3   1   1  2.3e-186    1e-183  608.7  28.3     1   333    13   364    13   364 0.97 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO67557.1           -            660 7608at5820           -            333   7.6e-16   56.9  14.3   1   5       0.6   2.6e+02   -0.8   0.6   237   257    80   100    44   112 0.74 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 7608at5820           -            333   7.6e-16   56.9  14.3   2   5   9.1e-09   3.9e-06   24.9   0.0     3    91   120   209   118   245 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 7608at5820           -            333   7.6e-16   56.9  14.3   3   5   5.6e-08   2.4e-05   22.3   1.4     1   157   364   524   364   533 0.81 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 7608at5820           -            333   7.6e-16   56.9  14.3   4   5   8.2e-06    0.0035   15.2   0.1     3    43   535   575   533   602 0.84 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 7608at5820           -            333   7.6e-16   56.9  14.3   5   5      0.98   4.2e+02   -1.5   0.0     3    32   629   658   627   659 0.84 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO69957.1           -            612 7608at5820           -            333   1.9e-12   45.7  10.6   1   3       2.4   1.1e+03   -2.8   0.8    87   121   126   160    91   171 0.63 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO69957.1           -            612 7608at5820           -            333   1.9e-12   45.7  10.6   2   3       2.1   9.2e+02   -2.6   0.4   230   259   252   282   223   301 0.46 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO69957.1           -            612 7608at5820           -            333   1.9e-12   45.7  10.6   3   3   4.4e-15   1.9e-12   45.7  10.6     3   248   321   578   319   596 0.81 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO65843.1           -            324 7608at5820           -            333   1.4e-11   42.9   8.2   1   3   1.2e-10   5.4e-08   31.1   2.6     2   158    34   192    33   199 0.80 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 7608at5820           -            333   1.4e-11   42.9   8.2   2   3    0.0094       4.1    5.2   0.0     3    35   202   234   200   238 0.88 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 7608at5820           -            333   1.4e-11   42.9   8.2   3   3   0.00069       0.3    8.9   0.0    87   152   253   319   239   324 0.76 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65804.1           -            322 7608at5820           -            333   1.9e-08   32.5   6.2   1   3   0.00089      0.38    8.5   0.3    18    69    35    92    17   108 0.68 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 7608at5820           -            333   1.9e-08   32.5   6.2   2   3   7.8e-05     0.034   12.0   0.1     3    47   111   155   109   164 0.81 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 7608at5820           -            333   1.9e-08   32.5   6.2   3   3   0.00014      0.06   11.2   0.2     4   117   155   272   150   318 0.79 receptor for activated c kinase, putative [Plasmodium vivax]
SCO67037.1           -            498 7608at5820           -            333   1.1e-06   26.7  10.6   1   4      0.44   1.9e+02   -0.3   0.3    49   112   132   169    91   252 0.58 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 7608at5820           -            333   1.1e-06   26.7  10.6   2   4     7e-07    0.0003   18.7   1.7     2   160   252   417   248   420 0.70 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 7608at5820           -            333   1.1e-06   26.7  10.6   3   4   7.9e-05     0.034   12.0   0.1     1    39   381   419   381   448 0.89 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 7608at5820           -            333   1.1e-06   26.7  10.6   4   4   0.00069       0.3    8.9   0.0     1    32   466   497   466   498 0.95 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO68633.1           -           1981 7608at5820           -            333   1.9e-05   22.7   0.3   1   1   1.1e-07   4.9e-05   21.3   0.3     1    66  1715  1778  1715  1835 0.76 myosin C, putative [Plasmodium vivax]
SCO67789.1           -            646 7608at5820           -            333    0.0003   18.7   1.0   1   3   0.00031      0.13   10.0   0.2     3    45   405   447   401   470 0.89 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 7608at5820           -            333    0.0003   18.7   1.0   2   3      0.16        69    1.1   0.0    13    36   457   480   449   498 0.64 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 7608at5820           -            333    0.0003   18.7   1.0   3   3   6.9e-07    0.0003   18.7   1.0     3   121   489   611   487   631 0.80 WD repeat-containing protein, putative [Plasmodium vivax]
SCO70158.1           -            472 7608at5820           -            333   0.00058   17.8   9.5   1   1   4.6e-06     0.002   16.0   9.5    12   206   137   338   131   349 0.79 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO68971.1           -           1238 7608at5820           -            333   0.00085   17.3   7.2   1   6       1.9   8.3e+02   -2.4   0.1   104   123    35    54    18   103 0.57 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7608at5820           -            333   0.00085   17.3   7.2   2   6     2e-06   0.00085   17.3   7.2     2   113   106   234   105   235 0.73 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7608at5820           -            333   0.00085   17.3   7.2   3   6       4.9   2.1e+03   -3.8   2.2   101   208   366   388   333   415 0.54 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7608at5820           -            333   0.00085   17.3   7.2   4   6      0.25   1.1e+02    0.4   0.2     7    68   672   732   628   740 0.68 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7608at5820           -            333   0.00085   17.3   7.2   5   6     0.016       7.1    4.4   0.2     3    35   876   908   874   922 0.84 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7608at5820           -            333   0.00085   17.3   7.2   6   6    0.0012       0.5    8.1   0.5     7    43   922   958   915  1004 0.78 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68446.1           -            720 7608at5820           -            333    0.0018   16.2  20.2   1   2     0.081        35    2.1  19.4    43   174   284   425   252   525 0.62 WD repeat-containing protein 16, putative [Plasmodium vivax]
SCO68446.1           -            720 7608at5820           -            333    0.0018   16.2  20.2   2   2   4.2e-06    0.0018   16.2  20.2    11   239   470   702   461   712 0.76 WD repeat-containing protein 16, putative [Plasmodium vivax]
