#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70198.1           -           1103 2216at5820           -            639         0 1235.7  55.1   1   4  4.9e-253  3.7e-250  830.2  13.5     1   380     6   394     6   405 0.98 kinesin-13, putative [Plasmodium vivax]
SCO70198.1           -           1103 2216at5820           -            639         0 1235.7  55.1   2   4   4.2e-25   3.2e-22   77.2   5.9   362   453   476   583   454   587 0.78 kinesin-13, putative [Plasmodium vivax]
SCO70198.1           -           1103 2216at5820           -            639         0 1235.7  55.1   3   4   0.00056      0.42    7.4   0.2   439   466   633   660   621   676 0.72 kinesin-13, putative [Plasmodium vivax]
SCO70198.1           -           1103 2216at5820           -            639         0 1235.7  55.1   4   4  1.6e-103  1.2e-100  336.2  14.7   463   638   898  1073   876  1074 0.96 kinesin-13, putative [Plasmodium vivax]
SCO65092.1           -           1458 2216at5820           -            639   6.3e-52  175.3   9.3   1   1   1.9e-54   1.4e-51  174.1   9.3    32   365   767  1108   755  1125 0.86 kinesin-8, putative [Plasmodium vivax]
SCO66927.1           -           1285 2216at5820           -            639   4.1e-48  162.7  13.2   1   2   5.4e-51   4.1e-48  162.7  13.2    19   384   495   861   486   922 0.83 kinesin-8, putative [Plasmodium vivax]
SCO66927.1           -           1285 2216at5820           -            639   4.1e-48  162.7  13.2   2   2      0.66     5e+02   -2.7   0.0   421   476  1053  1111  1047  1128 0.69 kinesin-8, putative [Plasmodium vivax]
SCO65440.1           -           2294 2216at5820           -            639   2.4e-30  104.0   8.1   1   2   7.5e-10   5.7e-07   26.8   0.3     5   136   234   356   230   360 0.83 kinesin-19, putative [Plasmodium vivax]
SCO65440.1           -           2294 2216at5820           -            639   2.4e-30  104.0   8.1   2   2   6.8e-26   5.1e-23   79.8   2.6   170   365   644   847   634   866 0.85 kinesin-19, putative [Plasmodium vivax]
SCO70203.1           -           1508 2216at5820           -            639   9.2e-27   92.2  31.8   1   4   4.1e-12   3.1e-09   34.3   5.4    28   139   107   218    82   222 0.77 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 2216at5820           -            639   9.2e-27   92.2  31.8   2   4   2.1e-16   1.6e-13   48.4   2.3   145   305   260   431   242   440 0.80 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 2216at5820           -            639   9.2e-27   92.2  31.8   3   4     5e-10   3.8e-07   27.4   0.9   311   373   516   581   513   625 0.74 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 2216at5820           -            639   9.2e-27   92.2  31.8   4   4      0.83   6.3e+02   -3.1   1.4   474   528   937   991   919  1003 0.70 kinesin, putative [Plasmodium vivax]
