#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68933.1           -            177 12402at5820          -            157  1.6e-105  347.9  12.4   1   1  4.7e-108  1.9e-105  347.7  12.4     1   157     8   164     8   164 1.00 calcineurin subunit B, putative [Plasmodium vivax]
SCO69264.1           -            149 12402at5820          -            157   2.6e-16   58.1   5.0   1   2   2.7e-08   1.1e-05   23.6   0.0    90   153    11    69     4    72 0.88 calmodulin, putative [Plasmodium vivax]
SCO69264.1           -            149 12402at5820          -            157   2.6e-16   58.1   5.0   2   2   7.8e-14   3.2e-11   41.6   2.2    58   156    52   145    49   147 0.90 calmodulin, putative [Plasmodium vivax]
SCO68985.1           -            168 12402at5820          -            157   2.9e-13   48.2   1.2   1   1   8.8e-16   3.6e-13   47.9   1.2    11   155    17   160     8   162 0.89 centrin-2, putative [Plasmodium vivax]
SCO68549.1           -            563 12402at5820          -            157   1.2e-10   39.7   7.0   1   2         4   1.6e+03   -3.0   0.0    39    51   112   124   110   172 0.66 calcium-dependent protein kinase 5, putative [Plasmodium vivax]
SCO68549.1           -            563 12402at5820          -            157   1.2e-10   39.7   7.0   2   2   5.3e-13   2.1e-10   38.9   5.9    12   156   415   558   406   559 0.86 calcium-dependent protein kinase 5, putative [Plasmodium vivax]
SCO65130.1           -            168 12402at5820          -            157   1.8e-10   39.2   6.2   1   1   1.7e-12   6.8e-10   37.3   6.2    25   155    31   160    17   162 0.85 centrin-1, putative [Plasmodium vivax]
SCO67021.1           -            603 12402at5820          -            157   4.9e-09   34.5   2.0   1   1   2.9e-11   1.2e-08   33.2   2.0    12   157   453   599   445   599 0.77 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO64886.1           -            107 12402at5820          -            157   3.3e-08   31.8   0.8   1   1   9.9e-11     4e-08   31.5   0.8    13    79    38   104    25   106 0.92 centrin, putative [Plasmodium vivax]
SCO66216.1           -            179 12402at5820          -            157   2.3e-07   29.0   6.5   1   1   3.6e-09   1.4e-06   26.4   6.5    24   155    41   171    31   173 0.81 centrin-3, putative [Plasmodium vivax]
SCO67327.1           -           1594 12402at5820          -            157   3.3e-07   28.5   1.1   1   2       0.2        80    1.3   0.4    15    67  1171  1222  1158  1257 0.81 calcium-dependent protein kinase 6, putative [Plasmodium vivax]
SCO67327.1           -           1594 12402at5820          -            157   3.3e-07   28.5   1.1   2   2     8e-10   3.3e-07   28.5   1.1    18   121  1450  1553  1438  1590 0.74 calcium-dependent protein kinase 6, putative [Plasmodium vivax]
SCO67160.1           -            167 12402at5820          -            157   8.8e-07   27.1   5.1   1   1   2.7e-09   1.1e-06   26.8   5.1    18   156    14   151     3   152 0.84 centrin-4, putative [Plasmodium vivax]
SCO67191.1           -            344 12402at5820          -            157   9.5e-06   23.8  11.7   1   2    0.0013      0.52    8.4   0.5    95   154    67   121    43   124 0.75 endoplasmic reticulum-resident calcium binding protein, putative [Plasmodium vivax]
SCO67191.1           -            344 12402at5820          -            157   9.5e-06   23.8  11.7   2   2   5.3e-07   0.00021   19.4   5.0    17   115   134   237   125   258 0.78 endoplasmic reticulum-resident calcium binding protein, putative [Plasmodium vivax]
SCO65367.1           -            529 12402at5820          -            157   8.3e-05   20.7   8.6   1   2       2.3   9.3e+02   -2.2   0.1    17    45    96   124    92   141 0.80 calcium-dependent protein kinase 4, putative [Plasmodium vivax]
SCO65367.1           -            529 12402at5820          -            157   8.3e-05   20.7   8.6   2   2   4.4e-07   0.00018   19.7   5.0    15   157   373   523   359   523 0.72 calcium-dependent protein kinase 4, putative [Plasmodium vivax]
SCO67330.1           -           1967 12402at5820          -            157   0.00024   19.2   0.5   1   1   1.4e-06   0.00057   18.0   0.5    56   116    62   121     6   133 0.72 calcium-dependent protein kinase 7, putative [Plasmodium vivax]
SCO65096.1           -           1511 12402at5820          -            157    0.0015   16.6   0.3   1   2   1.6e-05    0.0063   14.6   0.1     7    96    17   107    12   120 0.78 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO65096.1           -           1511 12402at5820          -            157    0.0015   16.6   0.3   2   2       2.4   9.5e+02   -2.2   0.0   115   131  1155  1171  1144  1183 0.81 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO66246.1           -            236 12402at5820          -            157     0.023   12.8   0.2   1   3   5.6e-05     0.023   12.8   0.2    87   136     8    56     2    67 0.83 calmodulin, putative [Plasmodium vivax]
SCO66246.1           -            236 12402at5820          -            157     0.023   12.8   0.2   2   3       0.7   2.9e+02   -0.5   0.1    79    94   110   125   105   153 0.70 calmodulin, putative [Plasmodium vivax]
SCO66246.1           -            236 12402at5820          -            157     0.023   12.8   0.2   3   3       2.6   1.1e+03   -2.4   0.0    29    43   178   192   167   223 0.59 calmodulin, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12402at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12402at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12402at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:30 2026
# [ok]
