#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6   1  39   1.6e-49     1e-46  156.3   2.1     1    81     1    81     1    88 0.98 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6   2  39  1.7e-199  1.1e-196  654.1  33.7    80   421   145   492   141   497 0.98 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6   3  39  7.4e-100   4.5e-97  323.4  10.7   426   593   751   921   745   938 0.97 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6   4  39  1.9e-227  1.2e-224  746.9  37.5   598   963   981  1362   969  1367 0.96 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6   5  39  1.1e-128  6.7e-126  419.1  18.5   956  1184  1391  1619  1388  1621 0.99 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6   6  39   5.6e-66   3.4e-63  211.0   0.7  1187  1304  1729  1860  1703  1870 0.91 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6   7  39   7.1e-24   4.3e-21   71.2   0.3  1303  1357  1926  1981  1915  1997 0.92 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6   8  39   2.7e-91   1.6e-88  295.0  16.5  1370  1533  2129  2306  2118  2311 0.92 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6   9  39   5.5e-60   3.3e-57  191.1   9.2  1528  1640  2455  2567  2450  2577 0.96 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  10  39     1e-32   6.1e-30  100.6   3.7  1621  1694  2586  2659  2574  2667 0.91 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  11  39  1.6e-125  9.4e-123  408.7  25.6  1696  1910  2757  2971  2750  2993 0.94 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  12  39     0.048        29   -1.2   0.5  1908  1925  3108  3126  3103  3131 0.89 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  13  39   8.7e-52   5.3e-49  163.9   8.8  1899  2017  3143  3258  3126  3263 0.83 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  14  39     0.015       8.9    0.5   0.1  2014  2032  3293  3311  3281  3321 0.81 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  15  39   1.5e-48   8.9e-46  153.2   5.6  2030  2129  3415  3521  3402  3536 0.91 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  16  39   6.3e-45   3.8e-42  141.1   2.4  2123  2205  3594  3676  3584  3679 0.94 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  17  39   3.1e-81   1.9e-78  261.6   3.4  2202  2335  3768  3901  3744  3909 0.91 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  18  39   1.5e-86   9.3e-84  279.2   9.5  2335  2483  4050  4199  4046  4213 0.96 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  19  39   2.8e-17   1.7e-14   49.3   0.6  2478  2516  4321  4359  4313  4363 0.94 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  20  39   4.9e-52     3e-49  164.7  13.8  2516  2647  4420  4589  4414  4599 0.82 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  21  39   4.4e-92   2.7e-89  297.6  17.3  2646  2821  4717  4895  4709  4900 0.95 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  22  39        10   6.1e+03  -23.0  34.3  2896  2930  4900  4934  4892  4940 0.42 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  23  39        10   6.1e+03  -39.7  51.7  2882  2948  4909  4976  4907  5003 0.56 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  24  39        10   6.1e+03  -83.2 112.9  2787  2959  4938  5116  4934  5136 0.53 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  25  39   9.2e-44   5.6e-41  137.2  83.7  2777  2932  5115  5273  5111  5274 0.89 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  26  39   1.6e-43   9.9e-41  136.4  54.0  2899  3015  5266  5382  5265  5388 0.92 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  27  39   5.6e-20   3.4e-17   58.3   0.8  3011  3060  5697  5746  5689  5754 0.88 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  28  39   3.4e-07   0.00021   15.9   2.0  3059  3104  5852  5897  5831  5946 0.82 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  29  39   8.3e-05     0.051    7.9   8.0  3109  3140  5963  5994  5938  6005 0.86 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  30  39   1.4e-33   8.4e-31  103.4   2.8  3120  3206  6066  6156  6043  6164 0.84 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  31  39   6.3e-51   3.9e-48  161.0   1.2  3203  3303  6303  6407  6288  6417 0.93 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  32  39   1.8e-56   1.1e-53  179.4   4.0  3300  3425  6540  6664  6536  6674 0.91 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  33  39   8.8e-27   5.4e-24   80.9  28.4  3364  3500  6736  6885  6735  6896 0.76 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  34  39  6.1e-112  3.7e-109  363.5   1.3  3497  3708  6991  7215  6976  7220 0.92 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  35  39   6.6e-38     4e-35  117.8   8.8  3700  3795  7263  7382  7256  7388 0.84 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  36  39   3.3e-74     2e-71  238.3   7.5  3792  3942  7448  7632  7436  7639 0.85 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  37  39     1e-25   6.4e-23   77.3   2.0  3939  3990  7704  7755  7694  7764 0.88 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  38  39   1.5e-48     9e-46  153.1   3.3  3984  4074  7864  7954  7856  7972 0.92 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 24at5820             -           4512         0 7726.1 819.6  39  39         0         0 1081.0  13.7  4067  4512  8158  8603  8148  8603 0.99 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 24at5820             -           4512     4e-46  154.3   7.0   1   2   2.6e-09   1.6e-06   22.9   2.5  4159  4301  1367  1516  1316  1530 0.79 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 24at5820             -           4512     4e-46  154.3   7.0   2   2   1.9e-42   1.1e-39  132.9   0.1  4325  4509  1804  1984  1798  1986 0.95 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO64903.1           -           3832 24at5820             -           4512   1.1e-24   83.2   6.8   1   5        10   6.1e+03  -50.8  76.4  2889  2936   146   193   120   219 0.56 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO64903.1           -           3832 24at5820             -           4512   1.1e-24   83.2   6.8   2   5        10   6.1e+03  -11.9   7.9  1740  1794   443   498   398   512 0.61 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO64903.1           -           3832 24at5820             -           4512   1.1e-24   83.2   6.8   3   5         4   2.4e+03   -7.6  16.8  2877  2952  3064  3138  3044  3157 0.71 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO64903.1           -           3832 24at5820             -           4512   1.1e-24   83.2   6.8   4   5        10   6.1e+03  -15.0  17.8  2785  2929  3387  3524  3365  3557 0.58 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO64903.1           -           3832 24at5820             -           4512   1.1e-24   83.2   6.8   5   5   1.8e-27   1.1e-24   83.2   6.8  4243  4509  3558  3829  3535  3831 0.83 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
