#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68450.1           -           1387 1098at5820           -            989         0 1945.5 103.2   1   5   1.9e-48   8.4e-46  154.5   0.3     1    84     1    85     1   146 0.89 elongation factor Tu, putative [Plasmodium vivax]
SCO68450.1           -           1387 1098at5820           -            989         0 1945.5 103.2   2   5  1.3e-226  5.6e-224  744.3  37.8    81   455   158   557   148   561 0.96 elongation factor Tu, putative [Plasmodium vivax]
SCO68450.1           -           1387 1098at5820           -            989         0 1945.5 103.2   3   5  7.5e-100   3.3e-97  324.7  12.3   456   616   655   816   651   826 0.96 elongation factor Tu, putative [Plasmodium vivax]
SCO68450.1           -           1387 1098at5820           -            989         0 1945.5 103.2   4   5   9.8e-51   4.3e-48  162.1   6.6   612   712   927  1035   914  1041 0.90 elongation factor Tu, putative [Plasmodium vivax]
SCO68450.1           -           1387 1098at5820           -            989         0 1945.5 103.2   5   5  1.4e-177    6e-175  582.0  16.9   712   989  1093  1387  1090  1387 0.96 elongation factor Tu, putative [Plasmodium vivax]
SCO68939.1           -            832 1098at5820           -            989   3.1e-88  294.9   0.2   1   3   5.5e-60   2.4e-57  192.7   0.0     8   377    15   376     6   386 0.87 elongation factor 2, putative [Plasmodium vivax]
SCO68939.1           -            832 1098at5820           -            989   3.1e-88  294.9   0.2   2   3   3.5e-12   1.5e-09   34.5   0.1   505   597   468   560   446   579 0.89 elongation factor 2, putative [Plasmodium vivax]
SCO68939.1           -            832 1098at5820           -            989   3.1e-88  294.9   0.2   3   3   3.6e-21   1.6e-18   64.2   0.0   776   944   636   808   629   829 0.87 elongation factor 2, putative [Plasmodium vivax]
SCO66752.1           -           1241 1098at5820           -            989   3.7e-53  178.8  29.6   1   4   7.1e-05     0.031   10.3   0.0    10    36   181   207   172   219 0.83 U5 small nuclear ribonuclear protein, putative [Plasmodium vivax]
SCO66752.1           -           1241 1098at5820           -            989   3.7e-53  178.8  29.6   2   4   3.4e-26   1.5e-23   80.8  25.3    47   367   273   605   257   628 0.81 U5 small nuclear ribonuclear protein, putative [Plasmodium vivax]
SCO66752.1           -           1241 1098at5820           -            989   3.7e-53  178.8  29.6   3   4   5.4e-07   0.00024   17.3   0.1   509   600   794   885   788   914 0.82 U5 small nuclear ribonuclear protein, putative [Plasmodium vivax]
SCO66752.1           -           1241 1098at5820           -            989   3.7e-53  178.8  29.6   4   4   1.4e-22   6.2e-20   68.8   0.0   778   931  1025  1180  1012  1192 0.89 U5 small nuclear ribonuclear protein, putative [Plasmodium vivax]
SCO68368.1           -            917 1098at5820           -            989   3.8e-24   82.8   3.3   1   6   9.5e-26   4.1e-23   79.4   1.3     5   152    92   240    89   265 0.87 elongation factor G, putative [Plasmodium vivax]
SCO68368.1           -            917 1098at5820           -            989   3.8e-24   82.8   3.3   2   6      0.37   1.6e+02   -2.0   0.6   746   781   283   329   243   355 0.55 elongation factor G, putative [Plasmodium vivax]
SCO68368.1           -            917 1098at5820           -            989   3.8e-24   82.8   3.3   3   6      0.27   1.2e+02   -1.6   0.4   164   208   310   354   276   400 0.59 elongation factor G, putative [Plasmodium vivax]
SCO68368.1           -            917 1098at5820           -            989   3.8e-24   82.8   3.3   4   6     0.025        11    1.8   0.1   399   458   493   552   469   571 0.82 elongation factor G, putative [Plasmodium vivax]
SCO68368.1           -            917 1098at5820           -            989   3.8e-24   82.8   3.3   5   6      0.11        48   -0.3   1.3   516   603   576   663   566   683 0.83 elongation factor G, putative [Plasmodium vivax]
SCO68368.1           -            917 1098at5820           -            989   3.8e-24   82.8   3.3   6   6   1.6e-05    0.0072   12.4   0.0   840   923   815   897   746   912 0.79 elongation factor G, putative [Plasmodium vivax]
SCO66438.1           -            910 1098at5820           -            989   3.3e-23   79.7   2.6   1   2   7.6e-26   3.3e-23   79.7   2.6    10   150   189   320   185   351 0.86 GTP-binding protein, putative [Plasmodium vivax]
SCO66438.1           -            910 1098at5820           -            989   3.3e-23   79.7   2.6   2   2       0.1        45   -0.2   0.2   373   451   359   440   335   469 0.70 GTP-binding protein, putative [Plasmodium vivax]
SCO70086.1           -            775 1098at5820           -            989   4.2e-23   79.3   5.4   1   3   6.6e-25   2.9e-22   76.6   0.6    10   151    39   181    33   211 0.82 elongation factor G, putative [Plasmodium vivax]
SCO70086.1           -            775 1098at5820           -            989   4.2e-23   79.3   5.4   2   3     0.026        11    1.8   0.1   399   451   406   458   389   464 0.82 elongation factor G, putative [Plasmodium vivax]
SCO70086.1           -            775 1098at5820           -            989   4.2e-23   79.3   5.4   3   3     0.029        12    1.6   0.0   866   930   701   763   629   769 0.78 elongation factor G, putative [Plasmodium vivax]
SCO69822.1           -            771 1098at5820           -            989   7.4e-23   78.5   2.2   1   3   1.7e-25   7.4e-23   78.5   2.2     4   154   101   240    99   258 0.84 GTP-binding translation elongation factor tu family protein, putative [Plasmodium vivax]
SCO69822.1           -            771 1098at5820           -            989   7.4e-23   78.5   2.2   2   3     0.057        25    0.6   0.1   401   454   385   442   360   454 0.77 GTP-binding translation elongation factor tu family protein, putative [Plasmodium vivax]
SCO69822.1           -            771 1098at5820           -            989   7.4e-23   78.5   2.2   3   3       0.8   3.5e+02   -3.2   0.1   850   929   562   640   556   649 0.78 GTP-binding translation elongation factor tu family protein, putative [Plasmodium vivax]
SCO70110.1           -           1101 1098at5820           -            989   7.9e-14   48.6   1.0   1   2   1.8e-16   7.9e-14   48.6   1.0    10   153    23   159    17   174 0.82 tetQ family GTPase, putative [Plasmodium vivax]
SCO70110.1           -           1101 1098at5820           -            989   7.9e-14   48.6   1.0   2   2      0.21        92   -1.2   0.3   830   917   992  1087   932  1098 0.74 tetQ family GTPase, putative [Plasmodium vivax]
SCO68618.1           -            456 1098at5820           -            989   5.1e-13   46.0   0.2   1   1   1.7e-15   7.3e-13   45.4   0.2    13   147    73   200    65   212 0.83 elongation factor Tu, mitochondrial precursor, putative [Plasmodium vivax]
SCO68323.1           -           1006 1098at5820           -            989   6.9e-09   32.3   0.4   1   1   1.6e-11   6.9e-09   32.3   0.4    14   152   424   554   417   576 0.82 translation initiation factor IF-2, putative [Plasmodium vivax]
SCO65801.1           -           1162 1098at5820           -            989   1.6e-07   27.7   3.5   1   2   5.8e-06    0.0025   13.9   0.1    12    62   592   646   580   648 0.70 translation initiation factor IF-2, putative [Plasmodium vivax]
SCO65801.1           -           1162 1098at5820           -            989   1.6e-07   27.7   3.5   2   2   1.6e-06   0.00067   15.8   1.2    85   186   645   748   635   776 0.85 translation initiation factor IF-2, putative [Plasmodium vivax]
SCO67734.1           -           1367 1098at5820           -            989    0.0018   14.3   1.5   1   1     2e-05    0.0085   12.1   1.5    77   147   811   881   761   924 0.83 sporozoite surface antigen MB2, putative [Plasmodium vivax]
SCO68051.1           -            443 1098at5820           -            989     0.055    9.4   0.0   1   1    0.0002     0.088    8.8   0.0    14   148     9   158     2   181 0.62 elongation factor 1-alpha, putative [Plasmodium vivax]
SCO65100.1           -            784 1098at5820           -            989      0.16    7.9   2.9   1   2      0.44   1.9e+02   -2.3   0.0    14    31     5    22     3    29 0.85 selenocysteine-specific elongation factor selB homologue, putative [Plasmodium vivax]
SCO65100.1           -            784 1098at5820           -            989      0.16    7.9   2.9   2   2   0.00023       0.1    8.6   0.8    80   148   122   190   118   208 0.84 selenocysteine-specific elongation factor selB homologue, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1098at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1098at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1098at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:24 2026
# [ok]
