#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9   1  27  8.6e-193  5.3e-189  628.8  50.0     1   322     1   325     1   334 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9   2  27   2.5e-71   1.5e-67  225.8   5.7   313   446   423   559   418   569 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9   3  27   8.3e-35     5e-31  104.6   0.1   446   548   635   764   629   774 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9   4  27   1.1e-72   6.7e-69  230.3  15.9   550   686   838   980   828   987 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9   5  27   3.7e-08   0.00022   16.2   0.5   683   727  1099  1143  1096  1152 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9   6  27     5e-50   3.1e-46  155.1   3.6   719   861  1231  1384  1192  1404 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9   7  27   3.2e-37     2e-33  112.6   0.5   862   972  1586  1713  1576  1718 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9   8  27     1e-07   0.00063   14.7   1.3   968  1010  1797  1839  1776  1852 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9   9  27  7.1e-165  4.3e-161  536.2  34.8  1013  1399  2036  2498  2026  2512 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  10  27     3e-13   1.8e-09   33.1   0.0  1392  1423  2594  2625  2588  2632 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  11  27   4.1e-91   2.5e-87  291.4  15.5  1424  1573  2660  2809  2651  2816 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  12  27   6.9e-12   4.2e-08   28.5   0.0  1573  1602  2838  2867  2835  2870 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  13  27   1.7e-60   1.1e-56  189.8   7.5  1599  1713  2994  3110  2986  3121 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  14  27  2.9e-173  1.8e-169  564.0  46.7  1722  2068  3332  3703  3325  3714 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  15  27     2e-46   1.2e-42  143.2   0.1  2056  2167  3767  3895  3765  3929 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  16  27   1.3e-80   8.2e-77  256.5  10.3  2178  2311  3955  4088  3949  4091 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  17  27     3e-08   0.00018   16.5  18.6  2287  2365  4118  4197  4114  4205 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  18  27   0.00019       1.2    3.8   3.6  2345  2375  4235  4265  4232  4272 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  19  27   2.8e-21   1.7e-17   59.7   7.2  2357  2426  4349  4426  4335  4428 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  20  27     1e-54   6.3e-51  170.6  10.5  2423  2528  4485  4590  4481  4593 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  21  27   2.7e-32   1.7e-28   96.2   0.8  2517  2581  4629  4693  4621  4704 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  22  27   2.8e-78   1.7e-74  248.8  17.5  2581  2708  4811  4938  4807  4949 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  23  27     5e-29     3e-25   85.4   2.2  2707  2772  4975  5040  4951  5053 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  24  27   2.8e-08   0.00017   16.5   0.3  2767  2799  5131  5163  5118  5166 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  25  27  7.9e-153  4.8e-149  496.2  32.5  2800  3112  5302  5619  5297  5638 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  26  27   2.3e-53   1.4e-49  166.2   7.7  3091  3214  5673  5803  5655  5814 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66156.1           -           5927 72at5820             -           3250         0 4819.1 476.9  27  27   1.5e-19   8.9e-16   54.0   5.1  3202  3250  5877  5927  5870  5927 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/72at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/72at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/72at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:58:06 2026
# [ok]
