#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68599.1           -            489 6477at5820           -            409  2.9e-229  759.3   1.6   1   1  8.4e-231  1.3e-228  757.1   1.6    12   409    58   477    54   477 0.96 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO65570.1           -            536 6477at5820           -            409   1.8e-73  246.2   7.3   1   1   1.5e-75   2.3e-73  245.8   7.3    12   385   129   500   123   528 0.91 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO68760.1           -            398 6477at5820           -            409     1e-59  200.8   1.3   1   1   8.4e-62   1.3e-59  200.5   1.3    11   362    22   372    14   394 0.88 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO70027.1           -            717 6477at5820           -            409     1e-57  194.2   1.0   1   2   1.3e-08   2.1e-06   25.3   0.0     7    73   273   338   266   345 0.82 DNA helicase 60, putative [Plasmodium vivax]
SCO70027.1           -            717 6477at5820           -            409     1e-57  194.2   1.0   2   2   1.7e-51   2.7e-49  166.5   1.4    80   355   401   677   393   682 0.90 DNA helicase 60, putative [Plasmodium vivax]
SCO68088.1           -            599 6477at5820           -            409   1.8e-56  190.1   9.3   1   1   1.6e-58   2.6e-56  189.7   9.3    12   368   146   506   139   539 0.90 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO68991.1           -            528 6477at5820           -            409   9.6e-56  187.8   0.0   1   1     8e-58   1.3e-55  187.4   0.0    12   374   113   482   108   492 0.87 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO67619.1           -            667 6477at5820           -            409   4.2e-55  185.7   0.1   1   1   4.2e-57   6.7e-55  185.0   0.1    14   362   220   579   216   608 0.84 RNA helicase 1, putative [Plasmodium vivax]
SCO67810.1           -           1450 6477at5820           -            409   2.2e-54  183.3   1.9   1   1   2.2e-56   3.6e-54  182.6   1.9    14   377   669  1039   660  1055 0.87 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO66912.1           -            433 6477at5820           -            409   5.5e-54  182.0   0.5   1   1   4.4e-56   7.1e-54  181.6   0.5    32   381    80   426    51   432 0.87 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO66039.1           -            388 6477at5820           -            409   1.3e-53  180.7   4.5   1   1     1e-55   1.7e-53  180.4   4.5    11   371    14   373     5   385 0.88 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO69871.1           -            923 6477at5820           -            409   4.3e-51  172.5   9.5   1   2   1.7e-20   2.8e-18   64.4   0.2    13   182   339   528   326   533 0.78 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO69871.1           -            923 6477at5820           -            409   4.3e-51  172.5   9.5   2   2   9.7e-34   1.6e-31  108.0   4.1   179   372   550   743   542   763 0.87 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO67714.1           -           1006 6477at5820           -            409   7.7e-50  168.3   0.0   1   2   9.4e-25   1.5e-22   78.5   0.0    14   187   583   761   576   767 0.89 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO67714.1           -           1006 6477at5820           -            409   7.7e-50  168.3   0.0   2   2   1.9e-27     3e-25   87.3   0.2   255   371   854   969   837   982 0.87 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO70262.1           -            731 6477at5820           -            409   3.2e-46  156.4  17.6   1   1   1.6e-46   2.5e-44  150.2  17.6    15   396   107   526    99   543 0.73 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66253.1           -           1015 6477at5820           -            409   1.1e-45  154.7   3.1   1   1   9.6e-48   1.5e-45  154.2   3.1    34   371   647  1000   637  1013 0.84 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65802.1           -           1193 6477at5820           -            409   1.5e-45  154.2  10.6   1   1   1.7e-47   2.8e-45  153.3  10.6    12   380   166   543   162   563 0.84 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO65655.1           -            473 6477at5820           -            409   3.1e-45  153.2   3.4   1   2     4e-07   6.3e-05   20.4   0.0    26    77    74   124    52   127 0.83 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO65655.1           -            473 6477at5820           -            409   3.1e-45  153.2   3.4   2   2   1.5e-40   2.4e-38  130.4   3.8    81   370   160   453   152   466 0.84 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO67853.1           -            720 6477at5820           -            409   3.3e-44  149.8   5.3   1   3   6.1e-08   9.8e-06   23.1   0.0    24    77   138   191   125   197 0.88 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 6477at5820           -            409   3.3e-44  149.8   5.3   2   3   1.9e-39     3e-37  126.8   2.4    84   363   228   513   224   534 0.80 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 6477at5820           -            409   3.3e-44  149.8   5.3   3   3       8.6   1.4e+03   -3.8   0.1    15    41   617   643   598   649 0.64 ATP-dependent helicase, putative [Plasmodium vivax]
SCO68859.1           -            787 6477at5820           -            409   3.4e-44  149.8  10.9   1   1   3.6e-45   5.8e-43  145.7  10.9     8   370   368   765   363   773 0.80 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO69659.1           -            626 6477at5820           -            409   5.6e-43  145.7  13.0   1   1   4.8e-45   7.7e-43  145.3  13.0    33   373   168   524   158   538 0.82 DEAD box helicase, putative [Plasmodium vivax]
SCO69405.1           -            877 6477at5820           -            409   1.4e-42  144.4  21.4   1   1   1.4e-44   2.2e-42  143.7  21.4    14   389   136   523   125   604 0.83 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO68998.1           -            791 6477at5820           -            409   2.1e-40  137.3  15.3   1   2   5.3e-26   8.5e-24   82.6   5.5    29   226   257   478   238   486 0.80 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO68998.1           -            791 6477at5820           -            409   2.1e-40  137.3  15.3   2   2   3.5e-19   5.5e-17   60.1   2.1   228   369   553   690   535   733 0.83 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO66904.1           -            761 6477at5820           -            409     6e-37  125.9  16.3   1   2   2.4e-06   0.00039   17.8   0.0    29    74   273   316   253   321 0.85 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66904.1           -            761 6477at5820           -            409     6e-37  125.9  16.3   2   2   7.2e-34   1.2e-31  108.5  13.7    80   360   377   657   370   713 0.79 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65404.1           -            850 6477at5820           -            409   1.3e-31  108.3   1.3   1   3   2.8e-19   4.4e-17   60.4   0.3    28   187   152   319   136   323 0.84 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
