#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67258.1           -            355 10500at5820          -            250  6.4e-137  453.4  26.5   1   2   4.4e-06    0.0024   15.8   0.3     1    23     1    23     1    34 0.91 palmitoyltransferase, putative [Plasmodium vivax]
SCO67258.1           -            355 10500at5820          -            250  6.4e-137  453.4  26.5   2   2  3.5e-135  1.9e-132  438.7  20.6    22   250    83   340    79   340 0.91 palmitoyltransferase, putative [Plasmodium vivax]
SCO67614.1           -            437 10500at5820          -            250   2.1e-26   91.4  26.0   1   1   1.6e-28   8.7e-26   89.3  26.0     7   231   152   405   144   410 0.68 palmitoyltransferase, putative [Plasmodium vivax]
SCO66218.1           -            281 10500at5820          -            250   7.4e-25   86.3   8.0   1   1   2.1e-27   1.1e-24   85.7   8.0    11   230    26   264    13   268 0.66 palmitoyltransferase, putative [Plasmodium vivax]
SCO68295.1           -            284 10500at5820          -            250   1.2e-24   85.6  29.7   1   1   2.2e-24   1.2e-21   75.7  29.7     7   232    24   262    19   270 0.67 palmitoyltransferase, putative [Plasmodium vivax]
SCO65595.1           -            272 10500at5820          -            250   6.4e-19   66.9  21.0   1   1   5.8e-21   3.2e-18   64.5  21.0     8   164    10   166     4   254 0.79 palmitoyltransferase, putative [Plasmodium vivax]
SCO69812.1           -           1016 10500at5820          -            250   1.2e-17   62.7  27.1   1   1   8.5e-19   4.7e-16   57.5  27.1     9   219    45   290    38   331 0.66 palmitoyltransferase, putative [Plasmodium vivax]
SCO69800.1           -            297 10500at5820          -            250   3.1e-15   54.8  22.6   1   2   2.6e-16   1.4e-13   49.3  17.8     8   159    40   195    34   216 0.71 palmitoyltransferase, putative [Plasmodium vivax]
SCO69800.1           -            297 10500at5820          -            250   3.1e-15   54.8  22.6   2   2    0.0014      0.79    7.6   2.2   147   218   200   276   188   289 0.69 palmitoyltransferase, putative [Plasmodium vivax]
SCO67086.1           -            611 10500at5820          -            250   5.5e-14   50.7  11.0   1   2       6.4   3.5e+03   -4.4   2.5   127   158   260   289   240   325 0.57 palmitoyltransferase, putative [Plasmodium vivax]
SCO67086.1           -            611 10500at5820          -            250   5.5e-14   50.7  11.0   2   2     1e-16   5.5e-14   50.7  11.0    75   199   413   546   404   586 0.72 palmitoyltransferase, putative [Plasmodium vivax]
SCO65727.1           -            287 10500at5820          -            250   4.3e-09   34.6  11.0   1   2   7.9e-12   4.3e-09   34.6  11.0    33   147    51   154    15   184 0.70 palmitoyltransferase, putative [Plasmodium vivax]
SCO65727.1           -            287 10500at5820          -            250   4.3e-09   34.6  11.0   2   2       0.7   3.9e+02   -1.2   0.1   169   199   214   243   193   264 0.66 palmitoyltransferase, putative [Plasmodium vivax]
SCO67309.1           -            286 10500at5820          -            250   5.9e-09   34.2  24.5   1   1     8e-11   4.4e-08   31.3  24.5    45   154    59   167    32   262 0.77 palmitoyltransferase, putative [Plasmodium vivax]
SCO68700.1           -            641 10500at5820          -            250   2.6e-08   32.1   2.0   1   1   8.1e-11   4.5e-08   31.3   2.0    93   158   436   506   407   585 0.67 palmitoyltransferase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10500at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10500at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10500at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:25 2026
# [ok]
