#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68642.1           -            270 9338at5820           -            247  1.4e-161  533.9   1.1   1   1    2e-164  1.6e-161  533.8   1.1     1   247     1   261     1   261 0.97 proteasome subunit beta type-7, putative [Plasmodium vivax]
SCO66831.1           -            273 9338at5820           -            247   2.2e-24   84.6   0.5   1   1   3.8e-27   2.9e-24   84.2   0.5    32   218    58   245    37   263 0.91 proteasome subunit beta type-5, putative [Plasmodium vivax]
SCO66647.1           -            282 9338at5820           -            247     2e-20   71.6   0.9   1   2   1.9e-10   1.4e-07   29.5   0.1    36    98    28    90    15   106 0.85 proteasome subunit beta type-6, putative [Plasmodium vivax]
SCO66647.1           -            282 9338at5820           -            247     2e-20   71.6   0.9   2   2   6.2e-14   4.7e-11   40.9   0.1   117   216   162   265   123   280 0.86 proteasome subunit beta type-6, putative [Plasmodium vivax]
SCO68081.1           -            246 9338at5820           -            247   5.6e-12   44.0   0.0   1   1   9.3e-15     7e-12   43.6   0.0    39   195    33   196    22   221 0.76 proteasome subunit alpha type-4, putative [Plasmodium vivax]
SCO65182.1           -            256 9338at5820           -            247   9.5e-12   43.2   0.0   1   1   2.2e-14   1.6e-11   42.4   0.0    35   219    32   228    27   250 0.77 proteasome subunit alpha type-5, putative [Plasmodium vivax]
SCO67716.1           -            241 9338at5820           -            247   1.9e-10   39.0   0.0   1   1   3.2e-13   2.4e-10   38.6   0.0    22   215    20   227     5   233 0.75 proteasome subunit beta type-1, putative [Plasmodium vivax]
SCO68739.1           -            195 9338at5820           -            247   5.2e-06   24.4   0.0   1   1   8.4e-09   6.4e-06   24.1   0.0    39   187     3   156     1   165 0.80 proteasome subunit beta type-2, putative [Plasmodium vivax]
SCO65017.1           -            256 9338at5820           -            247   5.4e-06   24.4   0.0   1   2     0.015        12    3.6   0.0    36    88     8    60     5    95 0.80 proteasome subunit beta type-4, putative [Plasmodium vivax]
SCO65017.1           -            256 9338at5820           -            247   5.4e-06   24.4   0.0   2   2   3.7e-07   0.00028   18.7   0.0   152   223   158   230   143   248 0.87 proteasome subunit beta type-4, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9338at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9338at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9338at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:10:05 2026
# [ok]
