#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1   1  18  8.5e-109  5.1e-105  350.4   3.7     1   273     2   301     2   307 0.91 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1   2  18  1.9e-141  1.1e-137  458.7  12.2   274   630   336   764   329   770 0.86 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1   3  18   7.6e-20   4.6e-16   55.3   1.1   655   709   940  1000   918  1004 0.81 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1   4  18     5e-42     3e-38  128.9  26.2   704   800  1021  1142  1011  1144 0.79 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1   5  18   2.4e-34   1.5e-30  103.4   0.2   800   870  1214  1284  1210  1288 0.97 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1   6  18   7.6e-73   4.6e-69  231.1   6.9   871  1019  1338  1494  1333  1501 0.96 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1   7  18   1.3e-43   7.9e-40  134.1   0.0  1017  1116  1540  1657  1535  1660 0.90 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1   8  18     1e-59   6.3e-56  187.5  13.0  1116  1234  1692  1812  1687  1814 0.96 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1   9  18   8.5e-20   5.2e-16   55.1   1.1  1233  1311  1865  1977  1863  1981 0.76 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1  10  18   2.1e-54   1.3e-50  169.9   9.8  1307  1450  2006  2155  1999  2158 0.94 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1  11  18   2.7e-12   1.6e-08   30.2   0.2  1458  1502  2457  2501  2454  2511 0.92 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1  12  18     9e-52   5.5e-48  161.2  14.3  1490  1646  2521  2698  2506  2700 0.91 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1  13  18   9.5e-49   5.8e-45  151.2   5.6  1646  1756  2746  2857  2734  2861 0.95 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1  14  18   6.1e-54   3.7e-50  168.4   9.5  1754  1971  2882  3172  2878  3175 0.80 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1  15  18   1.6e-34   9.6e-31  104.0   0.1  1988  2082  3427  3527  3421  3537 0.91 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1  16  18    2e-101   1.2e-97  325.9   6.9  2087  2368  3571  3900  3566  3907 0.86 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1  17  18   7.9e-82   4.8e-78  260.9  17.0  2332  2523  4087  4313  4079  4315 0.87 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
SCO65172.1           -           4499 108at5820            -           2628         0 3174.5 255.1  18  18   5.9e-55   3.6e-51  171.8  10.6  2518  2628  4373  4489  4356  4489 0.95 conserved Plasmodium membrane protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/108at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/108at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/108at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:03 2026
# [ok]
