#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66819.1           -           1736 1570at5820           -           1063         0 1815.9 131.7   1   9  3.4e-104    3e-101  338.3  22.7     1   197     1   207     1   211 0.95 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1570at5820           -           1063         0 1815.9 131.7   2   9   3.9e-57   3.4e-54  182.5   4.5   196   296   299   400   288   404 0.95 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1570at5820           -           1063         0 1815.9 131.7   3   9      0.28   2.4e+02   -2.4   0.0   295   310   494   509   491   512 0.87 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1570at5820           -           1063         0 1815.9 131.7   4   9   1.7e-39   1.5e-36  124.1   0.3   307   380   588   662   586   665 0.93 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1570at5820           -           1063         0 1815.9 131.7   5   9   8.4e-43   7.3e-40  135.0  19.9   373   487   679   828   675   832 0.79 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1570at5820           -           1063         0 1815.9 131.7   6   9    1e-247    9e-245  813.5  21.1   487   892   881  1303   864  1315 0.95 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1570at5820           -           1063         0 1815.9 131.7   7   9   2.2e-65   1.9e-62  209.8   9.7   883  1008  1330  1457  1317  1465 0.94 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1570at5820           -           1063         0 1815.9 131.7   8   9    0.0041       3.5    3.6   0.2  1003  1028  1491  1516  1477  1523 0.78 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1570at5820           -           1063         0 1815.9 131.7   9   9   1.9e-16   1.6e-13   47.8   1.1  1024  1063  1694  1733  1688  1733 0.95 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO69611.1           -           2652 1570at5820           -           1063   1.4e-44  150.7  88.3   1   7         7   6.1e+03   -9.9  11.2   234   334   102   207    69   235 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1570at5820           -           1063   1.4e-44  150.7  88.3   2   7         7   6.1e+03   -7.7   6.9   216   251   490   525   404   596 0.53 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1570at5820           -           1063   1.4e-44  150.7  88.3   3   7   4.3e-15   3.8e-12   43.3  16.4    81   380  1484  1808  1481  1823 0.67 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1570at5820           -           1063   1.4e-44  150.7  88.3   4   7   1.2e-07    0.0001   18.7   1.5   470   521  1797  1846  1793  1853 0.72 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1570at5820           -           1063   1.4e-44  150.7  88.3   5   7   1.7e-29   1.5e-26   91.0   0.2   574   702  2106  2228  2095  2234 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1570at5820           -           1063   1.4e-44  150.7  88.3   6   7     8e-12     7e-09   32.5   0.6   772   895  2252  2379  2231  2386 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1570at5820           -           1063   1.4e-44  150.7  88.3   7   7   3.8e-08   3.3e-05   20.3   0.7   891   936  2442  2487  2421  2500 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66768.1           -           1547 1570at5820           -           1063   9.3e-36  121.4   2.4   1   3   3.6e-06    0.0031   13.8   0.0   325   362   818   854   798   859 0.85 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO66768.1           -           1547 1570at5820           -           1063   9.3e-36  121.4   2.4   2   3   2.2e-21   1.9e-18   64.1   0.0   494   697   858  1071   853  1079 0.76 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO66768.1           -           1547 1570at5820           -           1063   9.3e-36  121.4   2.4   3   3   1.7e-14   1.5e-11   41.3   0.2   815   928  1140  1234  1136  1270 0.78 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO67172.1           -           1089 1570at5820           -           1063   4.1e-33  112.7  21.6   1   4   6.1e-05     0.053    9.7   0.0   328   366   401   439   394   441 0.91 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO67172.1           -           1089 1570at5820           -           1063   4.1e-33  112.7  21.6   2   4   0.00046       0.4    6.8   0.1   498   523   442   467   437   473 0.88 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO67172.1           -           1089 1570at5820           -           1063   4.1e-33  112.7  21.6   3   4   8.6e-22   7.5e-19   65.5   7.5   564   707   547   691   537   701 0.84 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO67172.1           -           1089 1570at5820           -           1063   4.1e-33  112.7  21.6   4   4   1.2e-12     1e-09   35.2   2.9   808   926   956  1058   916  1084 0.77 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO64892.1           -           2317 1570at5820           -           1063   7.5e-27   92.0   8.2   1   5       2.9   2.5e+03   -5.8   7.4   938  1000    68   130    31   147 0.67 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1570at5820           -           1063   7.5e-27   92.0   8.2   2   5         7   6.1e+03  -12.2   8.9   384   450   365   427   352   466 0.50 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1570at5820           -           1063   7.5e-27   92.0   8.2   3   5   5.3e-05     0.046    9.9   0.0   338   365  1820  1847  1809  1859 0.81 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1570at5820           -           1063   7.5e-27   92.0   8.2   4   5     1e-22   8.8e-20   68.5   0.3   539   700  1882  2047  1849  2052 0.73 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1570at5820           -           1063   7.5e-27   92.0   8.2   5   5   3.6e-13   3.1e-10   36.9   2.8   799  1012  2104  2288  2049  2311 0.65 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO70098.1           -           1875 1570at5820           -           1063   9.5e-12   41.9   9.1   1   5      0.17   1.5e+02   -1.7   0.0   499   519  1298  1318  1284  1323 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1570at5820           -           1063   9.5e-12   41.9   9.1   2   5   7.4e-05     0.065    9.4   0.5   567   663  1414  1508  1403  1515 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1570at5820           -           1063   9.5e-12   41.9   9.1   3   5    0.0075       6.5    2.7   0.1   674   702  1634  1662  1629  1682 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1570at5820           -           1063   9.5e-12   41.9   9.1   4   5   1.6e-07   0.00014   18.2   0.0   815   872  1725  1777  1717  1782 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1570at5820           -           1063   9.5e-12   41.9   9.1   5   5   6.1e-06    0.0053   13.0   0.0   890   934  1824  1868  1814  1874 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68587.1           -           1256 1570at5820           -           1063   1.8e-09   34.4  27.6   1   5       1.3   1.1e+03   -4.6   1.8   941   983    16    56    14    73 0.66 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68587.1           -           1256 1570at5820           -           1063   1.8e-09   34.4  27.6   2   5    0.0068       5.9    2.9   0.0   324   371   638   685   599   700 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68587.1           -           1256 1570at5820           -           1063   1.8e-09   34.4  27.6   3   5   1.3e-08   1.1e-05   21.9   6.3   601   702   741   840   696   849 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68587.1           -           1256 1570at5820           -           1063   1.8e-09   34.4  27.6   4   5   0.00025      0.22    7.6   0.0   777   835   928   978   879   989 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68587.1           -           1256 1570at5820           -           1063   1.8e-09   34.4  27.6   5   5   1.7e-06    0.0015   14.8   1.8   851   934  1167  1236  1158  1244 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1570at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1570at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1570at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:34:44 2026
# [ok]
