#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66268.1           -            512 5626at5820           -            398  3.2e-227  752.6  20.0   1   2  8.1e-212  4.9e-209  692.7  17.7     1   350    44   395    44   403 0.99 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66268.1           -            512 5626at5820           -            398  3.2e-227  752.6  20.0   2   2   9.1e-20   5.5e-17   60.3   0.0   348   397   460   510   449   511 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69018.1           -            596 5626at5820           -            398   2.1e-11   41.9  32.6   1   2   4.3e-05     0.026   12.0   4.9    44   179    34   169     2   187 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69018.1           -            596 5626at5820           -            398   2.1e-11   41.9  32.6   2   2   2.4e-12   1.5e-09   35.8  19.8    43   213   212   388   182   420 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67002.1           -            631 5626at5820           -            398   2.2e-11   41.8   6.8   1   2   2.8e-08   1.7e-05   22.5   0.3    48   141   233   326   221   334 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67002.1           -            631 5626at5820           -            398   2.2e-11   41.8   6.8   2   2   3.1e-08   1.9e-05   22.3   1.4    73   194   333   454   327   498 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69971.1           -            836 5626at5820           -            398   5.1e-10   37.3  36.6   1   3   8.7e-09   5.3e-06   24.1  18.0    67   290    94   313    77   345 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69971.1           -            836 5626at5820           -            398   5.1e-10   37.3  36.6   2   3   0.00086      0.52    7.7   9.9    37   185   252   412   248   414 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69971.1           -            836 5626at5820           -            398   5.1e-10   37.3  36.6   3   3   1.1e-06   0.00066   17.2  10.4    67   189   364   490   348   506 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70021.1           -           1239 5626at5820           -            398   2.7e-09   34.9  22.5   1   5       0.7   4.3e+02   -1.9   0.2   112   148   103   139    52   167 0.65 RAP protein, putative [Plasmodium vivax]
SCO70021.1           -           1239 5626at5820           -            398   2.7e-09   34.9  22.5   2   5     0.002       1.2    6.5   0.0    18    77   264   323   244   335 0.71 RAP protein, putative [Plasmodium vivax]
SCO70021.1           -           1239 5626at5820           -            398   2.7e-09   34.9  22.5   3   5   8.8e-09   5.4e-06   24.1   4.3    90   192   408   511   406   539 0.90 RAP protein, putative [Plasmodium vivax]
SCO70021.1           -           1239 5626at5820           -            398   2.7e-09   34.9  22.5   4   5      0.12        71    0.7   0.1    55    90   526   564   511   566 0.77 RAP protein, putative [Plasmodium vivax]
SCO70021.1           -           1239 5626at5820           -            398   2.7e-09   34.9  22.5   5   5   1.9e-05     0.012   13.1   2.0     6    96   631   721   627   784 0.85 RAP protein, putative [Plasmodium vivax]
SCO67604.1           -            927 5626at5820           -            398   0.00017   19.2  20.6   1   2   8.6e-05     0.052   11.0   7.1    40   178   186   252   143   272 0.55 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67604.1           -            927 5626at5820           -            398   0.00017   19.2  20.6   2   2   2.3e-05     0.014   12.8   5.5    49   186   327   469   302   510 0.61 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66114.1           -            720 5626at5820           -            398   0.00029   18.4   5.8   1   2    0.0022       1.3    6.4   0.1   139   183   234   278   217   306 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66114.1           -            720 5626at5820           -            398   0.00029   18.4   5.8   2   2   1.5e-05    0.0089   13.5   1.8    87   196   437   552   422   597 0.67 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69828.1           -            943 5626at5820           -            398   0.00048   17.7   9.5   1   2     8e-07   0.00048   17.7   9.5    18   218   280   479   265   497 0.74 RAP protein, putative [Plasmodium vivax]
SCO69828.1           -            943 5626at5820           -            398   0.00048   17.7   9.5   2   2       1.2   7.4e+02   -2.7   0.6   277   305   698   730   685   744 0.78 RAP protein, putative [Plasmodium vivax]
SCO66777.1           -            892 5626at5820           -            398    0.0016   16.0  11.7   1   3   2.6e-06    0.0016   16.0  11.7    65   179   123   237    93   250 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66777.1           -            892 5626at5820           -            398    0.0016   16.0  11.7   2   3    0.0015      0.92    6.9   0.5   119   190   214   285   205   319 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66777.1           -            892 5626at5820           -            398    0.0016   16.0  11.7   3   3      0.53   3.2e+02   -1.5   1.8   111   153   496   542   470   588 0.68 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68626.1           -           1047 5626at5820           -            398     0.038   11.4   5.9   1   3     0.023        14    3.0   0.0   128   192   113   177   101   182 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68626.1           -           1047 5626at5820           -            398     0.038   11.4   5.9   2   3       1.1   6.8e+02   -2.6   0.1    48   108   258   319   251   329 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68626.1           -           1047 5626at5820           -            398     0.038   11.4   5.9   3   3   0.00015     0.088   10.2   0.7   111   187   440   516   434   534 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5626at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5626at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5626at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:55:05 2026
# [ok]
