#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68412.1           -            466 7562at5820           -            393    3e-176  584.5  31.3   1   1  6.9e-178  1.7e-175  582.0  31.3     1   393     1   466     1   466 0.90 U3 small nucleolar RNA-associated protein 15, putative [Plasmodium vivax]
SCO67037.1           -            498 7562at5820           -            393   5.3e-20   70.1   4.4   1   3   8.9e-07   0.00022   18.6   0.1    82   175   232   332   211   343 0.82 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 7562at5820           -            393   5.3e-20   70.1   4.4   2   3   2.3e-14   5.5e-12   43.7   0.3    75   146   354   425   339   459 0.91 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 7562at5820           -            393   5.3e-20   70.1   4.4   3   3    0.0018      0.44    7.8   0.0    99   133   463   497   450   498 0.92 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67557.1           -            660 7562at5820           -            393   9.4e-18   62.6   8.5   1   4   7.3e-08   1.8e-05   22.2   0.0   101   173   117   193   102   211 0.87 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 7562at5820           -            393   9.4e-18   62.6   8.5   2   4   4.4e-08   1.1e-05   22.9   2.5   100   195   362   460   341   468 0.74 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 7562at5820           -            393   9.4e-18   62.6   8.5   3   4   9.3e-06    0.0023   15.3   0.1    82   174   469   567   462   571 0.81 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 7562at5820           -            393   9.4e-18   62.6   8.5   4   4       1.8   4.5e+02   -2.1   0.0   101   133   626   658   620   659 0.92 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO68971.1           -           1238 7562at5820           -            393   3.6e-15   54.1  30.9   1   3   6.1e-08   1.5e-05   22.5  10.0    74   208    77   236    63   238 0.72 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7562at5820           -            393   3.6e-15   54.1  30.9   2   3   1.3e-06   0.00032   18.1   1.6   102   176   627   702   616   718 0.85 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7562at5820           -            393   3.6e-15   54.1  30.9   3   3   1.5e-06   0.00036   17.9   3.6    63   174   834   950   827   981 0.85 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO65804.1           -            322 7562at5820           -            393   1.4e-14   52.2   4.6   1   5      0.32        78    0.4   0.0   116   135    32    51    17    57 0.85 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 7562at5820           -            393   1.4e-14   52.2   4.6   2   5   0.00096      0.23    8.7   0.0   100   136    65   101    59   105 0.91 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 7562at5820           -            393   1.4e-14   52.2   4.6   3   5   7.6e-11   1.9e-08   32.0   0.1    94   175   101   189    99   193 0.84 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 7562at5820           -            393   1.4e-14   52.2   4.6   4   5   0.00043       0.1    9.8   0.1    99   181   193   277   189   286 0.85 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 7562at5820           -            393   1.4e-14   52.2   4.6   5   5      0.54   1.3e+02   -0.4   0.0   159   175   303   319   292   321 0.80 receptor for activated c kinase, putative [Plasmodium vivax]
SCO67789.1           -            646 7562at5820           -            393   2.8e-13   47.9  25.9   1   3   2.2e-10   5.5e-08   30.5   0.6    58   174   357   479   352   485 0.89 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 7562at5820           -            393   2.8e-13   47.9  25.9   2   3   1.3e-08     3e-06   24.7   0.0    97   146   482   531   473   535 0.87 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 7562at5820           -            393   2.8e-13   47.9  25.9   3   3   0.00085      0.21    8.8   2.2   102   186   529   622   528   635 0.72 WD repeat-containing protein, putative [Plasmodium vivax]
SCO65843.1           -            324 7562at5820           -            393   4.8e-09   34.0  12.1   1   4     0.011       2.7    5.2   0.6   102   142    33    72    24   112 0.62 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 7562at5820           -            393   4.8e-09   34.0  12.1   2   4   3.5e-05    0.0086   13.4   1.2    98   147   114   162   109   193 0.83 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 7562at5820           -            393   4.8e-09   34.0  12.1   3   4    0.0021      0.52    7.5   0.2   101   163   199   261   185   286 0.78 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 7562at5820           -            393   4.8e-09   34.0  12.1   4   4   5.3e-05     0.013   12.8   0.0    61   130   250   319   245   323 0.79 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO68325.1           -           1399 7562at5820           -            393   1.3e-08   32.5  19.7   1   5     7e-07   0.00017   19.0   0.3    77   172    22   121     3   125 0.83 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 7562at5820           -            393   1.3e-08   32.5  19.7   2   5     8e-05     0.019   12.2   0.6   101   173    88   164    86   173 0.87 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 7562at5820           -            393   1.3e-08   32.5  19.7   3   5   0.00025      0.06   10.6   0.2   102   157   245   302   238   304 0.92 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 7562at5820           -            393   1.3e-08   32.5  19.7   4   5   2.4e-06   0.00059   17.2   0.2    99   166   286   357   282   368 0.77 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 7562at5820           -            393   1.3e-08   32.5  19.7   5   5      0.42     1e+02   -0.0   2.4   166   204   608   651   543   673 0.68 coatomer alpha subunit, putative [Plasmodium vivax]
SCO67713.1           -           1240 7562at5820           -            393   2.7e-08   31.5  10.2   1   3    0.0057       1.4    6.1   0.2    96   134   904   942   891   944 0.90 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 7562at5820           -            393   2.7e-08   31.5  10.2   2   3   1.7e-08     4e-06   24.3   0.8    92   177   943  1032   942  1038 0.92 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 7562at5820           -            393   2.7e-08   31.5  10.2   3   3     0.011       2.6    5.2   0.0   101   136  1169  1207  1155  1214 0.85 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO65022.1           -            365 7562at5820           -            393     3e-08   31.3   2.4   1   3   1.2e-10     3e-08   31.3   2.4    98   214     9   136     4   143 0.83 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO65022.1           -            365 7562at5820           -            393     3e-08   31.3   2.4   2   3      0.74   1.8e+02   -0.8   0.1   149   242   149   210   139   218 0.47 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO65022.1           -            365 7562at5820           -            393     3e-08   31.3   2.4   3   3       1.9   4.6e+02   -2.2   1.4   198   275   250   330   235   344 0.65 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO70158.1           -            472 7562at5820           -            393   8.7e-08   29.8   2.3   1   1   6.6e-10   1.6e-07   29.0   2.3    33   137   179   290   154   301 0.84 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO67096.1           -            595 7562at5820           -            393   1.5e-07   29.1  11.6   1   4       5.1   1.2e+03   -3.6   0.6   251   293    91   134    88   144 0.61 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 7562at5820           -            393   1.5e-07   29.1  11.6   2   4   3.7e-06    0.0009   16.6   0.3   100   176   317   397   292   401 0.83 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 7562at5820           -            393   1.5e-07   29.1  11.6   3   4   6.3e-07   0.00015   19.1   0.1    99   157   400   458   394   475 0.90 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 7562at5820           -            393   1.5e-07   29.1  11.6   4   4      0.96   2.3e+02   -1.2   0.1    73   134   504   573   487   581 0.66 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO69699.1           -            524 7562at5820           -            393   4.8e-07   27.4   1.5   1   4       1.3   3.1e+02   -1.6   0.1    55    55    67    67    13   135 0.48 alternative splicing regulator, putative [Plasmodium vivax]
SCO69699.1           -            524 7562at5820           -            393   4.8e-07   27.4   1.5   2   4     0.061        15    2.7   0.3    94   147   207   261   171   264 0.77 alternative splicing regulator, putative [Plasmodium vivax]
SCO69699.1           -            524 7562at5820           -            393   4.8e-07   27.4   1.5   3   4     2e-09   4.8e-07   27.4   1.5    95   174   259   342   253   349 0.89 alternative splicing regulator, putative [Plasmodium vivax]
