#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6   1  11   7.9e-25   4.8e-21   72.5   2.1     2    54    97   149    96   157 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6   2  11   4.4e-10   2.7e-06   23.6   2.1    43    80   175   212   171   214 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6   3  11  9.1e-142  5.5e-138  460.0  20.2    72   306   249   483   245   491 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6   4  11     5e-88   3.1e-84  281.9   5.1   306   460   538   693   534   702 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6   5  11  1.8e-168  1.1e-164  548.5  40.8   460   763   779  1139   773  1159 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6   6  11    2e-135  1.2e-131  439.0  25.1   763  1000  1187  1424  1183  1432 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6   7  11     4e-67   2.4e-63  212.6   1.0   996  1136  1486  1629  1482  1636 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6   8  11   3.3e-16     2e-12   43.9   0.0  1138  1179  1672  1717  1664  1726 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6   9  11     1e-55   6.1e-52  174.9   1.7  1179  1317  1757  1918  1753  1927 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6  10  11   6.3e-25   3.8e-21   72.8   0.2  1328  1376  1987  2035  1981  2038 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65652.1           -           2252 522at5820            -           1458         0 2426.3 171.6  11  11   2.9e-43   1.8e-39  133.6   4.6  1381  1458  2175  2252  2164  2252 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/522at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/522at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/522at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:50:29 2026
# [ok]
