#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69507.1           -           1103 1979at5820           -            957         0 1944.9 105.8   1   4         0         0 1500.0  60.1     1   694     1   715     1   722 0.98 DNA repair helicase, putative [Plasmodium vivax]
SCO69507.1           -           1103 1979at5820           -            957         0 1944.9 105.8   2   4   1.2e-87   2.4e-84  282.4  19.0   692   842   738   917   732   925 0.97 DNA repair helicase, putative [Plasmodium vivax]
SCO69507.1           -           1103 1979at5820           -            957         0 1944.9 105.8   3   4   1.3e-27   2.7e-24   83.7   3.9   835   898   935   998   917  1002 0.90 DNA repair helicase, putative [Plasmodium vivax]
SCO69507.1           -           1103 1979at5820           -            957         0 1944.9 105.8   4   4     3e-31   6.1e-28   95.7   1.0   888   957  1030  1103  1013  1103 0.89 DNA repair helicase, putative [Plasmodium vivax]
SCO66669.1           -           1052 1979at5820           -            957   4.6e-48  162.3  23.4   1   3   6.8e-11   1.4e-07   28.3   0.1    21    77     4    61     2    94 0.88 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
SCO66669.1           -           1052 1979at5820           -            957   4.6e-48  162.3  23.4   2   3   2.6e-10   5.3e-07   26.4   3.6   180   309   263   403   250   415 0.77 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
SCO66669.1           -           1052 1979at5820           -            957   4.6e-48  162.3  23.4   3   3   3.9e-37   7.9e-34  115.2   8.2   475   744   724   988   614  1007 0.85 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
SCO68681.1           -           1063 1979at5820           -            957     5e-32  109.2  19.4   1   5      0.34   6.8e+02   -3.7   0.0    25    51     8    34     7    36 0.89 DEAD box helicase, putative [Plasmodium vivax]
SCO68681.1           -           1063 1979at5820           -            957     5e-32  109.2  19.4   2   5   6.5e-06     0.013   11.9   0.3   112   189   227   301   215   309 0.73 DEAD box helicase, putative [Plasmodium vivax]
SCO68681.1           -           1063 1979at5820           -            957     5e-32  109.2  19.4   3   5   2.2e-13   4.4e-10   36.6   2.5   212   288   362   438   350   469 0.89 DEAD box helicase, putative [Plasmodium vivax]
SCO68681.1           -           1063 1979at5820           -            957     5e-32  109.2  19.4   4   5   2.2e-15   4.5e-12   43.2   0.4   475   671   664   882   648   886 0.74 DEAD box helicase, putative [Plasmodium vivax]
SCO68681.1           -           1063 1979at5820           -            957     5e-32  109.2  19.4   5   5   1.5e-10     3e-07   27.2   0.0   702   749   938   985   930  1005 0.83 DEAD box helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1979at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1979at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1979at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:11 2026
# [ok]
