#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9   1  12   9.1e-56   5.5e-52  175.5  18.2     1   123     1   126     1   136 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9   2  12   7.1e-22   4.3e-18   63.3   0.0   121   169   155   203   149   207 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9   3  12   1.4e-54   8.6e-51  171.5   0.0   171   296   257   384   252   397 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9   4  12    0.0043        26    1.2   0.0   297   316   430   449   423   455 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9   5  12   1.2e-35     7e-32  108.9   1.4   332   437   602   719   584   726 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9   6  12   1.5e-07   0.00089   16.0   0.0   437   473   745   783   744   795 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9   7  12   0.00077       4.7    3.7   0.0   481   502   850   871   847   877 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9   8  12   2.1e-36   1.3e-32  111.4   0.0   504   626   979  1115   973  1121 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9   9  12   6.2e-37   3.8e-33  113.1   0.0   622   699  1135  1212  1131  1216 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9  10  12   7.6e-33   4.6e-29   99.6   0.0   701   780  1256  1345  1248  1351 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9  11  12   1.8e-16   1.1e-12   45.4   0.0   781   833  1413  1467  1407  1485 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66145.1           -           1563 2368at5820           -            875  2.3e-292  970.8  26.9  12  12   1.9e-17   1.2e-13   48.6   0.4   833   875  1507  1550  1504  1550 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2368at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2368at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2368at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:40 2026
# [ok]
