#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67624.1           -            590 5794at5820           -            446    8e-261  863.8  24.7   1   3  1.2e-143  1.2e-140  467.7   2.7     1   239     1   243     1   247 0.98 ubiquitin carboxyl-terminal hydrolase 14, putative [Plasmodium vivax]
SCO67624.1           -            590 5794at5820           -            446    8e-261  863.8  24.7   2   3   9.6e-79   9.8e-76  253.7   0.9   238   366   274   403   267   430 0.94 ubiquitin carboxyl-terminal hydrolase 14, putative [Plasmodium vivax]
SCO67624.1           -            590 5794at5820           -            446    8e-261  863.8  24.7   3   3   8.6e-46   8.8e-43  145.1   6.5   362   446   482   585   478   585 0.85 ubiquitin carboxyl-terminal hydrolase 14, putative [Plasmodium vivax]
SCO69220.1           -            381 5794at5820           -            446   1.5e-13   48.8   7.8   1   5   7.1e-05     0.072   10.2   0.1    16    72    13    70     1    85 0.84 polyubiquitin 5, putative [Plasmodium vivax]
SCO69220.1           -            381 5794at5820           -            446   1.5e-13   48.8   7.8   2   5   9.5e-05     0.097    9.8   0.1    16    72    89   146    77   150 0.83 polyubiquitin 5, putative [Plasmodium vivax]
SCO69220.1           -            381 5794at5820           -            446   1.5e-13   48.8   7.8   3   5   8.9e-05      0.09    9.9   0.1    16    72   165   222   151   226 0.83 polyubiquitin 5, putative [Plasmodium vivax]
SCO69220.1           -            381 5794at5820           -            446   1.5e-13   48.8   7.8   4   5   8.5e-05     0.086   10.0   0.0    16    72   241   298   226   303 0.84 polyubiquitin 5, putative [Plasmodium vivax]
SCO69220.1           -            381 5794at5820           -            446   1.5e-13   48.8   7.8   5   5   9.5e-05     0.096    9.8   0.0    16    72   317   374   304   377 0.83 polyubiquitin 5, putative [Plasmodium vivax]
SCO65933.1           -            884 5794at5820           -            446   1.1e-10   39.3  13.4   1   3   5.8e-06    0.0059   13.8   3.1   109   205   335   435   284   479 0.67 ubiquitin carboxyl-terminal hydrolase 13, putative [Plasmodium vivax]
SCO65933.1           -            884 5794at5820           -            446   1.1e-10   39.3  13.4   2   3   0.00019      0.19    8.9   0.3   272   309   607   645   592   661 0.76 ubiquitin carboxyl-terminal hydrolase 13, putative [Plasmodium vivax]
SCO65933.1           -            884 5794at5820           -            446   1.1e-10   39.3  13.4   3   3   1.5e-08   1.6e-05   22.3   0.1   350   412   809   867   759   874 0.78 ubiquitin carboxyl-terminal hydrolase 13, putative [Plasmodium vivax]
SCO66366.1           -           1592 5794at5820           -            446   4.1e-10   37.4   9.9   1   2   3.4e-05     0.035   11.3   0.3   110   143  1239  1272  1215  1314 0.79 ubiquitin specific protease, putative [Plasmodium vivax]
SCO66366.1           -           1592 5794at5820           -            446   4.1e-10   37.4   9.9   2   2   2.1e-10   2.1e-07   28.5   3.9   334   418  1503  1579  1359  1591 0.74 ubiquitin specific protease, putative [Plasmodium vivax]
SCO67733.1           -           1342 5794at5820           -            446   1.2e-05   22.7   0.1   1   2   6.4e-07   0.00064   17.0   0.0   104   179   319   407   310   441 0.60 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium vivax]
SCO67733.1           -           1342 5794at5820           -            446   1.2e-05   22.7   0.1   2   2     0.012        12    2.9   0.0   369   416  1255  1297  1241  1308 0.77 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium vivax]
SCO67964.1           -            128 5794at5820           -            446    0.0039   14.4   0.0   1   1   4.2e-06    0.0043   14.3   0.0    15    72    12    70     1    85 0.83 ubiquitin-60S ribosomal protein L40, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5794at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5794at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5794at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:56:45 2026
# [ok]
