#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68955.1           -            816 9467at5820           -            281  1.6e-128  426.5  67.6   1   4   5.8e-46   4.4e-43  146.2   4.0     5    94    27   116    24   151 0.88 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO68955.1           -            816 9467at5820           -            281  1.6e-128  426.5  67.6   2   4    0.0001     0.078   10.9   5.6    87   123   207   248   183   262 0.70 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO68955.1           -            816 9467at5820           -            281  1.6e-128  426.5  67.6   3   4   7.9e-06     0.006   14.6   3.2    92   140   392   440   343   444 0.78 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO68955.1           -            816 9467at5820           -            281  1.6e-128  426.5  67.6   4   4   7.8e-84   5.9e-81  270.5  28.4    60   281   574   816   566   816 0.76 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO66790.1           -           1381 9467at5820           -            281   5.5e-10   37.6   6.3   1   6     0.013        10    4.0   0.6   146   271     5   129     1   139 0.54 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO66790.1           -           1381 9467at5820           -            281   5.5e-10   37.6   6.3   2   6       5.6   4.3e+03   -4.6   3.6   124   193   245   321   187   330 0.65 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO66790.1           -           1381 9467at5820           -            281   5.5e-10   37.6   6.3   3   6       5.5   4.2e+03   -4.6   4.5   120   197   281   360   265   366 0.65 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO66790.1           -           1381 9467at5820           -            281   5.5e-10   37.6   6.3   4   6   9.8e-08   7.4e-05   20.8   0.0    29    72   420   464   413   474 0.90 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO66790.1           -           1381 9467at5820           -            281   5.5e-10   37.6   6.3   5   6     1e-09   7.9e-07   27.3   3.3    19   130   608   722   592   757 0.57 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO66790.1           -           1381 9467at5820           -            281   5.5e-10   37.6   6.3   6   6     0.038        29    2.5   0.3    53    93   813   857   785   888 0.69 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65211.1           -           1322 9467at5820           -            281   5.2e-07   27.9   7.2   1   7      0.21   1.6e+02    0.1   0.0    50    68   248   266   224   283 0.84 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65211.1           -           1322 9467at5820           -            281   5.2e-07   27.9   7.2   2   7         8   6.1e+03   -8.9   9.5    81   111   623   653   611   677 0.53 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65211.1           -           1322 9467at5820           -            281   5.2e-07   27.9   7.2   3   7         8   6.1e+03  -18.8  32.0    93   174   700   786   672   832 0.46 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65211.1           -           1322 9467at5820           -            281   5.2e-07   27.9   7.2   4   7       3.6   2.7e+03   -4.0   7.8   158   220   903   967   813   978 0.71 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65211.1           -           1322 9467at5820           -            281   5.2e-07   27.9   7.2   5   7   5.9e-06    0.0045   15.0   2.5     6   113   978  1088   973  1121 0.82 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65211.1           -           1322 9467at5820           -            281   5.2e-07   27.9   7.2   6   7      0.42   3.2e+02   -1.0   0.9    28   132  1083  1185  1063  1203 0.56 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65211.1           -           1322 9467at5820           -            281   5.2e-07   27.9   7.2   7   7   6.9e-10   5.2e-07   27.9   7.2   192   280  1215  1306  1129  1307 0.74 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO70149.1           -           2446 9467at5820           -            281   5.7e-06   24.5  14.2   1   5         8   6.1e+03   -6.6   6.4   102   172   954  1025   925  1053 0.58 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO70149.1           -           2446 9467at5820           -            281   5.7e-06   24.5  14.2   2   5         8   6.1e+03   -8.6   6.1   123   175  1511  1566  1455  1606 0.50 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO70149.1           -           2446 9467at5820           -            281   5.7e-06   24.5  14.2   3   5   1.5e-06    0.0012   16.9   4.4    18    95  2102  2178  2087  2197 0.71 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO70149.1           -           2446 9467at5820           -            281   5.7e-06   24.5  14.2   4   5   1.4e-08   1.1e-05   23.5   2.2    21   101  2204  2287  2186  2318 0.73 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO70149.1           -           2446 9467at5820           -            281   5.7e-06   24.5  14.2   5   5   2.9e-05     0.022   12.7   2.3   188   273  2320  2405  2306  2413 0.88 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67255.1           -            240 9467at5820           -            281   3.7e-05   21.8   1.4   1   2     0.041        31    2.3   0.1    53    79   153   179   147   188 0.78 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67255.1           -            240 9467at5820           -            281   3.7e-05   21.8   1.4   2   2   4.5e-07   0.00034   18.6   0.5    23    69   186   233   175   239 0.81 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67732.1           -           2434 9467at5820           -            281   5.7e-05   21.2  15.7   1   3   1.3e-05    0.0096   13.9   0.1    28    94  1029  1096  1011  1103 0.82 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67732.1           -           2434 9467at5820           -            281   5.7e-05   21.2  15.7   2   3   3.4e-05     0.026   12.5   6.3    18    83  1911  1976  1898  2053 0.74 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67732.1           -           2434 9467at5820           -            281   5.7e-05   21.2  15.7   3   3       1.4     1e+03   -2.6   0.2   195   225  2303  2333  2300  2388 0.67 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65271.1           -           3546 9467at5820           -            281      0.14   10.1  20.9   1   3   0.00011     0.082   10.8   0.4    24    84   897   959   874  1023 0.71 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65271.1           -           3546 9467at5820           -            281      0.14   10.1  20.9   2   3         8   6.1e+03   -5.3   2.5    80   144  1728  1756  1718  1777 0.44 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65271.1           -           3546 9467at5820           -            281      0.14   10.1  20.9   3   3   9.1e-05     0.069   11.1   4.4     9    92  1889  1967  1881  2000 0.68 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO69314.1           -            683 9467at5820           -            281       2.4    6.0  11.2   1   2      0.51   3.9e+02   -1.2   1.2    89   139   320   370   309   374 0.82 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO69314.1           -            683 9467at5820           -            281       2.4    6.0  11.2   2   2   7.1e-05     0.054   11.4   2.9   193   277   582   663   570   667 0.79 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9467at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9467at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9467at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:11:13 2026
# [ok]
