#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66844.1           -           1457 2246at5820           -            702         0 1189.1  96.1   1   7   8.4e-23   2.6e-19   67.4   0.0     1    48     1    48     1    56 0.94 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO66844.1           -           1457 2246at5820           -            702         0 1189.1  96.1   2   7     3e-88   9.2e-85  283.7  14.9    41   211   176   351   172   356 0.96 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO66844.1           -           1457 2246at5820           -            702         0 1189.1  96.1   3   7  1.6e-144    5e-141  469.7  19.9   218   434   460   676   441   689 0.96 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO66844.1           -           1457 2246at5820           -            702         0 1189.1  96.1   4   7     7e-06     0.021   11.5   1.3   441   463   805   827   802   838 0.85 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO66844.1           -           1457 2246at5820           -            702         0 1189.1  96.1   5   7   9.6e-15   2.9e-11   40.8   2.3   406   501  1013  1113   989  1123 0.69 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO66844.1           -           1457 2246at5820           -            702         0 1189.1  96.1   6   7      0.16   4.9e+02   -2.9   1.1   500   521  1211  1236  1209  1242 0.74 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO66844.1           -           1457 2246at5820           -            702         0 1189.1  96.1   7   7  2.9e-107  8.8e-104  346.6  17.4   519   702  1269  1452  1258  1452 0.97 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO68065.1           -           1556 2246at5820           -            702   7.8e-12   42.7   3.7   1   4      0.65     2e+03   -4.9   2.6   497   529   496   526   469   549 0.60 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO68065.1           -           1556 2246at5820           -            702   7.8e-12   42.7   3.7   2   4   0.00017       0.5    6.9   0.0   172   193  1081  1102  1068  1116 0.80 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO68065.1           -           1556 2246at5820           -            702   7.8e-12   42.7   3.7   3   4   2.6e-15   7.8e-12   42.7   3.7   284   386  1133  1240  1125  1275 0.82 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
SCO68065.1           -           1556 2246at5820           -            702   7.8e-12   42.7   3.7   4   4     0.025        76   -0.3   0.7   539   571  1259  1291  1248  1410 0.48 NLI interacting factor-like phosphatase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2246at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2246at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2246at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:04 2026
# [ok]
