#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68042.1           -           2058 1083at5820           -           1203         0 1956.8 176.3   1   9  1.2e-107  7.3e-104  347.0  45.2     1   226    25   275    25   280 0.90 patatin-like phospholipase, putative [Plasmodium vivax]
SCO68042.1           -           2058 1083at5820           -           1203         0 1956.8 176.3   2   9   5.2e-16   3.2e-12   43.5   0.1   225   261   405   444   398   451 0.89 patatin-like phospholipase, putative [Plasmodium vivax]
SCO68042.1           -           2058 1083at5820           -           1203         0 1956.8 176.3   3   9   3.2e-18     2e-14   50.8   1.9   259   295   493   529   489   543 0.91 patatin-like phospholipase, putative [Plasmodium vivax]
SCO68042.1           -           2058 1083at5820           -           1203         0 1956.8 176.3   4   9   1.9e-10   1.2e-06   25.0   3.9   291   342   599   664   580   674 0.75 patatin-like phospholipase, putative [Plasmodium vivax]
SCO68042.1           -           2058 1083at5820           -           1203         0 1956.8 176.3   5   9  2.4e-145  1.4e-141  471.9  28.5   349   615   773  1056   762  1061 0.96 patatin-like phospholipase, putative [Plasmodium vivax]
SCO68042.1           -           2058 1083at5820           -           1203         0 1956.8 176.3   6   9  3.9e-123  2.4e-119  398.3  11.5   617   806  1132  1321  1121  1324 0.98 patatin-like phospholipase, putative [Plasmodium vivax]
SCO68042.1           -           2058 1083at5820           -           1203         0 1956.8 176.3   7   9  5.8e-145  3.5e-141  470.6  18.4   804  1045  1420  1676  1401  1680 0.93 patatin-like phospholipase, putative [Plasmodium vivax]
SCO68042.1           -           2058 1083at5820           -           1203         0 1956.8 176.3   8   9   2.3e-54   1.4e-50  170.5   8.9  1045  1167  1743  1885  1739  1892 0.88 patatin-like phospholipase, putative [Plasmodium vivax]
SCO68042.1           -           2058 1083at5820           -           1203         0 1956.8 176.3   9   9   1.3e-08   7.7e-05   19.0   0.7  1158  1202  2009  2057  1994  2058 0.77 patatin-like phospholipase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1083at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1083at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1083at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:41 2026
# [ok]
