#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO64901.1           -            805 3079at5820           -            559         0 1043.4  57.1   1   4  2.1e-232  1.3e-229  762.0  28.1     1   363     1   364     1   377 0.99 phosphoinositide-binding protein, putative [Plasmodium vivax]
SCO64901.1           -            805 3079at5820           -            559         0 1043.4  57.1   2   4   8.4e-65   5.1e-62  208.7   0.7   360   470   398   507   392   512 0.94 phosphoinositide-binding protein, putative [Plasmodium vivax]
SCO64901.1           -            805 3079at5820           -            559         0 1043.4  57.1   3   4   8.4e-21   5.1e-18   63.4  11.1   460   539   525   628   516   634 0.80 phosphoinositide-binding protein, putative [Plasmodium vivax]
SCO64901.1           -            805 3079at5820           -            559         0 1043.4  57.1   4   4   5.8e-08   3.5e-05   21.1   0.0   528   559   774   805   750   805 0.81 phosphoinositide-binding protein, putative [Plasmodium vivax]
SCO67557.1           -            660 3079at5820           -            559   3.2e-09   34.4   7.3   1   4   8.9e-05     0.054   10.6   0.0   382   453   122   194   110   211 0.88 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 3079at5820           -            559   3.2e-09   34.4   7.3   2   4    0.0099         6    3.8   0.8   391   470   380   458   348   478 0.76 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 3079at5820           -            559   3.2e-09   34.4   7.3   3   4     4e-06    0.0024   15.0   0.0   394   453   508   567   491   603 0.86 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 3079at5820           -            559   3.2e-09   34.4   7.3   4   4     0.002       1.2    6.1   0.0   418   451   626   659   617   660 0.90 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67096.1           -            595 3079at5820           -            559   6.9e-06   23.4   7.4   1   4      0.53   3.2e+02   -1.9   0.2   409   457   175   223   173   256 0.79 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 3079at5820           -            559   6.9e-06   23.4   7.4   2   4    0.0003      0.18    8.8   0.0   398   453   297   353   283   357 0.83 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 3079at5820           -            559   6.9e-06   23.4   7.4   3   4   1.2e-07   7.1e-05   20.1   0.0   384   451   325   393   322   402 0.85 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 3079at5820           -            559   6.9e-06   23.4   7.4   4   4    0.0076       4.6    4.2   0.3   384   508   409   534   404   562 0.63 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO65804.1           -            322 3079at5820           -            559   1.2e-05   22.6   2.1   1   3   3.2e-05      0.02   12.0   0.1   399   452    89   142    68   160 0.85 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 3079at5820           -            559   1.2e-05   22.6   2.1   2   3    0.0022       1.3    6.0   0.1   392   451   169   228   161   240 0.91 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 3079at5820           -            559   1.2e-05   22.6   2.1   3   3     0.016       9.6    3.1   0.0   385   451   244   316   232   322 0.72 receptor for activated c kinase, putative [Plasmodium vivax]
SCO68971.1           -           1238 3079at5820           -            559   5.1e-05   20.6   6.8   1   6   8.3e-08   5.1e-05   20.6   6.8   327   458    18   146    10   179 0.73 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 3079at5820           -            559   5.1e-05   20.6   6.8   2   6      0.34   2.1e+02   -1.3   1.2   199   268   169   235   153   244 0.58 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 3079at5820           -            559   5.1e-05   20.6   6.8   3   6       2.8   1.7e+03   -4.3   0.4   463   494   372   403   353   417 0.65 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 3079at5820           -            559   5.1e-05   20.6   6.8   4   6      0.31   1.9e+02   -1.1   0.1   420   451   628   658   624   682 0.85 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 3079at5820           -            559   5.1e-05   20.6   6.8   5   6     0.073        44    0.9   0.1   198   268   674   741   659   751 0.76 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 3079at5820           -            559   5.1e-05   20.6   6.8   6   6     1e-05    0.0064   13.6   0.5   385   451   881   948   838   961 0.87 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO67037.1           -            498 3079at5820           -            559   0.00019   18.7   6.9   1   4   0.00028      0.17    8.9   0.2   393   457   225   289   186   301 0.83 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 3079at5820           -            559   0.00019   18.7   6.9   2   4   0.00058      0.35    7.9   0.1   196   268   257   330   238   338 0.61 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 3079at5820           -            559   0.00019   18.7   6.9   3   4   0.00058      0.36    7.9   0.1   389   451   350   413   344   436 0.86 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 3079at5820           -            559   0.00019   18.7   6.9   4   4    0.0098       5.9    3.8   0.0   409   450   456   497   427   498 0.81 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO65360.1           -            327 3079at5820           -            559   0.00026   18.2   1.5   1   2    0.0025       1.5    5.8   0.0   393   447   154   208   143   227 0.85 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO65360.1           -            327 3079at5820           -            559   0.00026   18.2   1.5   2   2   8.3e-05      0.05   10.7   0.2   407   457   272   322   264   325 0.90 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO67789.1           -            646 3079at5820           -            559     0.001   16.2   0.2   1   4         8   4.9e+03   -5.8   6.5   456   514    53   110    32   130 0.71 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 3079at5820           -            559     0.001   16.2   0.2   2   4     0.001      0.63    7.0   0.2   417   451   359   393   351   408 0.86 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 3079at5820           -            559     0.001   16.2   0.2   3   4   0.00054      0.33    8.0   0.1   387   451   412   477   404   493 0.84 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 3079at5820           -            559     0.001   16.2   0.2   4   4   1.7e-06     0.001   16.2   0.2   395   451   505   561   490   572 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67713.1           -           1240 3079at5820           -            559    0.0036   14.4  15.4   1   4   9.2e-06    0.0056   13.8   4.4   383   453   915   987   904   999 0.81 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 3079at5820           -            559    0.0036   14.4  15.4   2   4      0.25   1.5e+02   -0.8   0.2   199   269  1004  1074   996  1102 0.71 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 3079at5820           -            559    0.0036   14.4  15.4   3   4    0.0039       2.4    5.1   0.8   375   452  1080  1161  1045  1165 0.70 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 3079at5820           -            559    0.0036   14.4  15.4   4   4    0.0021       1.3    6.0   0.2   393   461  1143  1215  1135  1226 0.75 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO65922.1           -            458 3079at5820           -            559     0.078   10.0   0.6   1   2     0.017        10    3.0   0.1   418   455   201   239   197   273 0.77 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 3079at5820           -            559     0.078   10.0   0.6   2   2    0.0038       2.3    5.2   0.1   419   451   323   356   315   408 0.71 ribosome assembly protein RRB1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3079at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3079at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3079at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:30 2026
# [ok]
