#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68126.1           -           1842 766at5820            -           1071         0 2154.5 135.8   1   5   2.7e-10   1.8e-07   27.9   7.3     4    80    16    96    11   102 0.73 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO68126.1           -           1842 766at5820            -           1071         0 2154.5 135.8   2   5  1.4e-173  9.7e-171  568.5  36.7     5   334   150   511   145   526 0.91 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO68126.1           -           1842 766at5820            -           1071         0 2154.5 135.8   3   5   5.3e-26   3.6e-23   79.9   4.3   325   378   580   633   556   654 0.84 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO68126.1           -           1842 766at5820            -           1071         0 2154.5 135.8   4   5  4.4e-174    3e-171  570.2  21.3   372   653   975  1259   907  1271 0.95 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO68126.1           -           1842 766at5820            -           1071         0 2154.5 135.8   5   5  1.9e-283  1.3e-280  932.3  34.1   653  1066  1413  1826  1394  1836 0.97 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO69364.1           -            708 766at5820            -           1071   7.6e-14   49.1   1.1   1   3   8.1e-13   5.5e-10   36.3   0.1   858   992   384   519   374   520 0.88 ankyrin, putative [Plasmodium vivax]
SCO69364.1           -            708 766at5820            -           1071   7.6e-14   49.1   1.1   2   3   1.2e-06   0.00082   15.8   0.1   858   916   487   545   457   556 0.80 ankyrin, putative [Plasmodium vivax]
SCO69364.1           -            708 766at5820            -           1071   7.6e-14   49.1   1.1   3   3   0.00012     0.083    9.2   0.1   786   890   583   682   576   696 0.79 ankyrin, putative [Plasmodium vivax]
SCO66822.1           -            188 766at5820            -           1071   4.5e-11   39.9   0.4   1   1   8.6e-14   5.8e-11   39.5   0.4   846   928    62   143    18   173 0.77 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO70205.1           -            309 766at5820            -           1071   7.1e-08   29.3  14.6   1   1   1.5e-10     1e-07   28.8  14.6   848   970    57   177    53   195 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69726.1           -            400 766at5820            -           1071   6.5e-07   26.1   5.1   1   4      0.15     1e+02   -1.1   0.2   880   933    25    79     3    86 0.54 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69726.1           -            400 766at5820            -           1071   6.5e-07   26.1   5.1   2   4   9.7e-10   6.5e-07   26.1   5.1   871   953    86   167    81   174 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69726.1           -            400 766at5820            -           1071   6.5e-07   26.1   5.1   3   4     0.005       3.3    3.9   8.4   857   934   171   250   167   275 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69726.1           -            400 766at5820            -           1071   6.5e-07   26.1   5.1   4   4       0.3     2e+02   -2.0   3.4    63   119   243   306   238   343 0.56 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67289.1           -            366 766at5820            -           1071   7.3e-07   25.9   0.1   1   1   1.6e-09   1.1e-06   25.4   0.1   849   921   278   349   255   355 0.84 acyl-CoA-binding protein, putative [Plasmodium vivax]
SCO66275.1           -            482 766at5820            -           1071   1.4e-06   25.0   1.5   1   1   3.2e-09   2.1e-06   24.4   1.5   842   992    41   191     7   207 0.86 bromodomain protein 1, putative [Plasmodium vivax]
SCO66158.1           -           1903 766at5820            -           1071   3.6e-06   23.6   1.6   1   4   5.3e-09   3.6e-06   23.6   1.6   868   992  1061  1192  1050  1201 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66158.1           -           1903 766at5820            -           1071   3.6e-06   23.6   1.6   2   4   0.00051      0.34    7.1   0.3   835   907  1205  1276  1196  1297 0.55 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66158.1           -           1903 766at5820            -           1071   3.6e-06   23.6   1.6   3   4       3.8   2.6e+03   -5.7   5.0   635   661  1649  1675  1637  1692 0.68 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66158.1           -           1903 766at5820            -           1071   3.6e-06   23.6   1.6   4   4      0.83   5.6e+02   -3.5   0.1   302   346  1797  1841  1788  1844 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65820.1           -            185 766at5820            -           1071   7.7e-05   19.2   6.9   1   1   1.4e-07   9.5e-05   18.9   6.9   858   993    14   147     2   156 0.73 conserved protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/766at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/766at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/766at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:02:40 2026
# [ok]
