#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67262.1           -            167 12375at5820          -            142   7.8e-91  300.3   1.3   1   2       4.3   2.4e+03   -2.8   0.0     1     9     1     9     1    12 0.85 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67262.1           -            167 12375at5820          -            142   7.8e-91  300.3   1.3   2   2   1.5e-93   8.6e-91  300.2   0.5     6   142    25   163    22   163 0.98 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67612.1           -            203 12375at5820          -            142   1.3e-39  134.3   0.3   1   1   3.3e-42   1.8e-39  133.8   0.3     8   132    72   196    66   202 0.91 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67794.1           -            751 12375at5820          -            142     1e-31  108.6   0.2   1   1   4.3e-34   2.4e-31  107.5   0.2     7   129   622   744   618   750 0.91 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67256.1           -            193 12375at5820          -            142     9e-30  102.3   0.3   1   1   2.4e-32   1.3e-29  101.8   0.3    17   130    76   188    56   191 0.89 peptidyl-prolyl cis-trans isomerase 11, putative [Plasmodium vivax]
SCO66899.1           -            170 12375at5820          -            142   1.3e-28   98.6   0.2   1   1     3e-31   1.7e-28   98.2   0.2    17   120    53   155    31   167 0.85 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO65010.1           -            262 12375at5820          -            142   1.4e-25   88.7   0.4   1   1   4.5e-28   2.5e-25   87.9   0.4    18   117   142   242   122   257 0.84 cyclophilin, putative [Plasmodium vivax]
SCO69125.1           -            226 12375at5820          -            142   2.3e-21   75.1   0.2   1   1   5.7e-24   3.2e-21   74.6   0.2    17   129    56   168    34   174 0.89 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO69363.1           -            462 12375at5820          -            142   2.9e-20   71.5   0.4   1   1   1.1e-22   6.1e-20   70.5   0.4     7   137    38   173    35   176 0.84 cyclophilin, putative [Plasmodium vivax]
SCO69913.1           -            276 12375at5820          -            142   5.8e-14   51.1   1.0   1   1   1.8e-16     1e-13   50.3   1.0    18   128   110   217    92   225 0.88 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO65026.1           -            590 12375at5820          -            142   1.6e-05   23.7   0.6   1   2   1.1e-07   6.2e-05   21.8   0.0    38   125    97   184    63   197 0.78 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO65026.1           -            590 12375at5820          -            142   1.6e-05   23.7   0.6   2   2       2.4   1.3e+03   -1.9   0.1    39    73   502   537   480   543 0.62 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO66053.1           -            392 12375at5820          -            142     0.011   14.6   0.4   1   1   4.2e-05     0.023   13.5   0.4    18    88    22    93    13   104 0.84 Plasmodium exported protein (PHIST), unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12375at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12375at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12375at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:25 2026
# [ok]
