#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69952.1           -           1515 1005at5820           -           1159         0 2226.1 100.3   1   7   4.9e-67   4.9e-64  215.0   7.5     4   115    20   131    17   155 0.90 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 1005at5820           -           1159         0 2226.1 100.3   2   7   1.3e-65   1.3e-62  210.3   3.8    99   236   158   304   147   311 0.91 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 1005at5820           -           1159         0 2226.1 100.3   3   7     1e-94     1e-91  306.7   8.0   232   394   348   519   322   536 0.91 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 1005at5820           -           1159         0 2226.1 100.3   4   7  2.3e-124  2.3e-121  404.9   2.6   389   594   592   805   582   810 0.95 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 1005at5820           -           1159         0 2226.1 100.3   5   7    3e-112  3.1e-109  364.7   9.3   592   781   887  1078   883  1084 0.97 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 1005at5820           -           1159         0 2226.1 100.3   6   7  5.4e-218  5.4e-215  715.0  25.7   775  1132  1105  1467  1093  1473 0.96 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 1005at5820           -           1159         0 2226.1 100.3   7   7   5.5e-15   5.6e-12   42.6   0.2  1124  1159  1480  1515  1469  1515 0.95 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1005at5820           -           1159  8.2e-115  383.2  57.3   1   7   4.1e-33   4.1e-30  102.7   3.1     6   221    53   252    48   266 0.88 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1005at5820           -           1159  8.2e-115  383.2  57.3   2   7   7.7e-16   7.8e-13   45.4   4.4   241   376   342   481   324   487 0.77 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1005at5820           -           1159  8.2e-115  383.2  57.3   3   7   1.1e-09   1.1e-06   25.1   0.1   413   470   489   548   487   549 0.84 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1005at5820           -           1159  8.2e-115  383.2  57.3   4   7      0.03        30    0.5   0.0   526   553   789   816   771   829 0.80 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1005at5820           -           1159  8.2e-115  383.2  57.3   5   7     3e-34     3e-31  106.4   2.4   591   774   952  1139   920  1154 0.82 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1005at5820           -           1159  8.2e-115  383.2  57.3   6   7   4.3e-42   4.3e-39  132.4   1.1   786  1004  1235  1461  1219  1477 0.82 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1005at5820           -           1159  8.2e-115  383.2  57.3   7   7         6   6.1e+03   -8.9  14.0   918  1126  1433  1648  1428  1673 0.60 P-type ATPase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1005at5820           -           1159  1.5e-108  362.5  96.5   1   6   1.7e-39   1.7e-36  123.8  22.3    18   400    87   451    69   471 0.79 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1005at5820           -           1159  1.5e-108  362.5  96.5   2   6   1.4e-09   1.4e-06   24.7   0.1   411   461   680   730   648   745 0.79 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1005at5820           -           1159  1.5e-108  362.5  96.5   3   6   1.9e-08   1.9e-05   21.0   0.1   524   617  1407  1494  1398  1499 0.89 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1005at5820           -           1159  1.5e-108  362.5  96.5   4   6   3.8e-72   3.9e-69  231.9  25.1   632  1139  1643  2153  1637  2168 0.87 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1005at5820           -           1159  1.5e-108  362.5  96.5   5   6         6   6.1e+03   -9.5   6.5    29    77  2663  2710  2610  2719 0.71 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1005at5820           -           1159  1.5e-108  362.5  96.5   6   6         6   6.1e+03  -10.8  11.7   987  1068  3558  3640  3510  3659 0.69 guanylyl cyclase, putative [Plasmodium vivax]
SCO69990.1           -           1620 1005at5820           -           1159   3.7e-63  212.1  80.0   1   5     6e-10     6e-07   26.0  18.7    17   238    59   268    41   275 0.78 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO69990.1           -           1620 1005at5820           -           1159   3.7e-63  212.1  80.0   2   5     0.034        35    0.3   1.9   161   225   323   387   281   411 0.78 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO69990.1           -           1620 1005at5820           -           1159   3.7e-63  212.1  80.0   3   5     0.004         4    3.4  10.6   247   374   626   736   604   741 0.77 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO69990.1           -           1620 1005at5820           -           1159   3.7e-63  212.1  80.0   4   5   6.5e-09   6.6e-06   22.5   0.2   413   448   740   775   727   783 0.86 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO69990.1           -           1620 1005at5820           -           1159   3.7e-63  212.1  80.0   5   5   4.9e-56     5e-53  178.6  21.7   527   995  1126  1566  1119  1569 0.89 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1005at5820           -           1159   1.9e-15   54.1   4.6   1   3   3.7e-05     0.037   10.1   0.1   407   444   332   369   321   374 0.90 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1005at5820           -           1159   1.9e-15   54.1   4.6   2   3   1.3e-11   1.4e-08   31.4   0.2   567   737   628   783   621   791 0.85 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1005at5820           -           1159   1.9e-15   54.1   4.6   3   3   5.9e-06     0.006   12.7   0.1   816   921   844   949   837   959 0.80 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO69221.1           -           1355 1005at5820           -           1159     1e-08   31.9   1.6   1   3   0.00011      0.12    8.5   0.2   318   464   426   562   417   608 0.66 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
