#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69124.1           -           5638 65at5820             -           4303         0 7597.3 828.6   1   9   2.9e-17     6e-14   47.8   0.2     1    51     1    60     1    63 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO69124.1           -           5638 65at5820             -           4303         0 7597.3 828.6   2   9   7.4e-41   1.5e-37  126.1  11.6    57   158   283   406   269   410 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO69124.1           -           5638 65at5820             -           4303         0 7597.3 828.6   3   9         0         0 3887.5 413.4   153  2194   453  2629   447  2635 0.96 dynein heavy chain, putative [Plasmodium vivax]
SCO69124.1           -           5638 65at5820             -           4303         0 7597.3 828.6   4   9   4.3e-08   8.8e-05   17.3   0.5  2190  2216  2659  2685  2655  2696 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO69124.1           -           5638 65at5820             -           4303         0 7597.3 828.6   5   9    7e-186  1.4e-182  607.5  46.5  2213  2592  2732  3151  2725  3172 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO69124.1           -           5638 65at5820             -           4303         0 7597.3 828.6   6   9  1.1e-138  2.3e-135  450.8  38.7  2590  2860  3194  3472  3190  3493 0.89 dynein heavy chain, putative [Plasmodium vivax]
SCO69124.1           -           5638 65at5820             -           4303         0 7597.3 828.6   7   9         0         0 1770.7 193.7  2839  3872  3888  5048  3871  5051 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO69124.1           -           5638 65at5820             -           4303         0 7597.3 828.6   8   9   5.3e-77   1.1e-73  246.1  21.0  3868  4011  5075  5222  5070  5228 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO69124.1           -           5638 65at5820             -           4303         0 7597.3 828.6   9   9  1.4e-148  2.9e-145  483.6  43.7  4008  4303  5321  5638  5315  5638 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 65at5820             -           4303   8.9e-32  106.9 134.2   1  11         3   6.1e+03  -16.4  34.0   150   377   143   363    63   376 0.66 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 65at5820             -           4303   8.9e-32  106.9 134.2   2  11      0.76   1.5e+03   -6.7   7.4  1468  1571   466   578   452   615 0.69 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 65at5820             -           4303   8.9e-32  106.9 134.2   3  11         2     4e+03   -8.1  13.8   596   759   718   882   705   898 0.79 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 65at5820             -           4303   8.9e-32  106.9 134.2   4  11         3   6.1e+03  -16.5  20.0  2707  2914   802  1018   779  1134 0.64 dynein heavy chain, putative [Plasmodium vivax]
