#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67812.1           -           2251 367at5820            -           1769         0 2685.2  50.3   1   9   6.2e-73   4.2e-70  235.0   0.0     5   155     4   158     1   169 0.93 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO67812.1           -           2251 367at5820            -           1769         0 2685.2  50.3   2   9     1e-43   7.1e-41  138.1   0.0   155   249   197   286   184   293 0.86 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO67812.1           -           2251 367at5820            -           1769         0 2685.2  50.3   3   9  1.1e-107  7.4e-105  350.2   5.8   248   431   317   503   313   507 0.97 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO67812.1           -           2251 367at5820            -           1769         0 2685.2  50.3   4   9   1.7e-10   1.1e-07   28.0   0.0   429   481   527   589   516   593 0.77 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO67812.1           -           2251 367at5820            -           1769         0 2685.2  50.3   5   9  1.5e-190    1e-187  624.9   3.1   481   854   620  1045   617  1049 0.91 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO67812.1           -           2251 367at5820            -           1769         0 2685.2  50.3   6   9  8.5e-119  5.7e-116  387.0  11.4   852  1123  1072  1381  1070  1392 0.87 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO67812.1           -           2251 367at5820            -           1769         0 2685.2  50.3   7   9   0.00072      0.49    6.0   0.0  1121  1147  1457  1483  1454  1495 0.86 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO67812.1           -           2251 367at5820            -           1769         0 2685.2  50.3   8   9  1.7e-105  1.2e-102  342.9   3.8  1146  1369  1531  1754  1522  1763 0.97 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO67812.1           -           2251 367at5820            -           1769         0 2685.2  50.3   9   9  3.9e-176  2.6e-173  577.1   0.1  1383  1769  1841  2251  1835  2251 0.93 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO67473.1           -            453 367at5820            -           1769   3.5e-33  112.6  17.9   1   2   4.5e-26   3.1e-23   79.6  10.0   189   382    88   296    72   305 0.83 UVB-resistance protein UVR8 homologue [Plasmodium vivax]
SCO67473.1           -            453 367at5820            -           1769   3.5e-33  112.6  17.9   2   2   3.2e-13   2.2e-10   37.0   0.7   191   302   318   431   309   444 0.78 UVB-resistance protein UVR8 homologue [Plasmodium vivax]
SCO68056.1           -            479 367at5820            -           1769   1.1e-23   81.1  14.6   1   2   8.2e-15   5.5e-12   42.3   1.9   490   592    71   168    64   179 0.86 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO68056.1           -            479 367at5820            -           1769   1.1e-23   81.1  14.6   2   2   2.6e-15   1.7e-12   44.0   5.3   168   350   212   406   174   411 0.78 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO67450.1           -            957 367at5820            -           1769   4.5e-23   79.1  14.3   1   2   1.9e-14   1.3e-11   41.1   3.1   474   609    18   152     8   166 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67450.1           -            957 367at5820            -           1769   4.5e-23   79.1  14.3   2   2     4e-15   2.7e-12   43.3   3.6   626   794   253   429   232   466 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO64970.1           -            686 367at5820            -           1769   4.3e-13   46.0   9.3   1   4   0.00011     0.076    8.7   0.0   201   239    40    78    20    85 0.87 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO64970.1           -            686 367at5820            -           1769   4.3e-13   46.0   9.3   2   4   0.00087      0.59    5.7   0.1   542   570    93   121    81   134 0.58 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO64970.1           -            686 367at5820            -           1769   4.3e-13   46.0   9.3   3   4   0.00019      0.13    7.9   0.2   743   835   180   282   171   292 0.71 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO64970.1           -            686 367at5820            -           1769   4.3e-13   46.0   9.3   4   4   7.4e-11     5e-08   29.2   0.5   271   383   263   375   263   394 0.79 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO65260.1           -            585 367at5820            -           1769   4.2e-09   32.7  18.9   1   5   0.00089       0.6    5.7   0.2   352   402    58   110    16   135 0.78 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO65260.1           -            585 367at5820            -           1769   4.2e-09   32.7  18.9   2   5    0.0093       6.3    2.3   1.7   471   549   149   227   127   234 0.75 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO65260.1           -            585 367at5820            -           1769   4.2e-09   32.7  18.9   3   5   5.2e-08   3.5e-05   19.7   0.1   545   581   360   396   339   408 0.91 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO65260.1           -            585 367at5820            -           1769   4.2e-09   32.7  18.9   4   5     0.087        59   -0.9   0.0   693   726   434   472   420   498 0.67 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO65260.1           -            585 367at5820            -           1769   4.2e-09   32.7  18.9   5   5   2.4e-06    0.0016   14.2   0.3   197   246   504   552   494   558 0.75 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO66520.1           -           2579 367at5820            -           1769   1.1e-08   31.4   5.4   1   3   1.2e-05    0.0082   11.9   0.8   199   290    80   168    48   173 0.67 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO66520.1           -           2579 367at5820            -           1769   1.1e-08   31.4   5.4   2   3   1.6e-11   1.1e-08   31.4   5.4   490   629   220   353   198   398 0.66 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO66520.1           -           2579 367at5820            -           1769   1.1e-08   31.4   5.4   3   3         9   6.1e+03  -10.2  10.5  1601  1692  1868  1960  1843  1988 0.57 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO67532.1           -            985 367at5820            -           1769   9.5e-08   28.2   2.0   1   2   1.5e-10     1e-07   28.2   0.1   193   287   234   337   204   356 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67532.1           -            985 367at5820            -           1769   9.5e-08   28.2   2.0   2   2      0.11        74   -1.2   0.2   656   694   447   485   441   526 0.58 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66007.1           -           1729 367at5820            -           1769   1.6e-07   27.5  13.2   1   3   0.00051      0.34    6.5   2.1   204   242   488   526   484   536 0.91 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO66007.1           -           1729 367at5820            -           1769   1.6e-07   27.5  13.2   2   3   1.5e-06     0.001   14.9   0.0   156   253   544   650   530   660 0.65 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO66007.1           -           1729 367at5820            -           1769   1.6e-07   27.5  13.2   3   3    0.0002      0.14    7.8   2.6   204   330   685   832   670   838 0.57 regulator of chromosome condensation, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/367at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/367at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/367at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:15 2026
# [ok]
