#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67785.1           -           1389 1384at5820           -            902         0 1478.1 112.8   1   5   6.1e-78   3.7e-75  252.1  11.8     2   184    75   298    74   300 0.86 MORN repeat protein, putative [Plasmodium vivax]
SCO67785.1           -           1389 1384at5820           -            902         0 1478.1 112.8   2   5  1.4e-101   8.6e-99  330.3  13.4   182   383   351   557   340   560 0.97 MORN repeat protein, putative [Plasmodium vivax]
SCO67785.1           -           1389 1384at5820           -            902         0 1478.1 112.8   3   5   0.00029      0.17    8.3   0.6   380   400   670   690   666   699 0.86 MORN repeat protein, putative [Plasmodium vivax]
SCO67785.1           -           1389 1384at5820           -            902         0 1478.1 112.8   4   5  2.2e-191  1.4e-188  627.5  47.2   393   720   715  1051   701  1094 0.95 MORN repeat protein, putative [Plasmodium vivax]
SCO67785.1           -           1389 1384at5820           -            902         0 1478.1 112.8   5   5   1.6e-85     1e-82  277.1   9.4   733   902  1205  1389  1202  1389 0.95 MORN repeat protein, putative [Plasmodium vivax]
SCO66250.1           -            369 1384at5820           -            902   8.2e-30  102.1  48.8   1   3   7.2e-18   4.4e-15   53.3  14.6   560   692     7   135     2   136 0.91 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO66250.1           -            369 1384at5820           -            902   8.2e-30  102.1  48.8   2   3   1.6e-06   0.00096   15.8   1.6   622   671   116   170   114   173 0.85 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO66250.1           -            369 1384at5820           -            902   8.2e-30  102.1  48.8   3   3   5.3e-16   3.2e-13   47.1  20.1   514   677   176   338   174   352 0.84 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO68834.1           -            326 1384at5820           -            902   3.8e-17   60.1  28.5   1   2   6.1e-10   3.7e-07   27.1   0.7   629   678    44    93    38    95 0.92 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO68834.1           -            326 1384at5820           -            902   3.8e-17   60.1  28.5   2   2   5.3e-13   3.2e-10   37.2  22.1   541   676    93   232    89   313 0.85 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO67396.1           -           1007 1384at5820           -            902   3.6e-06   23.8  31.3   1   2   2.4e-05     0.014   11.9   6.9   508   602   150   242    93   246 0.63 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO67396.1           -           1007 1384at5820           -            902   3.6e-06   23.8  31.3   2   2   1.9e-07   0.00012   18.8  19.5   514   649   226   360   224   370 0.88 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO66821.1           -            381 1384at5820           -            902   5.9e-06   23.1  25.6   1   2   1.7e-05      0.01   12.4   5.8   630   680    43    93    28   109 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66821.1           -            381 1384at5820           -            902   5.9e-06   23.1  25.6   2   2   1.1e-06   0.00064   16.4  11.5   546   666   230   352   221   357 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65705.1           -            191 1384at5820           -            902   1.7e-05   21.6  11.4   1   1   9.1e-08   5.6e-05   19.9  11.1   516   631    47   160    39   169 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66582.1           -           1169 1384at5820           -            902   3.5e-05   20.6  14.3   1   2   6.7e-07   0.00041   17.0   3.0   628   672    39    84    34    86 0.91 protein kinase, putative [Plasmodium vivax]
SCO66582.1           -           1169 1384at5820           -            902   3.5e-05   20.6  14.3   2   2   0.00019      0.11    8.9   4.2   537   704    86   159    83   177 0.57 protein kinase, putative [Plasmodium vivax]
SCO67752.1           -           1386 1384at5820           -            902   0.00037   17.2   2.2   1   3   6.1e-07   0.00037   17.2   2.2   608   694    79   175    50   187 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67752.1           -           1386 1384at5820           -            902   0.00037   17.2   2.2   2   3     0.014       8.5    2.7   8.1   542   632   271   353   261   359 0.62 conserved Plasmodium protein, unknown function [Plasmodium vivax]
