#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67803.1           -           2713 395at5820            -           2124         0 3752.0  33.8   1   3         0         0 2638.7  10.0     1  1398     1  1711     1  1717 0.94 RNA polymerase I, putative [Plasmodium vivax]
SCO67803.1           -           2713 395at5820            -           2124         0 3752.0  33.8   2   3  7.3e-170  1.7e-167  557.8   2.3  1399  1813  1748  2252  1743  2306 0.78 RNA polymerase I, putative [Plasmodium vivax]
SCO67803.1           -           2713 395at5820            -           2124         0 3752.0  33.8   3   3  9.2e-172  2.1e-169  564.1   5.9  1805  2123  2384  2711  2340  2712 0.86 RNA polymerase I, putative [Plasmodium vivax]
SCO66939.1           -           2387 395at5820            -           2124    7e-146  486.1  72.5   1   7   6.6e-12   1.5e-09   34.0   3.9    11   124    16   128     4   183 0.79 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO66939.1           -           2387 395at5820            -           2124    7e-146  486.1  72.5   2   7   1.5e-53   3.6e-51  172.0   0.1   455   724   319   585   290   588 0.89 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO66939.1           -           2387 395at5820            -           2124    7e-146  486.1  72.5   3   7    0.0058       1.4    4.3   0.1   767   790   594   617   590   621 0.86 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO66939.1           -           2387 395at5820            -           2124    7e-146  486.1  72.5   4   7   1.7e-08     4e-06   22.6   0.2   830   913   724   807   704   823 0.85 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO66939.1           -           2387 395at5820            -           2124    7e-146  486.1  72.5   5   7   5.2e-48   1.2e-45  153.7   0.4  1230  1363   868  1001   824  1026 0.88 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO66939.1           -           2387 395at5820            -           2124    7e-146  486.1  72.5   6   7   1.4e-24   3.4e-22   75.9   0.2  1451  1547  1327  1427  1290  1490 0.76 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO66939.1           -           2387 395at5820            -           2124    7e-146  486.1  72.5   7   7   7.5e-19   1.8e-16   57.0   0.7  1981  2119  1825  1962  1813  1966 0.91 DNA-directed RNA polymerase II subunit RPB1, putative [Plasmodium vivax]
SCO68634.1           -           1961 395at5820            -           2124  1.7e-131  438.4  49.9   1   8   1.6e-09   3.8e-07   26.0   6.5    10   118    89   195    82   260 0.88 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
