#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68478.1           -            262 10347at5820          -            202  1.8e-120  398.7   8.7   1   2      0.55   2.2e+02    0.1   0.1     5    43    20    59    16    74 0.71 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO68478.1           -            262 10347at5820          -            202  1.8e-120  398.7   8.7   2   2  4.4e-123  1.8e-120  398.7   8.7    19   202    74   262    60   262 0.95 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO69461.1           -            283 10347at5820          -            202   1.4e-35  121.6   1.1   1   2         6   2.4e+03   -3.3   0.0   162   182    32    52    13    57 0.62 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO69461.1           -            283 10347at5820          -            202   1.4e-35  121.6   1.1   2   2   3.4e-38   1.4e-35  121.6   1.1    32   201   113   282    86   283 0.84 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO69139.1           -            147 10347at5820          -            202   1.4e-21   75.8   0.2   1   1     4e-24   1.6e-21   75.6   0.2    61   170     4   112     1   134 0.94 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO67625.1           -            152 10347at5820          -            202   3.9e-17   61.3   0.0   1   1   1.2e-19   4.8e-17   61.0   0.0    62   181     6   123     3   144 0.91 ubiquitin-conjugating enzyme E2 N, putative [Plasmodium vivax]
SCO66928.1           -            160 10347at5820          -            202   5.7e-14   51.0   0.3   1   1   1.9e-16   7.6e-14   50.6   0.3    62   169     8   114     3   121 0.84 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO68059.1           -            202 10347at5820          -            202   1.2e-13   49.9   0.1   1   1   4.5e-16   1.8e-13   49.3   0.1    61   170    12   121     5   141 0.92 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO69851.1           -            164 10347at5820          -            202   1.6e-12   46.2   0.0   1   1     5e-15     2e-12   45.9   0.0    85   170    31   115     3   122 0.88 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO66531.1           -            163 10347at5820          -            202   1.5e-09   36.6   0.1   1   1   1.1e-11   4.6e-09   35.0   0.1    83   170    30   130    20   146 0.83 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO66472.1           -            159 10347at5820          -            202   4.7e-09   34.9   0.0   1   1   1.3e-11   5.4e-09   34.8   0.0    86   169    37   121     4   127 0.89 SUMO-conjugating enzyme UBC9, putative [Plasmodium vivax]
SCO68330.1           -            152 10347at5820          -            202   9.6e-07   27.4   0.0   1   1   2.9e-09   1.2e-06   27.1   0.0    79   168    22   111     4   124 0.86 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO70200.1           -            150 10347at5820          -            202   1.4e-06   26.9   0.0   1   1   3.7e-09   1.5e-06   26.8   0.0   107   169    58   119    18   133 0.88 NEDD8-conjugating enzyme UBC12, putative [Plasmodium vivax]
SCO66277.1           -            191 10347at5820          -            202   1.5e-05   23.5   0.0   1   1   5.6e-08   2.3e-05   22.9   0.0    92   158    36   102    17   113 0.88 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO67064.1           -            139 10347at5820          -            202   5.6e-05   21.6   0.0   1   1   1.8e-07   7.1e-05   21.3   0.0    90   179    43   133    33   137 0.80 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO70185.1           -            624 10347at5820          -            202     0.015   13.7   0.3   1   1   5.5e-05     0.022   13.2   0.3    84   131   194   239   138   278 0.83 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO67797.1           -            380 10347at5820          -            202     0.022   13.2   0.2   1   1    0.0001     0.041   12.3   0.2    32    68   190   226   179   244 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10347at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10347at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10347at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:49 2026
# [ok]
