#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69220.1           -            381 7279at5820           -            532         0 1121.8  36.0   1   3  1.4e-111  7.6e-109  362.7   6.7   229   379     1   151     1   151 1.00 polyubiquitin 5, putative [Plasmodium vivax]
SCO69220.1           -            381 7279at5820           -            532         0 1121.8  36.0   2   3  5.1e-122  2.8e-119  397.1   7.0   215   379   139   303   139   303 1.00 polyubiquitin 5, putative [Plasmodium vivax]
SCO69220.1           -            381 7279at5820           -            532         0 1121.8  36.0   3   3  1.2e-119  6.5e-117  389.3   6.4   219   379   219   379   219   381 1.00 polyubiquitin 5, putative [Plasmodium vivax]
SCO67964.1           -            128 7279at5820           -            532   7.5e-46  154.8   0.0   1   1   1.4e-48   7.6e-46  154.8   0.0   305   380     1    76     1   113 0.91 ubiquitin-60S ribosomal protein L40, putative [Plasmodium vivax]
SCO69717.1           -             76 7279at5820           -            532   3.7e-22   76.6   0.1   1   1   7.2e-25     4e-22   76.5   0.1   305   379     1    75     1    76 0.68 ubiquitin-like protein nedd8 homologue, putative [Plasmodium vivax]
SCO67234.1           -            394 7279at5820           -            532   6.5e-09   32.9   0.0   1   1   1.5e-11   8.1e-09   32.6   0.0   310   374     8    72     1    95 0.49 ubiquitin domain-containing protein DSK2, putative [Plasmodium vivax]
SCO66543.1           -           1441 7279at5820           -            532   6.9e-09   32.8   0.2   1   1   1.9e-11     1e-08   32.3   0.2   152   224     6    78     1    83 0.32 ubiquitin-like protein, putative [Plasmodium vivax]
SCO69564.1           -            149 7279at5820           -            532   7.8e-08   29.4   0.1   1   1   1.6e-10   8.9e-08   29.2   0.1    77   152     1    76     1    93 0.38 ubiquitin-40S ribosomal protein S27a, putative [Plasmodium vivax]
SCO66834.1           -            406 7279at5820           -            532   1.2e-05   22.2   0.3   1   1   2.6e-08   1.4e-05   21.9   0.3   305   374     1    69     1   139 0.54 DNA repair protein RAD23, putative [Plasmodium vivax]
SCO70134.1           -             73 7279at5820           -            532   0.00036   17.3   0.1   1   1   6.5e-07   0.00036   17.3   0.1   160   219     9    68     1    73 0.33 ubiquitin-like modifier HUB1, putative [Plasmodium vivax]
SCO69735.1           -            190 7279at5820           -            532     0.001   15.8   0.1   1   1   2.3e-06    0.0013   15.5   0.1   412   522    58   172    30   179 0.48 ubiquitin-like protein, putative [Plasmodium vivax]
SCO67352.1           -            246 7279at5820           -            532    0.0013   15.5   0.0   1   1   3.2e-06    0.0017   15.0   0.0   394   438    22    66     7    79 0.40 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67624.1           -            590 7279at5820           -            532     0.025   11.2   0.0   1   1   8.3e-05     0.046   10.3   0.0    92   142    19    68     2    79 0.34 ubiquitin carboxyl-terminal hydrolase 14, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7279at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7279at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7279at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:57:58 2026
# [ok]
