#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67857.1           -           1914 595at5820            -           1280         0 2429.5 111.4   1   7   4.6e-89     7e-86  287.5   8.2     1   181     1   192     1   198 0.93 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 595at5820            -           1280         0 2429.5 111.4   2   7  2.2e-129  3.3e-126  421.1  13.5   178   391   315   529   307   544 0.96 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 595at5820            -           1280         0 2429.5 111.4   3   7    1e-114  1.6e-111  372.5   6.7   389   594   592   799   581   803 0.92 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 595at5820            -           1280         0 2429.5 111.4   4   7     0.094   1.4e+02   -1.8   0.1   567   585   917   935   914   942 0.85 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 595at5820            -           1280         0 2429.5 111.4   5   7  7.9e-149  1.2e-145  485.5  19.1   581   842  1047  1316  1021  1335 0.93 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 595at5820            -           1280         0 2429.5 111.4   6   7     0.003       4.5    3.2   0.2   840   856  1344  1360  1339  1363 0.90 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 595at5820            -           1280         0 2429.5 111.4   7   7  3.3e-271    5e-268  890.9  22.7   853  1280  1474  1914  1455  1914 0.97 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 595at5820            -           1280   8.3e-35  118.3  70.8   1   6    0.0085        13    1.7   8.3   140   216   195   271   142   288 0.75 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 595at5820            -           1280   8.3e-35  118.3  70.8   2   6     9e-14   1.4e-10   38.1   1.8   241   391   439   593   425   600 0.80 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 595at5820            -           1280   8.3e-35  118.3  70.8   3   6   1.1e-13   1.7e-10   37.7   7.4   385   550   640   818   627   839 0.73 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 595at5820            -           1280   8.3e-35  118.3  70.8   4   6     1e-11   1.5e-08   31.3   0.3   706   826  1049  1169  1044  1181 0.86 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 595at5820            -           1280   8.3e-35  118.3  70.8   5   6   7.9e-12   1.2e-08   31.6   0.2   922   979  1299  1356  1233  1363 0.85 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 595at5820            -           1280   8.3e-35  118.3  70.8   6   6    0.0031       4.7    3.1  18.5   980  1185  1444  1640  1435  1674 0.71 cation transporting ATPase, putative [Plasmodium vivax]
SCO69221.1           -           1355 595at5820            -           1280   3.3e-21   73.3   4.3   1   3   1.4e-13   2.1e-10   37.4   2.7   215   561   205   564   196   612 0.71 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO69221.1           -           1355 595at5820            -           1280   3.3e-21   73.3   4.3   2   3    0.0083        13    1.8   0.0   786   822   840   876   761   879 0.78 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO69221.1           -           1355 595at5820            -           1280   3.3e-21   73.3   4.3   3   3   8.1e-12   1.2e-08   31.6   0.0   910  1008   907  1008   888  1039 0.81 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 595at5820            -           1280   1.8e-14   50.9  10.8   1   3   1.1e-12   1.6e-09   34.5   2.5   235   552    27   376     8   415 0.67 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 595at5820            -           1280   1.8e-14   50.9  10.8   2   3      0.21   3.2e+02   -2.9   0.2   705   817   652   779   633   785 0.67 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 595at5820            -           1280   1.8e-14   50.9  10.8   3   3   7.4e-09   1.1e-05   21.8   0.1   930  1015   844   931   812  1029 0.85 calcium-transporting ATPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/595at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/595at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/595at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:57:57 2026
# [ok]
