#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70047.1           -           2007 760at5820            -           1541         0 2513.9  45.5   1   4   1.1e-22   9.8e-20   68.1   0.0     8    75    11    79     3    87 0.88 ABC transporter, putative [Plasmodium vivax]
SCO70047.1           -           2007 760at5820            -           1541         0 2513.9  45.5   2   4  3.5e-188    3e-185  616.6   1.1    77   441   109   560    93   569 0.89 ABC transporter, putative [Plasmodium vivax]
SCO70047.1           -           2007 760at5820            -           1541         0 2513.9  45.5   3   4   2.2e-85   1.9e-82  275.9   3.2   507   652   705   850   652   964 0.86 ABC transporter, putative [Plasmodium vivax]
SCO70047.1           -           2007 760at5820            -           1541         0 2513.9  45.5   4   4         0         0 1560.5  26.6   650  1540   961  2006   944  2007 0.92 ABC transporter, putative [Plasmodium vivax]
SCO65084.1           -           1726 760at5820            -           1541         0 1724.7 127.4   1   3     2e-12   1.7e-09   34.1   1.1     8    80    12    84     5    90 0.86 ABC transporter, putative [Plasmodium vivax]
SCO65084.1           -           1726 760at5820            -           1541         0 1724.7 127.4   2   3  4.7e-123  4.1e-120  400.8  47.0    65   513    96   574    86   593 0.80 ABC transporter, putative [Plasmodium vivax]
SCO65084.1           -           1726 760at5820            -           1541         0 1724.7 127.4   3   3         0         0 1297.4  64.8   480  1538   617  1724   580  1726 0.89 ABC transporter, putative [Plasmodium vivax]
SCO67552.1           -            783 760at5820            -           1541   6.3e-13   45.5   4.4   1   3      0.15   1.3e+02   -1.9   0.2  1359  1388   471   501   464   536 0.84 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO67552.1           -            783 760at5820            -           1541   6.3e-13   45.5   4.4   2   3   7.2e-16   6.3e-13   45.5   4.4   468   636   536   715   496   742 0.73 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO67552.1           -            783 760at5820            -           1541   6.3e-13   45.5   4.4   3   3     0.025        22    0.7   0.0  1483  1518   742   778   724   782 0.86 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO69200.1           -            918 760at5820            -           1541   2.7e-07   26.8   9.6   1   4     0.032        28    0.3   1.0    52   127   187   265   175   295 0.68 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO69200.1           -            918 760at5820            -           1541   2.7e-07   26.8   9.6   2   4      0.01       8.8    1.9   0.1  1009  1061   288   340   266   350 0.81 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO69200.1           -            918 760at5820            -           1541   2.7e-07   26.8   9.6   3   4   7.3e-10   6.4e-07   25.6   0.5  1289  1365   613   689   604   743 0.86 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO69200.1           -            918 760at5820            -           1541   2.7e-07   26.8   9.6   4   4     0.025        22    0.7   0.0   616   638   812   834   789   870 0.80 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO68531.1           -            811 760at5820            -           1541   2.7e-06   23.5   0.2   1   4       2.4   2.1e+03   -5.9   5.9   243   386   246   384   196   415 0.60 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 760at5820            -           1541   2.7e-06   23.5   0.2   2   4   3.1e-09   2.7e-06   23.5   0.2  1282  1358   487   563   475   578 0.73 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 760at5820            -           1541   2.7e-06   23.5   0.2   3   4     0.075        65   -0.9   0.0   618   636   706   724   686   737 0.87 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 760at5820            -           1541   2.7e-06   23.5   0.2   4   4     0.018        15    1.1   1.3  1476  1528   743   795   714   806 0.83 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO69455.1           -            351 760at5820            -           1541   0.00064   15.7   1.1   1   2   8.5e-07   0.00074   15.5   0.1  1289  1349   116   178    96   186 0.87 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO69455.1           -            351 760at5820            -           1541   0.00064   15.7   1.1   2   2      0.29   2.5e+02   -2.9   0.1  1481  1524   288   334   279   341 0.69 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO68972.1           -           1546 760at5820            -           1541   0.00092   15.1  38.8   1   2      0.13   1.1e+02   -1.7   1.6    75   137    53   115    22   257 0.81 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO68972.1           -           1546 760at5820            -           1541   0.00092   15.1  38.8   2   2   3.4e-07   0.00029   16.8  29.9   945  1524   365   912   355   929 0.66 multidrug resistance protein 2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/760at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/760at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/760at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:01:57 2026
# [ok]
