#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8   1  12      0.27   1.7e+03   -5.6  10.4    14    93    43   131    33   151 0.56 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8   2  12   1.8e-27   1.1e-23   81.1  16.5    18   112   181   288   171   295 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8   3  12   4.6e-50   2.8e-46  156.1   7.1    95   189   305   399   291   414 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8   4  12     3e-90   1.8e-86  289.3   7.3   188   334   422   568   417   571 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8   5  12   1.2e-89   7.5e-86  287.2  20.9   334   500   600   781   587   794 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8   6  12   6.4e-81   3.9e-77  258.3  15.9   492   640   828   979   820   983 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8   7  12    4e-172  2.4e-168  560.6  39.1   636   953  1072  1414  1067  1426 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8   8  12   2.8e-49   1.7e-45  153.5   8.1   941  1053  1500  1618  1489  1636 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8   9  12     1e-48   6.1e-45  151.6   7.7  1048  1146  1664  1762  1659  1771 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8  10  12    2e-204  1.2e-200  667.7  31.6  1144  1477  1794  2128  1789  2187 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8  11  12   5.9e-07    0.0036   13.2   0.5  1459  1488  2226  2255  2219  2269 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68884.1           -           2398 580at5820            -           1578         0 2664.2 265.8  12  12   1.1e-37   6.4e-34  115.1  15.4  1475  1578  2271  2398  2253  2398 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/580at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/580at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/580at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:57:00 2026
# [ok]
