#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65595.1           -            272 11219at5820          -            205  4.2e-103  341.6  33.7   1   1  9.2e-103  4.6e-100  331.7  33.7     2   205    13   252    12   252 0.88 palmitoyltransferase, putative [Plasmodium vivax]
SCO67258.1           -            355 11219at5820          -            205     3e-22   77.6  10.0   1   2    0.0095       4.8    5.0   0.1    42    62   112   132    83   158 0.67 palmitoyltransferase, putative [Plasmodium vivax]
SCO67258.1           -            355 11219at5820          -            205     3e-22   77.6  10.0   2   2   1.6e-23   7.9e-21   72.9   7.4    61   203   158   310   145   312 0.78 palmitoyltransferase, putative [Plasmodium vivax]
SCO68295.1           -            284 11219at5820          -            205   5.3e-22   76.7  21.3   1   1     1e-23   5.2e-21   73.5  21.3    22   128    48   166    23   260 0.73 palmitoyltransferase, putative [Plasmodium vivax]
SCO67614.1           -            437 11219at5820          -            205   1.4e-21   75.4  13.4   1   2       2.4   1.2e+03   -2.8   1.7    15    25   159   169   135   214 0.52 palmitoyltransferase, putative [Plasmodium vivax]
SCO67614.1           -            437 11219at5820          -            205   1.4e-21   75.4  13.4   2   2   2.8e-24   1.4e-21   75.4  13.4    59   205   246   405   235   405 0.72 palmitoyltransferase, putative [Plasmodium vivax]
SCO67086.1           -            611 11219at5820          -            205   6.4e-17   60.1  13.5   1   2       1.4   7.1e+02   -2.0   1.7    87   115   254   281   217   328 0.65 palmitoyltransferase, putative [Plasmodium vivax]
SCO67086.1           -            611 11219at5820          -            205   6.4e-17   60.1  13.5   2   2   1.3e-19   6.4e-17   60.1  13.5    60   178   431   552   422   567 0.72 palmitoyltransferase, putative [Plasmodium vivax]
SCO69800.1           -            297 11219at5820          -            205   7.4e-17   59.9  11.6   1   2       6.4   3.3e+03   -4.2   6.2   109   147    42    81    22    96 0.48 palmitoyltransferase, putative [Plasmodium vivax]
SCO69800.1           -            297 11219at5820          -            205   7.4e-17   59.9  11.6   2   2   1.5e-19   7.4e-17   59.9  11.6    60   135   127   203   114   270 0.69 palmitoyltransferase, putative [Plasmodium vivax]
SCO69812.1           -           1016 11219at5820          -            205   1.7e-16   58.7  19.2   1   2       1.1   5.4e+02   -1.7   0.6    10    66    47   108    42   114 0.62 palmitoyltransferase, putative [Plasmodium vivax]
SCO69812.1           -           1016 11219at5820          -            205   1.7e-16   58.7  19.2   2   2   3.4e-19   1.7e-16   58.7  19.2    57   187   135   281   125   294 0.71 palmitoyltransferase, putative [Plasmodium vivax]
SCO66218.1           -            281 11219at5820          -            205   1.3e-14   52.6   6.1   1   2      0.06        31    2.4   0.4     5    59    34    87    24   104 0.77 palmitoyltransferase, putative [Plasmodium vivax]
SCO66218.1           -            281 11219at5820          -            205   1.3e-14   52.6   6.1   2   2   2.5e-17   1.3e-14   52.6   6.1    60   204   111   264   100   265 0.72 palmitoyltransferase, putative [Plasmodium vivax]
SCO67309.1           -            286 11219at5820          -            205     3e-14   51.4  15.7   1   2   5.8e-17     3e-14   51.4  15.7    61   129   109   177    94   185 0.87 palmitoyltransferase, putative [Plasmodium vivax]
SCO67309.1           -            286 11219at5820          -            205     3e-14   51.4  15.7   2   2       2.3   1.2e+03   -2.8   4.9    98   142   192   240   186   245 0.59 palmitoyltransferase, putative [Plasmodium vivax]
SCO65727.1           -            287 11219at5820          -            205     1e-12   46.4  11.4   1   2     2e-15     1e-12   46.4  11.4    59   129   100   173    77   184 0.80 palmitoyltransferase, putative [Plasmodium vivax]
SCO65727.1           -            287 11219at5820          -            205     1e-12   46.4  11.4   2   2       1.2   6.3e+02   -1.9   0.2    17    42   199   223   193   246 0.67 palmitoyltransferase, putative [Plasmodium vivax]
SCO68700.1           -            641 11219at5820          -            205   1.5e-10   39.3   4.0   1   1   8.2e-13   4.2e-10   37.9   4.0    59   115   435   491   425   563 0.76 palmitoyltransferase, putative [Plasmodium vivax]
SCA60315.1           -            295 11219at5820          -            205     0.003   15.5   2.5   1   1   1.4e-05    0.0071   14.3   2.5    65   156   146   238   126   244 0.78 Plasmodium vivax Vir protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11219at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11219at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11219at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:32:19 2026
# [ok]
