#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69212.1           -           1678 1387at5820           -           1102         0 2121.5 112.2   1   5         0         0 1339.5  29.9     1   637    12   682    12   707 0.95 kinesin-7, putative [Plasmodium vivax]
SCO69212.1           -           1678 1387at5820           -           1102         0 2121.5 112.2   2   5   3.9e-50     3e-47  159.4   4.9   628   718   845   935   779   944 0.91 kinesin-7, putative [Plasmodium vivax]
SCO69212.1           -           1678 1387at5820           -           1102         0 2121.5 112.2   3   5  1.4e-192    1e-189  631.2  43.3   711  1061   990  1360   977  1382 0.94 kinesin-7, putative [Plasmodium vivax]
SCO69212.1           -           1678 1387at5820           -           1102         0 2121.5 112.2   4   5    0.0072       5.5    2.9   0.2  1052  1087  1472  1509  1458  1516 0.79 kinesin-7, putative [Plasmodium vivax]
SCO69212.1           -           1678 1387at5820           -           1102         0 2121.5 112.2   5   5     4e-06    0.0031   13.7   0.7  1077  1102  1649  1674  1633  1674 0.89 kinesin-7, putative [Plasmodium vivax]
SCO65092.1           -           1458 1387at5820           -           1102     1e-53  180.9   8.7   1   2   1.3e-56     1e-53  180.9   8.7    83   439   815  1137   759  1149 0.89 kinesin-8, putative [Plasmodium vivax]
SCO65092.1           -           1458 1387at5820           -           1102     1e-53  180.9   8.7   2   2         8   6.1e+03  -10.6  17.3   914  1055  1301  1447  1245  1454 0.68 kinesin-8, putative [Plasmodium vivax]
SCO66927.1           -           1285 1387at5820           -           1102     7e-38  128.4   7.6   1   1   1.5e-40   1.1e-37  127.7   7.6    85   417   552   849   507   881 0.86 kinesin-8, putative [Plasmodium vivax]
SCO70203.1           -           1508 1387at5820           -           1102   1.8e-31  107.2  25.5   1   4   2.8e-11   2.1e-08   30.8   0.3    84   140   158   214   108   218 0.90 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 1387at5820           -           1102   1.8e-31  107.2  25.5   2   4   1.2e-17     9e-15   51.9   3.2   138   332   253   432   244   448 0.81 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 1387at5820           -           1102   1.8e-31  107.2  25.5   3   4   2.2e-14   1.7e-11   41.0   0.1   354   412   515   573   513   627 0.86 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 1387at5820           -           1102   1.8e-31  107.2  25.5   4   4         4     3e+03   -6.2   4.1   961  1011  1445  1498  1406  1505 0.63 kinesin, putative [Plasmodium vivax]
SCO66815.1           -           3257 1387at5820           -           1102     8e-27   91.8  14.3   1   6   3.1e-23   2.3e-20   70.4   4.9    68   271   196   411   179   460 0.79 kinesin-4, putative [Plasmodium vivax]
SCO66815.1           -           3257 1387at5820           -           1102     8e-27   91.8  14.3   2   6   2.2e-13   1.7e-10   37.7   1.9   286   439   504   636   495   680 0.79 kinesin-4, putative [Plasmodium vivax]
SCO66815.1           -           3257 1387at5820           -           1102     8e-27   91.8  14.3   3   6       1.9   1.5e+03   -5.1   5.2   976  1043  1004  1071   988  1084 0.52 kinesin-4, putative [Plasmodium vivax]
SCO66815.1           -           3257 1387at5820           -           1102     8e-27   91.8  14.3   4   6         8   6.1e+03  -13.7  29.3   584   719  1399  1537  1367  1575 0.62 kinesin-4, putative [Plasmodium vivax]
SCO66815.1           -           3257 1387at5820           -           1102     8e-27   91.8  14.3   5   6         8   6.1e+03   -8.8   4.7   643   667  1713  1737  1697  1759 0.52 kinesin-4, putative [Plasmodium vivax]
SCO66815.1           -           3257 1387at5820           -           1102     8e-27   91.8  14.3   6   6         2   1.5e+03   -5.1   5.1  1027  1081  1859  1916  1844  1937 0.67 kinesin-4, putative [Plasmodium vivax]
SCO67563.1           -            800 1387at5820           -           1102   5.3e-23   79.1  13.3   1   3     7e-26   5.3e-23   79.1  13.3    84   416    51   383    14   393 0.76 kinesin-like protein, putative [Plasmodium vivax]
SCO67563.1           -            800 1387at5820           -           1102   5.3e-23   79.1  13.3   2   3       2.4   1.8e+03   -5.4   7.2   971  1035   460   524   402   535 0.62 kinesin-like protein, putative [Plasmodium vivax]
SCO67563.1           -            800 1387at5820           -           1102   5.3e-23   79.1  13.3   3   3       1.4     1e+03   -4.6   1.2   594   671   692   720   676   750 0.42 kinesin-like protein, putative [Plasmodium vivax]
SCO70198.1           -           1103 1387at5820           -           1102   4.9e-19   66.0   6.7   1   3   6.4e-22   4.9e-19   66.0   6.7    76   411    80   377    17   386 0.79 kinesin-13, putative [Plasmodium vivax]
SCO70198.1           -           1103 1387at5820           -           1102   4.9e-19   66.0   6.7   2   3      0.12        90   -1.1   0.2   862   916   470   523   422   531 0.69 kinesin-13, putative [Plasmodium vivax]
SCO70198.1           -           1103 1387at5820           -           1102   4.9e-19   66.0   6.7   3   3       2.5   1.9e+03   -5.5   3.6  1015  1015   962   962   902  1089 0.59 kinesin-13, putative [Plasmodium vivax]
SCO65440.1           -           2294 1387at5820           -           1102   1.3e-12   44.8   6.6   1   2   0.00068      0.52    6.3   0.1    80   140   300   355   228   365 0.74 kinesin-19, putative [Plasmodium vivax]
SCO65440.1           -           2294 1387at5820           -           1102   1.3e-12   44.8   6.6   2   2   3.2e-13   2.5e-10   37.2   3.2   170   428   629   867   619   885 0.78 kinesin-19, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
