#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65186.1           -           1696 742at5820            -           1341         0 2546.6  53.8   1   3   1.3e-28     2e-25   87.1   0.5     1    64     1    64     1    86 0.92 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 742at5820            -           1341         0 2546.6  53.8   2   3         0         0 1219.7  19.0    71   698   123   893   107   902 0.93 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 742at5820            -           1341         0 2546.6  53.8   3   3         0         0 1249.1  20.3   694  1341   926  1696   912  1696 0.96 cation transporting ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 742at5820            -           1341   6.6e-37  125.2  66.3   1   6      0.34   5.2e+02   -3.7   3.0    24   118    25   115    18   123 0.62 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 742at5820            -           1341   6.6e-37  125.2  66.3   2   6   1.7e-23   2.6e-20   70.2  17.3   287   622   378   752   320   766 0.80 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 742at5820            -           1341   6.6e-37  125.2  66.3   3   6       0.1   1.6e+02   -2.0   0.5   650   716  1088  1157  1073  1167 0.79 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 742at5820            -           1341   6.6e-37  125.2  66.3   4   6   3.3e-12     5e-09   32.8   0.2   767   890  1176  1303  1171  1360 0.79 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 742at5820            -           1341   6.6e-37  125.2  66.3   5   6   1.2e-12   1.9e-09   34.2   0.0   923  1026  1508  1609  1486  1613 0.76 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 742at5820            -           1341   6.6e-37  125.2  66.3   6   6   3.3e-06     0.005   12.9  14.8  1089  1281  1613  1816  1609  1821 0.66 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 742at5820            -           1341   9.4e-16   55.1  25.3   1   4   3.5e-08   5.3e-05   19.5   5.3   300   619    55   370    24   389 0.65 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 742at5820            -           1341   9.4e-16   55.1  25.3   2   4   2.5e-06    0.0038   13.3   0.0   826   882   727   783   649   789 0.88 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 742at5820            -           1341   9.4e-16   55.1  25.3   3   4   1.6e-13   2.5e-10   37.1   0.2   977  1062   841   929   818   935 0.68 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 742at5820            -           1341   9.4e-16   55.1  25.3   4   4       2.4   3.7e+03   -6.5   4.2  1176  1308  1099  1154  1078  1171 0.52 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO69221.1           -           1355 742at5820            -           1341   1.6e-11   41.1   7.9   1   3    0.0017       2.6    3.9   4.9   484   628   403   556   225   569 0.46 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO69221.1           -           1355 742at5820            -           1341   1.6e-11   41.1   7.9   2   3    0.0036       5.5    2.9   0.0   834   881   827   874   761   878 0.65 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO69221.1           -           1355 742at5820            -           1341   1.6e-11   41.1   7.9   3   3   2.2e-10   3.3e-07   26.8   0.0   972  1026   919   973   913   996 0.93 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/742at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/742at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/742at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:58:59 2026
# [ok]
