#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66204.1           -            654 6323at5820           -            422  1.4e-198  658.4   4.5   1   2   3.9e-10   7.7e-08   30.0   0.1     2    65    74   180    73   200 0.68 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO66204.1           -            654 6323at5820           -            422  1.4e-198  658.4   4.5   2   2  3.4e-192  6.7e-190  629.8   0.9    82   422   250   654   245   654 0.96 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO67557.1           -            660 6323at5820           -            422   7.3e-22   76.2  14.0   1   6   5.9e-08   1.2e-05   22.9   0.0   369   405   116   152    78   159 0.84 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 6323at5820           -            422   7.3e-22   76.2  14.0   2   6   9.2e-10   1.8e-07   28.8   0.2   250   331   121   205   121   215 0.83 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 6323at5820           -            422   7.3e-22   76.2  14.0   3   6   1.4e-05    0.0028   15.0   0.9   265   408   340   484   335   489 0.78 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 6323at5820           -            422   7.3e-22   76.2  14.0   4   6     4e-06   0.00078   16.8   0.0   367   403   487   523   484   528 0.93 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 6323at5820           -            422   7.3e-22   76.2  14.0   5   6    0.0047      0.91    6.7   0.1   369   404   531   566   525   576 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 6323at5820           -            422   7.3e-22   76.2  14.0   6   6   0.00045     0.088   10.1   0.1   244   279   624   659   611   660 0.89 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO65843.1           -            324 6323at5820           -            422   1.1e-16   59.2  10.1   1   4   9.3e-07   0.00018   18.9   0.4   247   318    33   108    27   108 0.87 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 6323at5820           -            422   1.1e-16   59.2  10.1   2   4   1.2e-07   2.4e-05   21.8   0.6   194   242   106   155   100   170 0.90 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 6323at5820           -            422   1.1e-16   59.2  10.1   3   4   1.3e-05    0.0025   15.2   0.1   223   282   177   235   167   241 0.83 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 6323at5820           -            422   1.1e-16   59.2  10.1   4   4   0.00019     0.038   11.3   0.0   257   316   260   321   252   324 0.72 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO68325.1           -           1399 6323at5820           -            422   6.6e-14   50.0   5.2   1   4   1.3e-07   2.6e-05   21.7   0.2   166   279     7   121     3   125 0.88 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 6323at5820           -            422   6.6e-14   50.0   5.2   2   4   6.1e-07   0.00012   19.5   0.6   308   404    69   164    66   179 0.75 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 6323at5820           -            422   6.6e-14   50.0   5.2   3   4     5e-06   0.00098   16.5   0.0   291   394   250   355   237   373 0.86 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 6323at5820           -            422   6.6e-14   50.0   5.2   4   4       5.8   1.1e+03   -3.5   0.1   312   332   608   628   606   654 0.77 coatomer alpha subunit, putative [Plasmodium vivax]
SCO65804.1           -            322 6323at5820           -            422   4.8e-13   47.2  11.1   1   2     2e-11   3.9e-09   34.3   2.2   296   410    28   148    18   163 0.79 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 6323at5820           -            422   4.8e-13   47.2  11.1   2   2    0.0083       1.6    5.9   0.1   256   280   293   317   270   321 0.82 receptor for activated c kinase, putative [Plasmodium vivax]
SCO67096.1           -            595 6323at5820           -            422   9.7e-13   46.2   0.4   1   3       2.7   5.2e+02   -2.4   7.6   141   173   146   178   120   188 0.67 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 6323at5820           -            422   9.7e-13   46.2   0.4   2   3     0.034       6.6    3.9   0.3   250   282   280   312   260   342 0.76 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 6323at5820           -            422   9.7e-13   46.2   0.4   3   3     5e-15   9.7e-13   46.2   0.4   188   307   343   469   321   476 0.85 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67037.1           -            498 6323at5820           -            422   8.1e-12   43.1  11.6   1   4     0.017       3.3    4.9   2.2   155   225   121   193    86   237 0.67 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 6323at5820           -            422   8.1e-12   43.1  11.6   2   4    0.0058       1.1    6.4   0.0   364   403   244   283   226   293 0.84 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 6323at5820           -            422   8.1e-12   43.1  11.6   3   4   1.3e-10   2.5e-08   31.6   0.1   164   282   297   416   285   424 0.83 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 6323at5820           -            422   8.1e-12   43.1  11.6   4   4     0.025       4.9    4.3   0.0   224   278   444   497   430   498 0.86 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO70158.1           -            472 6323at5820           -            422     1e-10   39.5  16.9   1   4    0.0046      0.91    6.7   0.1   243   283    78   118    70   146 0.85 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO70158.1           -            472 6323at5820           -            422     1e-10   39.5  16.9   2   4       1.4   2.8e+02   -1.5   0.0   333   388   132   185   121   194 0.69 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO70158.1           -            472 6323at5820           -            422     1e-10   39.5  16.9   3   4   2.5e-11     5e-09   34.0   9.5   194   330   198   351   169   357 0.74 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO70158.1           -            472 6323at5820           -            422     1e-10   39.5  16.9   4   4      0.75   1.5e+02   -0.5   0.0   293   325   364   393   358   406 0.56 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO65922.1           -            458 6323at5820           -            422   1.7e-10   38.8   3.9   1   2      0.15        30    1.7   0.0   247   278   202   234   193   241 0.89 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 6323at5820           -            422   1.7e-10   38.8   3.9   2   2   7.4e-12   1.5e-09   35.7   4.3   132   280   231   401   211   415 0.75 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO67713.1           -           1240 6323at5820           -            422   2.3e-08   31.8  28.5   1   3   1.1e-05    0.0022   15.4   0.1   368   403   907   942   895   957 0.83 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 6323at5820           -            422   2.3e-08   31.8  28.5   2   3   8.9e-07   0.00017   19.0   6.5   247   358   953  1071   946  1081 0.78 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 6323at5820           -            422   2.3e-08   31.8  28.5   3   3   0.00043     0.083   10.2   1.5   170   280  1087  1206  1076  1208 0.72 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67789.1           -            646 6323at5820           -            422   2.5e-08   31.7  21.2   1   2   1.3e-10   2.5e-08   31.7  21.2    20   329   187   530   168   538 0.74 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 6323at5820           -            422   2.5e-08   31.7  21.2   2   2      0.15        30    1.7   0.2   176   199   541   564   536   616 0.83 WD repeat-containing protein, putative [Plasmodium vivax]
SCO70063.1           -            763 6323at5820           -            422   3.1e-08   31.4  15.9   1   2   1.4e-07   2.8e-05   21.6   6.2   208   315    10   131     5   170 0.77 protein transport protein SEC13, putative [Plasmodium vivax]
SCO70063.1           -            763 6323at5820           -            422   3.1e-08   31.4  15.9   2   2   1.3e-05    0.0026   15.1   2.1   262   344   193   292   189   304 0.70 protein transport protein SEC13, putative [Plasmodium vivax]
SCO65022.1           -            365 6323at5820           -            422   3.3e-08   31.3   0.3   1   1   3.7e-09   7.3e-07   26.8   0.3   246   403    12   174     7   183 0.84 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
