#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70067.1           -            213 10977at5820          -            198  2.4e-141  466.3   0.8   1   1  8.2e-144  2.8e-141  466.2   0.8     1   198     1   198     1   198 1.00 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO69792.1           -            216 10977at5820          -            198   3.9e-56  188.2   1.5   1   1   1.5e-58     5e-56  187.8   1.5     4   171     8   177     5   196 0.92 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO67772.1           -            200 10977at5820          -            198   4.3e-54  181.5   2.4   1   1   1.6e-56   5.4e-54  181.2   2.4     3   169     4   171     2   190 0.96 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO67760.1           -            207 10977at5820          -            198   6.6e-52  174.4   0.9   1   1   2.3e-54   7.8e-52  174.2   0.9     3   166     8   172     6   198 0.92 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO68523.1           -            229 10977at5820          -            198   1.8e-47  159.9   0.4   1   1   6.3e-50   2.1e-47  159.7   0.4     3   174     5   182     1   209 0.92 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO64983.1           -            201 10977at5820          -            198   6.5e-45  151.6   1.5   1   1   2.3e-47   7.6e-45  151.3   1.5     3   170     6   174     4   191 0.95 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO65132.1           -            194 10977at5820          -            198   1.5e-42  143.9   0.1   1   1   5.6e-45   1.9e-42  143.5   0.1    14   167    14   168    10   179 0.95 ras-related protein Rab-5C, putative [Plasmodium vivax]
SCO69693.1           -            205 10977at5820          -            198   4.1e-38  129.4   0.2   1   1   1.6e-40   5.4e-38  129.0   0.2     8   176    33   201    28   203 0.95 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO67546.1           -            207 10977at5820          -            198     2e-37  127.1   0.4   1   1   7.5e-40   2.5e-37  126.8   0.4     8   167    12   172     7   194 0.94 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO66352.1           -            206 10977at5820          -            198   2.7e-37  126.7   0.2   1   1     9e-40     3e-37  126.5   0.2     6   169     7   176     1   200 0.89 ras-related protein RAB7, putative [Plasmodium vivax]
SCO65643.1           -            245 10977at5820          -            198   2.9e-34  116.8   2.0   1   2   6.6e-08   2.2e-05   22.5   0.0     8    57     7    56     2    74 0.89 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO65643.1           -            245 10977at5820          -            198   2.9e-34  116.8   2.0   2   2   1.4e-29   4.6e-27   93.3   1.1    55   177   101   221    87   235 0.93 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO67276.1           -            214 10977at5820          -            198   2.2e-24   84.5   0.0   1   1   8.3e-27   2.8e-24   84.2   0.0     4   168     4   168     1   175 0.92 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO68452.1           -            224 10977at5820          -            198   4.9e-08   31.2   0.2   1   1   2.3e-10   7.8e-08   30.5   0.2    79   179   110   215    95   221 0.81 GTPase, putative [Plasmodium vivax]
SCO66148.1           -            181 10977at5820          -            198   8.8e-08   30.4   0.0   1   1   2.8e-10   9.6e-08   30.3   0.0    46   133    51   139    18   171 0.85 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO66285.1           -            178 10977at5820          -            198   4.2e-06   24.9   0.1   1   1   1.3e-08   4.4e-06   24.8   0.1    47    97    52   102    18   176 0.73 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO68225.1           -            452 10977at5820          -            198   9.7e-06   23.7   0.4   1   3     0.024       8.2    4.4   0.0     9    31     5    26     2    34 0.81 ras GTPAse, putative [Plasmodium vivax]
SCO68225.1           -            452 10977at5820          -            198   9.7e-06   23.7   0.4   2   3      0.61     2e+02   -0.2   0.1   131   172    46    87    33   103 0.67 ras GTPAse, putative [Plasmodium vivax]
SCO68225.1           -            452 10977at5820          -            198   9.7e-06   23.7   0.4   3   3   9.7e-06    0.0033   15.4   0.0    53   111   153   211   138   222 0.87 ras GTPAse, putative [Plasmodium vivax]
SCO69030.1           -            185 10977at5820          -            198   7.1e-05   20.9   0.1   1   1   2.3e-07   7.8e-05   20.8   0.1    30   126    34   131    13   180 0.74 ADP-ribosylation-like factor, putative [Plasmodium vivax]
SCO65989.1           -            191 10977at5820          -            198    0.0011   16.9   0.0   1   1   4.5e-06    0.0015   16.5   0.0    19   124    32   133    20   158 0.74 small GTP-binding protein sar1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10977at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10977at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10977at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:21 2026
# [ok]
