#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69892.1           -           1087 3722at5820           -            653         0 1096.7 121.5   1   4   3.7e-05     0.056   10.5   9.6     1    29    94   122    94   129 0.90 bromodomain protein 2, putative [Plasmodium vivax]
SCO69892.1           -           1087 3722at5820           -            653         0 1096.7 121.5   2   4   8.8e-62   1.3e-58  197.5  17.2     7   161   179   334   175   347 0.90 bromodomain protein 2, putative [Plasmodium vivax]
SCO69892.1           -           1087 3722at5820           -            653         0 1096.7 121.5   3   4  2.2e-110  3.3e-107  358.1  26.7   129   367   422   669   394   687 0.80 bromodomain protein 2, putative [Plasmodium vivax]
SCO69892.1           -           1087 3722at5820           -            653         0 1096.7 121.5   4   4  1.9e-167  2.9e-164  546.7  42.1   330   653   726  1087   703  1087 0.85 bromodomain protein 2, putative [Plasmodium vivax]
SCO66275.1           -            482 3722at5820           -            653     2e-09   35.1   1.0   1   1   2.3e-12   3.5e-09   34.3   1.0   198   276   321   399   315   421 0.93 bromodomain protein 1, putative [Plasmodium vivax]
SCO65097.1           -           1578 3722at5820           -            653   9.7e-05   19.6   0.5   1   3         4   6.1e+03  -11.0   8.8   150   177    53    80    23   138 0.55 bromodomain protein, putative [Plasmodium vivax]
SCO65097.1           -           1578 3722at5820           -            653   9.7e-05   19.6   0.5   2   3   6.4e-08   9.7e-05   19.6   0.5   230   275   881   926   840   945 0.74 bromodomain protein, putative [Plasmodium vivax]
SCO65097.1           -           1578 3722at5820           -            653   9.7e-05   19.6   0.5   3   3      0.23   3.5e+02   -2.1   0.0   605   626   939   960   927   962 0.81 bromodomain protein, putative [Plasmodium vivax]
SCA83437.1           -            328 3722at5820           -            653       2.3    5.1  22.7   1   1    0.0024       3.6    4.5  22.7   493   545    58   110    47   128 0.63 lysophospholipase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3722at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3722at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3722at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:25 2026
# [ok]
