#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68182.1           -            611 4874at5820           -            420  2.5e-235  779.4  56.2   1   4   2.9e-06    0.0044   14.3   0.3     1    21     1    21     1    29 0.92 inner membrane complex protein 1j, putative [Plasmodium vivax]
SCO68182.1           -            611 4874at5820           -            420  2.5e-235  779.4  56.2   2   4  7.3e-137  1.1e-133  444.6  32.1    15   236    45   267    38   275 0.97 inner membrane complex protein 1j, putative [Plasmodium vivax]
SCO68182.1           -            611 4874at5820           -            420  2.5e-235  779.4  56.2   3   4   5.8e-06    0.0089   13.3   0.1   233   257   309   333   306   340 0.89 inner membrane complex protein 1j, putative [Plasmodium vivax]
SCO68182.1           -            611 4874at5820           -            420  2.5e-235  779.4  56.2   4   4   8.5e-99   1.3e-95  319.2   6.4   250   420   349   534   336   534 0.94 inner membrane complex protein 1j, putative [Plasmodium vivax]
SCO68515.1           -            442 4874at5820           -            420   3.9e-47  159.5  35.6   1   1   3.8e-50   5.8e-47  158.9  35.6    27   215   138   327   130   336 0.94 inner membrane complex protein 1k, putative [Plasmodium vivax]
SCO64962.1           -            279 4874at5820           -            420     0.024   11.9   2.6   1   1   2.6e-05     0.039   11.2   2.6   221   293   182   257   165   275 0.72 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66750.1           -            286 4874at5820           -            420       3.6    4.7  32.9   1   3    0.0036       5.5    4.2   5.4   130   158    44    69    27    80 0.73 inner membrane complex protein 1c, putative [Plasmodium vivax]
SCO66750.1           -            286 4874at5820           -            420       3.6    4.7  32.9   2   3   0.00066         1    6.6  19.1   130   188    80   139    68   150 0.83 inner membrane complex protein 1c, putative [Plasmodium vivax]
SCO66750.1           -            286 4874at5820           -            420       3.6    4.7  32.9   3   3      0.15   2.3e+02   -1.2   7.8   126   204   118   193   111   251 0.58 inner membrane complex protein 1c, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4874at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4874at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4874at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:48:28 2026
# [ok]
