#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68681.1           -           1063 2802at5820           -            850         0 1341.5  21.6   1   2  8.4e-250  1.7e-246  819.1  14.9     1   505     5   570     5   578 0.91 DEAD box helicase, putative [Plasmodium vivax]
SCO68681.1           -           1063 2802at5820           -            850         0 1341.5  21.6   2   2  2.2e-160  4.4e-157  523.2   0.5   517   838   653  1022   636  1032 0.87 DEAD box helicase, putative [Plasmodium vivax]
SCO69507.1           -           1103 2802at5820           -            850   6.3e-46  155.5  63.4   1   4    0.0025         5    3.7   0.1    25    90     9    78     5    82 0.64 DNA repair helicase, putative [Plasmodium vivax]
SCO69507.1           -           1103 2802at5820           -            850   6.3e-46  155.5  63.4   2   4   9.5e-09   1.9e-05   21.6   4.9   147   258    82   202    77   210 0.64 DNA repair helicase, putative [Plasmodium vivax]
SCO69507.1           -           1103 2802at5820           -            850   6.3e-46  155.5  63.4   3   4   1.4e-13   2.9e-10   37.6   1.9   298   379   212   297   201   321 0.81 DNA repair helicase, putative [Plasmodium vivax]
SCO69507.1           -           1103 2802at5820           -            850   6.3e-46  155.5  63.4   4   4     5e-34     1e-30  105.2  37.6   419   840   391   814   357   823 0.76 DNA repair helicase, putative [Plasmodium vivax]
SCO66669.1           -           1052 2802at5820           -            850   2.2e-18   64.4  35.6   1   4     0.026        52    0.3   0.0    62    86    34    58    15    79 0.79 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
SCO66669.1           -           1052 2802at5820           -            850   2.2e-18   64.4  35.6   2   4      0.19   3.8e+02   -2.5   0.0   183   206    69    91    58    98 0.80 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
SCO66669.1           -           1052 2802at5820           -            850   2.2e-18   64.4  35.6   3   4     3e-06     0.006   13.4  17.7   217   379   173   378   159   407 0.62 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
SCO66669.1           -           1052 2802at5820           -            850   2.2e-18   64.4  35.6   4   4   1.5e-18     3e-15   54.1   6.5   535   816   731   993   723  1020 0.84 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2802at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2802at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2802at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:45:18 2026
# [ok]
