#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7   1  10   8.3e-99     5e-95  317.8  27.2     2   206     9   219     8   243 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7   2  10   5.1e-49   3.1e-45  152.8   4.7   203   317   561   675   555   686 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7   3  10   2.7e-68   1.6e-64  216.7  24.4   324   461  1197  1342  1188  1348 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7   4  10  6.1e-101   3.7e-97  324.9  29.1   426   651  1381  1625  1365  1638 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7   5  10   6.4e-39   3.9e-35  119.4  15.8   650   735  1700  1792  1695  1804 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7   6  10     2e-74   1.2e-70  237.0  25.2   737   892  1847  2006  1845  2027 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7   7  10   2.3e-05      0.14    8.2   4.7   888   936  2316  2366  2265  2373 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7   8  10   4.3e-66   2.6e-62  209.4  20.9   886  1071  2462  2658  2437  2664 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7   9  10   6.9e-51   4.2e-47  159.0  15.1  1066  1161  2894  2989  2891  2996 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67979.1           -           3395 451at5820            -           1467         0 2139.8 285.7  10  10  8.7e-139  5.3e-135  450.3  46.6  1156  1467  3039  3392  3036  3392 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/451at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/451at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/451at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:48:54 2026
# [ok]
