#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67293.1           -           1987 828at5820            -           1161         0 1729.0 109.5   1   9   4.6e-74   9.3e-71  237.4   5.0     1   141     1   144     1   150 0.98 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 828at5820            -           1161         0 1729.0 109.5   2   9   2.3e-16   4.6e-13   46.3   0.8   139   178   183   222   178   229 0.93 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 828at5820            -           1161         0 1729.0 109.5   3   9   3.6e-75   7.3e-72  241.1   9.8   179   388   282   540   272   543 0.85 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 828at5820            -           1161         0 1729.0 109.5   4   9   1.8e-25   3.6e-22   76.5   0.1   388   445   633   691   630   695 0.94 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 828at5820            -           1161         0 1729.0 109.5   5   9   3.9e-55   7.8e-52  174.8  23.8   453   606   876  1062   857  1066 0.86 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 828at5820            -           1161         0 1729.0 109.5   6   9   3.7e-35   7.5e-32  108.6   0.2   625   700  1190  1265  1173  1272 0.93 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 828at5820            -           1161         0 1729.0 109.5   7   9  1.3e-139  2.6e-136  454.5  15.4   699   948  1292  1553  1286  1557 0.95 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 828at5820            -           1161         0 1729.0 109.5   8   9   2.3e-10   4.7e-07   26.5   0.4   946   973  1656  1683  1651  1688 0.93 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO67293.1           -           1987 828at5820            -           1161         0 1729.0 109.5   9   9  2.4e-123  4.9e-120  400.6   0.8   966  1161  1791  1987  1780  1987 0.95 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 828at5820            -           1161   4.6e-56  188.8   8.0   1   8         3   6.1e+03   -7.3   6.0   404   498   169   259   160   279 0.69 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 828at5820            -           1161   4.6e-56  188.8   8.0   2   8         3   6.1e+03   -9.1   6.3   469   515  1291  1338  1256  1351 0.72 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 828at5820            -           1161   4.6e-56  188.8   8.0   3   8     0.067   1.4e+02   -1.6   2.5   709   757  2507  2556  2462  2570 0.74 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 828at5820            -           1161   4.6e-56  188.8   8.0   4   8         3   6.1e+03  -26.5  26.9   606   613  5106  5113  5051  5150 0.45 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 828at5820            -           1161   4.6e-56  188.8   8.0   5   8         3   6.1e+03  -13.5  16.2   576   676  5274  5372  5257  5382 0.56 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 828at5820            -           1161   4.6e-56  188.8   8.0   6   8       1.2   2.5e+03   -5.7   2.3   261   321  7539  7596  7534  7612 0.73 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 828at5820            -           1161   4.6e-56  188.8   8.0   7   8   1.5e-18   3.1e-15   53.5   3.5   721   925  8186  8400  8160  8408 0.76 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO65810.1           -           8603 828at5820            -           1161   4.6e-56  188.8   8.0   8   8   1.3e-47   2.7e-44  149.8   0.1   968  1158  8403  8600  8397  8602 0.90 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO64903.1           -           3832 828at5820            -           1161   2.2e-27   93.8   4.1   1   3         3   6.1e+03  -15.9  16.0   210   294   422   502   372   529 0.38 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO64903.1           -           3832 828at5820            -           1161   2.2e-27   93.8   4.1   2   3       1.6   3.2e+03   -6.1   3.0   761   855  2762  2853  2747  2860 0.72 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO64903.1           -           3832 828at5820            -           1161   2.2e-27   93.8   4.1   3   3   1.1e-30   2.2e-27   93.8   4.1   978  1157  3644  3827  3597  3832 0.90 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/828at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/828at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/828at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:04:56 2026
# [ok]
