#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2   1  11   8.8e-16   5.3e-12   42.5   2.2     1    38    10    47    10    53 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2   2  11   8.9e-22   5.4e-18   62.3   0.0    36   102   115   184   112   187 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2   3  11   1.3e-72   7.9e-69  230.8   0.1   103   268   224   407   222   417 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2   4  11   1.4e-10   8.3e-07   25.3   0.1   264   305   432   473   425   484 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2   5  11  4.3e-110  2.6e-106  355.0   4.7   306   600   530   898   524   903 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2   6  11     0.022   1.4e+02   -1.9   0.1   600   618   942   960   941   964 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2   7  11   8.1e-21   4.9e-17   59.2   0.0   616   702   985  1090   966  1092 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2   8  11   0.00017         1    5.1   0.0   707   730  1188  1211  1177  1220 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2   9  11  4.2e-167  2.6e-163  543.9  26.5   729  1066  1273  1633  1267  1652 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2  10  11  1.3e-152    8e-149  495.8  52.1  1075  1372  1677  1992  1665  1998 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65618.1           -           2084 747at5820            -           1392         0 1817.3 121.2  11  11   7.7e-07    0.0047   12.8   0.5  1368  1392  2060  2084  2046  2084 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/747at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/747at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/747at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:59:18 2026
# [ok]
