#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69455.1           -            351 8708at5820           -            293  5.1e-185  612.0   5.2   1   1  1.1e-187  6.3e-185  611.7   5.2     9   293    64   350    47   350 0.98 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO67669.1           -           1464 8708at5820           -            293   1.9e-15   55.4   5.7   1   4   7.4e-05     0.041   11.6   0.1    56   107   393   442   344   486 0.78 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 8708at5820           -            293   1.9e-15   55.4   5.7   2   4   5.4e-08     3e-05   21.9   0.1   191   250   579   639   538   664 0.82 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 8708at5820           -            293   1.9e-15   55.4   5.7   3   4     0.091        50    1.5   0.0    63    94  1181  1212  1138  1230 0.71 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 8708at5820           -            293   1.9e-15   55.4   5.7   4   4   2.9e-07   0.00016   19.5   0.0   189   247  1354  1412  1335  1432 0.84 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO69341.1           -            695 8708at5820           -            293   1.8e-10   39.0   0.4   1   1   5.2e-13   2.9e-10   38.4   0.4    58   248    48   231    29   269 0.84 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO68972.1           -           1546 8708at5820           -            293   3.4e-10   38.1   0.2   1   1   1.5e-12   8.3e-10   36.9   0.2    63   282   709   917   704   924 0.82 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO67316.1           -            792 8708at5820           -            293   4.4e-10   37.8  13.4   1   4   0.00011     0.059   11.1   0.1    58    95   192   229   162   251 0.80 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 8708at5820           -            293   4.4e-10   37.8  13.4   2   4     1e-05    0.0055   14.5   0.7   178   284   351   453   337   461 0.86 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 8708at5820           -            293   4.4e-10   37.8  13.4   3   4    0.0016      0.89    7.2   0.0    65    94   593   622   587   637 0.87 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 8708at5820           -            293   4.4e-10   37.8  13.4   4   4   0.00012     0.066   10.9   0.9   174   275   680   777   650   785 0.82 protein GCN20, putative [Plasmodium vivax]
SCO67941.1           -            619 8708at5820           -            293   1.9e-09   35.7   3.2   1   4     0.093        51    1.4   0.0    73    96   116   139   107   146 0.88 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67941.1           -            619 8708at5820           -            293   1.9e-09   35.7   3.2   2   4   2.9e-05     0.016   12.9   0.1   182   258   222   298   205   315 0.88 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67941.1           -            619 8708at5820           -            293   1.9e-09   35.7   3.2   3   4   0.00057      0.31    8.7   0.0    61    96   371   411   349   419 0.73 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67941.1           -            619 8708at5820           -            293   1.9e-09   35.7   3.2   4   4   0.00028      0.15    9.7   0.1   181   249   472   540   455   560 0.80 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO69266.1           -            257 8708at5820           -            293   1.2e-08   33.0   2.2   1   2   1.7e-06   0.00093   17.0   0.1    63   101    24    62    13    80 0.88 CCR4-associated factor 16, putative [Plasmodium vivax]
SCO69266.1           -            257 8708at5820           -            293   1.2e-08   33.0   2.2   2   2   3.8e-06    0.0021   15.8   0.4   192   255   131   195   113   229 0.82 CCR4-associated factor 16, putative [Plasmodium vivax]
SCO68531.1           -            811 8708at5820           -            293   2.7e-08   31.9   5.3   1   3      0.24   1.3e+02    0.1   0.1     2    34   292   325   291   343 0.77 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 8708at5820           -            293   2.7e-08   31.9   5.3   2   3   1.5e-07   8.3e-05   20.4   0.1    54   100   488   534   473   561 0.86 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 8708at5820           -            293   2.7e-08   31.9   5.3   3   3     6e-05     0.033   11.9   0.2   189   279   706   793   692   797 0.86 ABC transporter B family member 5, putative [Plasmodium vivax]
