#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69613.1           -           1608 1667at5820           -           1065         0 1935.3 147.6   1   6   5.8e-16     5e-13   46.4   7.8     1    50    29    79    29    87 0.95 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 1667at5820           -           1065         0 1935.3 147.6   2   6   7.4e-23   6.5e-20   69.2  31.6    41   132   153   262   142   270 0.81 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 1667at5820           -           1065         0 1935.3 147.6   3   6  9.3e-178  8.1e-175  582.1  14.6   134   429   400   695   394   699 0.95 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 1667at5820           -           1065         0 1935.3 147.6   4   6   4.2e-12   3.6e-09   33.6   5.6   400   443   699   743   687   751 0.88 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 1667at5820           -           1065         0 1935.3 147.6   5   6    2e-196  1.8e-193  643.9  19.9   407   743   860  1199   853  1203 0.94 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 1667at5820           -           1065         0 1935.3 147.6   6   6  3.2e-180  2.7e-177  590.2  29.2   751  1065  1282  1608  1280  1608 0.97 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67980.1           -           1127 1667at5820           -           1065   5.3e-65  218.5  26.3   1   2   6.1e-68   5.3e-65  218.5  26.3    26   627   287   898   273   911 0.79 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO67980.1           -           1127 1667at5820           -           1065   5.3e-65  218.5  26.3   2   2      0.13   1.1e+02   -1.1   0.5   866   907  1061  1102   960  1117 0.85 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO66498.1           -            840 1667at5820           -           1065   6.9e-62  208.2   3.7   1   3   2.9e-44   2.5e-41  140.1   1.8   156   395   187   413   176   424 0.90 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66498.1           -            840 1667at5820           -           1065   6.9e-62  208.2   3.7   2   3   6.9e-22     6e-19   66.0   0.0   454   632   425   594   412   598 0.86 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66498.1           -            840 1667at5820           -           1065   6.9e-62  208.2   3.7   3   3      0.57   4.9e+02   -3.3   0.0   334   376   681   723   673   727 0.80 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
