#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   1  26   2.8e-80   1.7e-76  255.8  18.8     1   167    15   183    15   197 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   2  26   4.5e-79   2.7e-75  251.8   9.7   167   337   241   428   235   435 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   3  26   4.7e-63   2.9e-59  198.7   8.4   336   464   580   721   569   727 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   4  26   3.3e-48     2e-44  149.4   1.2   467   560   762   855   744   859 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   5  26   2.8e-37   1.7e-33  113.1   0.7   560   627   924   991   919   995 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   6  26   4.8e-71   2.9e-67  225.2   1.2   617   749  1015  1147  1010  1161 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   7  26   2.7e-31   1.6e-27   93.3   0.9   756   845  1220  1329  1217  1335 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   8  26   1.4e-98   8.4e-95  316.6  14.7   847  1048  1392  1605  1361  1609 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   9  26    8e-111  4.9e-107  357.2  15.6  1048  1260  1652  1869  1649  1873 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  10  26   5.1e-10   3.1e-06   22.7   0.4  1258  1287  1902  1931  1890  1940 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  11  26   1.6e-79   9.6e-76  253.3   6.8  1279  1428  2014  2163  2007  2181 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  12  26   3.1e-92   1.9e-88  295.5   2.7  1446  1613  2821  2991  2815  3000 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  13  26   2.9e-42   1.7e-38  129.7   0.1  1615  1699  3021  3105  3016  3111 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  14  26   3.3e-73     2e-69  232.3   8.4  1699  1826  3151  3278  3147  3290 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  15  26     0.019   1.2e+02   -2.5   0.1  1826  1843  3305  3322  3303  3324 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  16  26   1.1e-63   6.7e-60  200.7  13.3  1843  1970  3494  3634  3490  3641 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  17  26   1.1e-99   6.8e-96  320.2   7.7  1969  2178  3740  3970  3729  3977 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  18  26   5.1e-64   3.1e-60  201.9  10.8  2177  2300  4041  4164  4037  4171 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  19  26   2.3e-48   1.4e-44  149.9  17.7  2295  2391  4203  4314  4188  4325 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  20  26   8.3e-08    0.0005   15.3   0.3  2392  2416  4380  4404  4371  4409 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  21  26   3.5e-72   2.1e-68  229.0  22.7  2415  2545  4447  4577  4440  4583 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  22  26   8.6e-14   5.2e-10   35.2   0.1  2542  2582  4632  4672  4625  4674 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  23  26   5.2e-69   3.1e-65  218.4  13.0  2581  2706  4737  4877  4726  4879 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
