#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66429.1           -            446 6760at5820           -            323  8.3e-198  654.3  13.8   1   1    1e-200  1.5e-197  653.5  13.8    18   317    84   384    80   385 0.99 cytosolic Fe-S cluster assembly factor NBP35, putative [Plasmodium vivax]
SCO67386.1           -            587 6760at5820           -            323     6e-30  102.7  12.3   1   3     1e-11   1.6e-08   32.4   0.0    67   120   118   171   105   176 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67386.1           -            587 6760at5820           -            323     6e-30  102.7  12.3   2   3   2.3e-24   3.5e-21   73.9   2.7   142   249   271   377   264   406 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67386.1           -            587 6760at5820           -            323     6e-30  102.7  12.3   3   3      0.07   1.1e+02    0.0   1.0    37    70   504   538   496   553 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65944.1           -            374 6760at5820           -            323   0.00044   17.7   2.8   1   4   1.8e-05     0.028   11.8   0.0    63   111    25    73    10    79 0.81 arsenical pump-driving ATPase, putative [Plasmodium vivax]
SCO65944.1           -            374 6760at5820           -            323   0.00044   17.7   2.8   2   4       0.1   1.6e+02   -0.5   0.0   268   316    82   130    75   134 0.73 arsenical pump-driving ATPase, putative [Plasmodium vivax]
SCO65944.1           -            374 6760at5820           -            323   0.00044   17.7   2.8   3   4      0.22   3.4e+02   -1.6   0.0    61    79   141   159   135   167 0.83 arsenical pump-driving ATPase, putative [Plasmodium vivax]
SCO65944.1           -            374 6760at5820           -            323   0.00044   17.7   2.8   4   4    0.0075        11    3.2   0.6   199   251   224   275   216   311 0.80 arsenical pump-driving ATPase, putative [Plasmodium vivax]
SCO67209.1           -            543 6760at5820           -            323      0.34    8.2   6.5   1   3      0.02        30    1.8   0.0   277   303   280   307   248   318 0.83 ES2 protein, putative [Plasmodium vivax]
SCO67209.1           -            543 6760at5820           -            323      0.34    8.2   6.5   2   3    0.0092        14    2.9   0.3    31    92   343   406   325   418 0.71 ES2 protein, putative [Plasmodium vivax]
SCO67209.1           -            543 6760at5820           -            323      0.34    8.2   6.5   3   3    0.0021       3.2    5.1   0.4    20    76   431   487   408   495 0.86 ES2 protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6760at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6760at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6760at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:52:58 2026
# [ok]
