#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65026.1           -            590 6577at5820           -            410  8.2e-185  612.9  30.4   1   4  1.2e-105    9e-103  342.7   6.9     1   199     1   218     1   226 0.92 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO65026.1           -            590 6577at5820           -            410  8.2e-185  612.9  30.4   2   4   5.4e-08   4.1e-05   21.0   0.1   198   229   267   298   258   312 0.85 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO65026.1           -            590 6577at5820           -            410  8.2e-185  612.9  30.4   3   4   1.4e-14     1e-11   42.7   0.1   223   278   330   404   317   410 0.81 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO65026.1           -            590 6577at5820           -            410  8.2e-185  612.9  30.4   4   4   1.9e-65   1.4e-62  210.3   7.1   275   410   443   588   433   588 0.89 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO66899.1           -            170 6577at5820           -            410   7.1e-20   69.6   0.0   1   1     1e-22   7.7e-20   69.5   0.0     6   173     5   167     1   170 0.88 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO65010.1           -            262 6577at5820           -            410   1.5e-16   58.7   0.3   1   1   2.5e-19   1.9e-16   58.4   0.3     7   175    95   261    90   262 0.87 cyclophilin, putative [Plasmodium vivax]
SCO69913.1           -            276 6577at5820           -            410   7.8e-16   56.3   0.7   1   1   1.3e-18   9.9e-16   56.0   0.7     4   174    61   222    58   269 0.88 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67256.1           -            193 6577at5820           -            410   9.8e-13   46.1   0.0   1   1   1.7e-15   1.3e-12   45.7   0.0     7   161    31   176    26   188 0.90 peptidyl-prolyl cis-trans isomerase 11, putative [Plasmodium vivax]
SCO69125.1           -            226 6577at5820           -            410   1.7e-12   45.3   0.0   1   1   2.8e-15   2.2e-12   45.0   0.0     7   177     8   175     4   218 0.88 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67612.1           -            203 6577at5820           -            410     3e-10   37.9   0.0   1   2       1.8   1.4e+03   -3.8   0.4   281   308    11    38     6    40 0.58 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67612.1           -            203 6577at5820           -            410     3e-10   37.9   0.0   2   2     4e-13     3e-10   37.9   0.0    91   162   110   182    53   199 0.88 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67262.1           -            167 6577at5820           -            410   2.6e-07   28.3   0.1   1   1   8.1e-09   6.2e-06   23.7   0.1    21   163    12   139     2   162 0.73 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6577at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6577at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6577at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:51:05 2026
# [ok]
