#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69792.1           -            216 11491at5820          -            195  4.4e-125  413.1   7.2   1   1  1.9e-127  6.3e-125  412.6   7.2     1   191     1   201     1   205 0.98 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO68523.1           -            229 11491at5820          -            195   3.1e-58  195.0   1.7   1   1   1.1e-60   3.8e-58  194.8   1.7     4   180     2   183     1   217 0.94 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO70067.1           -            213 11491at5820          -            195   1.5e-53  179.8   0.3   1   1   5.9e-56     2e-53  179.3   0.3     8   174     4   169     2   178 0.94 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO67760.1           -            207 11491at5820          -            195   9.9e-53  177.1   2.7   1   1   3.7e-55   1.3e-52  176.7   2.7     7   185     8   186     2   195 0.95 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO67772.1           -            200 11491at5820          -            195   1.9e-52  176.2   6.9   1   1   6.1e-55   2.1e-52  176.0   6.9     5   193     2   190     1   200 0.93 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO65132.1           -            194 11491at5820          -            195   1.4e-42  144.0   1.2   1   1   4.9e-45   1.7e-42  143.7   1.2    16   195    13   194     9   194 0.94 ras-related protein Rab-5C, putative [Plasmodium vivax]
SCO64983.1           -            201 11491at5820          -            195   6.2e-42  141.8   6.6   1   1   2.1e-44   7.2e-42  141.6   6.6     5   175     4   174     1   193 0.91 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO67546.1           -            207 11491at5820          -            195   4.2e-37  126.1   1.6   1   1   1.6e-39   5.4e-37  125.7   1.6    14   176    15   176     6   194 0.94 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO69693.1           -            205 11491at5820          -            195   1.4e-35  121.2   0.4   1   1   5.2e-38   1.7e-35  120.8   0.4    13   173    35   193    23   203 0.95 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO66352.1           -            206 11491at5820          -            195   5.4e-33  112.7   0.9   1   1   1.7e-35   5.7e-33  112.6   0.9    12   181     9   184     1   206 0.85 ras-related protein RAB7, putative [Plasmodium vivax]
SCO65643.1           -            245 11491at5820          -            195   9.1e-32  108.7  10.7   1   2   1.2e-08     4e-06   25.0   0.1    13    58     9    54     2    60 0.89 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO65643.1           -            245 11491at5820          -            195   9.1e-32  108.7  10.7   2   2   2.6e-27   8.8e-25   85.9   6.8    35   181    76   222    53   236 0.81 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO67276.1           -            214 11491at5820          -            195     5e-21   73.6   0.0   1   1   1.8e-23     6e-21   73.4   0.0    11   169    10   164     1   174 0.88 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO66285.1           -            178 11491at5820          -            195   4.3e-06   24.9   0.5   1   1   1.5e-08   4.9e-06   24.7   0.5    15   171    22   176    13   178 0.73 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO68225.1           -            452 11491at5820          -            195     5e-06   24.7   0.1   1   2      0.13        45    2.0   0.0    14    31     7    24     2    30 0.80 ras GTPAse, putative [Plasmodium vivax]
SCO68225.1           -            452 11491at5820          -            195     5e-06   24.7   0.1   2   2   4.6e-07   0.00016   19.8   0.0    55   111   151   207   105   226 0.90 ras GTPAse, putative [Plasmodium vivax]
SCO66148.1           -            181 11491at5820          -            195   2.7e-05   22.3   0.1   1   1   9.5e-08   3.2e-05   22.1   0.1    20   130    27   132    14   161 0.75 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO68452.1           -            224 11491at5820          -            195   0.00027   19.0   0.1   1   1   1.5e-06    0.0005   18.2   0.1    83   175   110   206    95   219 0.85 GTPase, putative [Plasmodium vivax]
SCO65989.1           -            191 11491at5820          -            195    0.0045   15.1   0.0   1   1     2e-05    0.0069   14.5   0.0    60   127    64   132    53   141 0.87 small GTP-binding protein sar1, putative [Plasmodium vivax]
SCO69030.1           -            185 11491at5820          -            195     0.011   13.8   0.5   1   1   3.8e-05     0.013   13.6   0.5    15   129    21   130     8   179 0.72 ADP-ribosylation-like factor, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11491at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11491at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11491at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:26 2026
# [ok]
