#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66103.1           -            950 2641at5820           -            590  2.1e-218  725.2  16.3   1   8   1.2e-06    0.0035   14.5   0.1     1    22    19    40    19    43 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 2641at5820           -            590  2.1e-218  725.2  16.3   2   8   5.9e-44   1.8e-40  137.6   0.0    23    99    68   144    65   151 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 2641at5820           -            590  2.1e-218  725.2  16.3   3   8   6.8e-36   2.1e-32  111.0   0.0    98   177   167   246   162   251 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 2641at5820           -            590  2.1e-218  725.2  16.3   4   8   1.3e-33     4e-30  103.5   0.1   179   268   286   382   280   391 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 2641at5820           -            590  2.1e-218  725.2  16.3   5   8   7.8e-58   2.4e-54  183.5   1.1   268   414   414   584   391   587 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 2641at5820           -            590  2.1e-218  725.2  16.3   6   8   2.3e-26     7e-23   79.5   0.0   421   486   654   722   649   726 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 2641at5820           -            590  2.1e-218  725.2  16.3   7   8   1.5e-16   4.5e-13   47.1   0.0   467   524   742   806   737   808 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 2641at5820           -            590  2.1e-218  725.2  16.3   8   8   8.8e-18   2.7e-14   51.2   0.0   526   585   854   919   850   923 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68206.1           -            986 2641at5820           -            590   0.00013   19.2   2.1   1   5      0.24   7.2e+02   -3.1   5.6   245   322    99   177    84   192 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68206.1           -            986 2641at5820           -            590   0.00013   19.2   2.1   2   5      0.03        90   -0.1   2.9   185   238   237   290   226   302 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68206.1           -            986 2641at5820           -            590   0.00013   19.2   2.1   3   5   0.00021      0.64    7.0   2.5   297   344   413   460   381   479 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68206.1           -            986 2641at5820           -            590   0.00013   19.2   2.1   4   5   4.4e-08   0.00013   19.2   2.1   222   362   486   629   468   633 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68206.1           -            986 2641at5820           -            590   0.00013   19.2   2.1   5   5      0.13   3.9e+02   -2.2   0.0   538   571   663   693   655   704 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2641at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2641at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2641at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:41:32 2026
# [ok]
