#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69442.1           -            201 12989at5820          -            162   1.9e-94  312.4   7.8   1   2   2.8e-97   1.9e-94  312.4   7.8     1   159     1   163     1   170 0.94 small nuclear ribonucleoprotein-associated protein B, putative [Plasmodium vivax]
SCO69442.1           -            201 12989at5820          -            162   1.9e-94  312.4   7.8   2   2     0.029        19    3.6   0.9   147   162   178   194   165   194 0.79 small nuclear ribonucleoprotein-associated protein B, putative [Plasmodium vivax]
SCO65872.1           -             91 12989at5820          -            162   3.6e-07   28.7   0.2   1   1   5.6e-10   3.8e-07   28.6   0.2    23    76    30    86    14    91 0.84 U6 snRNA-associated Sm-like protein LSm3, putative [Plasmodium vivax]
SCO69193.1           -            107 12989at5820          -            162   2.8e-06   25.8   0.1   1   1     5e-09   3.3e-06   25.5   0.1     7    77    20    90    14    99 0.92 U6 snRNA-associated Sm-like protein LSm7, putative [Plasmodium vivax]
SCO65848.1           -             83 12989at5820          -            162   0.00014   20.3   0.7   1   1   4.3e-07   0.00029   19.3   0.7     5    73    12    71     8    80 0.81 small nuclear ribonucleoprotein G, putative [Plasmodium vivax]
SCO67343.1           -            149 12989at5820          -            162   0.00021   19.7   0.0   1   1     4e-07   0.00027   19.3   0.0    16    78    22    81    11   101 0.81 U6 snRNA-associated Sm-like protein LSm1, putative [Plasmodium vivax]
SCO65779.1           -             95 12989at5820          -            162   0.00035   19.0   0.1   1   1   6.7e-07   0.00045   18.6   0.1     6    77     5    70     2    87 0.79 U6 snRNA-associated Sm-like protein LSm8, putative [Plasmodium vivax]
SCO65569.1           -            101 12989at5820          -            162    0.0021   16.4   0.6   1   1   3.8e-06    0.0026   16.2   0.6    17    74    34    94    25    99 0.75 small nuclear ribonucleoprotein Sm D2, putative [Plasmodium vivax]
SCO69017.1           -            101 12989at5820          -            162    0.0038   15.6   0.1   1   1   6.4e-06    0.0043   15.4   0.1    14    85    23    89    15   101 0.74 U6 snRNA-associated Sm-like protein LSm5, putative [Plasmodium vivax]
SCO67369.1           -             86 12989at5820          -            162     0.015   13.7   0.0   1   1   3.5e-05     0.024   13.0   0.0    14    73    21    72    11    83 0.71 U6 snRNA-associated Sm-like protein LSm6, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12989at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12989at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12989at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:03 2026
# [ok]
