#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO64983.1           -            201 12100at5820          -            168  4.5e-109  360.4  16.5   1   2   2.5e-46   1.1e-43  147.7   2.1     1    73     1    73     1    82 0.96 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO64983.1           -            201 12100at5820          -            168  4.5e-109  360.4  16.5   2   2   3.9e-68   1.7e-65  218.6   6.9    68   168    90   190    84   190 0.98 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO67760.1           -            207 12100at5820          -            168   5.7e-35  119.3   6.1   1   2   1.1e-23   4.6e-21   74.0   0.2     5    73     7    75     3    82 0.94 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO67760.1           -            207 12100at5820          -            168   5.7e-35  119.3   6.1   2   2   1.2e-15   5.2e-13   47.8   1.6    69   148    93   176    86   195 0.82 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO67772.1           -            200 12100at5820          -            168   8.3e-35  118.7  11.5   1   2   4.3e-23   1.9e-20   72.0   0.7     5    73     3    71     1    78 0.94 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO67772.1           -            200 12100at5820          -            168   8.3e-35  118.7  11.5   2   2   8.3e-17   3.6e-14   51.6   4.1    68   155    88   175    82   188 0.88 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO70067.1           -            213 12100at5820          -            168   6.1e-30  102.9   0.8   1   2   4.5e-18   1.9e-15   55.7   0.0     7    73     4    70     1    76 0.94 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO70067.1           -            213 12100at5820          -            168   6.1e-30  102.9   0.8   2   2   4.3e-15   1.9e-12   46.0   0.2    69   152    88   170    83   186 0.90 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO69792.1           -            216 12100at5820          -            168   7.5e-28   96.1   5.3   1   2     1e-19   4.5e-17   61.0   0.2     4    71     5    73     1    80 0.90 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO69792.1           -            216 12100at5820          -            168   7.5e-28   96.1   5.3   2   2   2.4e-12     1e-09   37.1   1.2    69   151    93   175    86   182 0.89 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO68523.1           -            229 12100at5820          -            168   5.8e-27   93.2   0.8   1   2   2.3e-13   9.8e-11   40.4   0.0     5    71     4    71     1    78 0.91 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO68523.1           -            229 12100at5820          -            168   5.8e-27   93.2   0.8   2   2   1.6e-16   6.8e-14   50.7   0.9    69   153    91   179    85   191 0.88 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO67546.1           -            207 12100at5820          -            168   2.1e-24   84.9   1.3   1   2   1.8e-14   7.6e-12   44.0   0.0    11    73    12    74     5    82 0.93 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO67546.1           -            207 12100at5820          -            168   2.1e-24   84.9   1.3   2   2   3.8e-13   1.6e-10   39.7   0.7    68   150    91   173    79   192 0.86 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO65132.1           -            194 12100at5820          -            168   7.9e-23   79.8   1.0   1   2   3.5e-14   1.5e-11   43.0   0.0    16    70    13    67     8    73 0.94 ras-related protein Rab-5C, putative [Plasmodium vivax]
SCO65132.1           -            194 12100at5820          -            168   7.9e-23   79.8   1.0   2   2   8.6e-12   3.7e-09   35.3   0.4    69   144    88   163    82   172 0.83 ras-related protein Rab-5C, putative [Plasmodium vivax]
SCO69693.1           -            205 12100at5820          -            168   7.5e-20   70.1   2.8   1   2   1.2e-12   5.2e-10   38.1   0.0     4    72    26    95    23   101 0.91 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO69693.1           -            205 12100at5820          -            168   7.5e-20   70.1   2.8   2   2   2.7e-10   1.2e-07   30.4   2.5    69   149   114   192   107   199 0.87 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO66352.1           -            206 12100at5820          -            168   5.4e-19   67.3   4.9   1   2   1.5e-15   6.5e-13   47.5   0.2     5    69     3    67     1    78 0.93 ras-related protein RAB7, putative [Plasmodium vivax]
SCO66352.1           -            206 12100at5820          -            168   5.4e-19   67.3   4.9   2   2   1.3e-07   5.5e-05   21.7   0.8    69   150    89   175    82   184 0.76 ras-related protein RAB7, putative [Plasmodium vivax]
