#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66415.1           -           1352 1468at5820           -            858         0 1714.9  55.6   1   5   1.9e-20   3.9e-17   60.1   0.5     1    37     1    37     1    46 0.96 exoribonuclease, putative [Plasmodium vivax]
SCO66415.1           -           1352 1468at5820           -            858         0 1714.9  55.6   2   5  2.1e-267  4.3e-264  877.1  12.8    33   443    62   491    51   500 0.96 exoribonuclease, putative [Plasmodium vivax]
SCO66415.1           -           1352 1468at5820           -            858         0 1714.9  55.6   3   5   6.8e-22   1.4e-18   64.9   0.1   433   484   557   608   550   626 0.88 exoribonuclease, putative [Plasmodium vivax]
SCO66415.1           -           1352 1468at5820           -            858         0 1714.9  55.6   4   5  5.9e-153  1.2e-149  498.5  10.0   480   719   663   903   658   919 0.97 exoribonuclease, putative [Plasmodium vivax]
SCO66415.1           -           1352 1468at5820           -            858         0 1714.9  55.6   5   5   8.1e-73   1.6e-69  233.4   5.9   716   839   960  1083   952  1092 0.96 exoribonuclease, putative [Plasmodium vivax]
SCO67168.1           -            657 1468at5820           -            858   9.7e-79  263.9  33.4   1   4     0.026        53    0.1   0.1     2    19    58    75    57    87 0.83 exonuclease, putative [Plasmodium vivax]
SCO67168.1           -            657 1468at5820           -            858   9.7e-79  263.9  33.4   2   4   7.7e-46   1.6e-42  144.1   2.5    60   266    85   275    66   288 0.89 exonuclease, putative [Plasmodium vivax]
SCO67168.1           -            657 1468at5820           -            858   9.7e-79  263.9  33.4   3   4   1.3e-14   2.5e-11   40.8   7.0   292   415   346   476   337   493 0.75 exonuclease, putative [Plasmodium vivax]
SCO67168.1           -            657 1468at5820           -            858   9.7e-79  263.9  33.4   4   4   2.4e-29   4.9e-26   89.5   6.8   525   672   488   635   475   649 0.83 exonuclease, putative [Plasmodium vivax]
SCO65711.1           -            975 1468at5820           -            858   9.1e-12   42.3   1.1   1   3   6.6e-07    0.0013   15.3   0.2    59   133    93   162    22   168 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65711.1           -            975 1468at5820           -            858   9.1e-12   42.3   1.1   2   3   3.8e-08   7.8e-05   19.4   0.0   163   250   170   262   161   273 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65711.1           -            975 1468at5820           -            858   9.1e-12   42.3   1.1   3   3    0.0013       2.6    4.4   0.1   549   580   667   699   627   704 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1468at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1468at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1468at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:58 2026
# [ok]
