#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66531.1           -            163 12427at5820          -            140   1.1e-91  302.2   6.1   1   2     1e-52   4.9e-50  167.3   0.3     1    79     5    84     5    89 0.97 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO66531.1           -            163 12427at5820          -            140   1.1e-91  302.2   6.1   2   2   9.1e-44   4.2e-41  138.3   0.9    74   140    94   163    84   163 0.93 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO69851.1           -            164 12427at5820          -            140   1.7e-23   81.3   0.0   1   1   4.3e-26     2e-23   81.0   0.0    10   135    15   143     5   147 0.85 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO66928.1           -            160 12427at5820          -            140   4.1e-22   76.8   0.1   1   1   1.1e-24     5e-22   76.5   0.1     9   133    14   141     6   146 0.87 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO66472.1           -            159 12427at5820          -            140   6.8e-19   66.4   0.0   1   1   1.9e-21   8.7e-19   66.0   0.0     3   136     7   151     4   154 0.85 SUMO-conjugating enzyme UBC9, putative [Plasmodium vivax]
SCO68059.1           -            202 12427at5820          -            140   3.7e-17   60.7   0.1   1   1   1.1e-19   5.1e-17   60.3   0.1     2   129     9   143     8   152 0.86 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO69139.1           -            147 12427at5820          -            140   3.7e-17   60.7   0.0   1   1   9.8e-20   4.6e-17   60.4   0.0     4   135     6   140     3   144 0.88 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO66277.1           -            191 12427at5820          -            140   1.8e-15   55.3   0.0   1   1   5.2e-18   2.4e-15   54.9   0.0     4   137     7   145     4   148 0.87 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO68330.1           -            152 12427at5820          -            140   3.6e-15   54.3   0.0   1   1     9e-18   4.2e-15   54.1   0.0    25   124    26   130     5   145 0.83 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO67625.1           -            152 12427at5820          -            140   3.9e-13   47.7   0.0   1   1   9.3e-16   4.3e-13   47.6   0.0    27   134    29   140     5   146 0.84 ubiquitin-conjugating enzyme E2 N, putative [Plasmodium vivax]
SCO68478.1           -            262 12427at5820          -            140   3.4e-09   35.0   0.0   1   1   1.3e-11   5.9e-09   34.2   0.0    25   108   143   231   123   247 0.87 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO69461.1           -            283 12427at5820          -            140   1.1e-08   33.3   0.1   1   1   5.1e-11   2.4e-08   32.2   0.1    30   107   167   249   141   259 0.82 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO70200.1           -            150 12427at5820          -            140   3.4e-08   31.7   0.0   1   1   8.9e-11   4.2e-08   31.4   0.0    14   124    24   137    12   148 0.82 NEDD8-conjugating enzyme UBC12, putative [Plasmodium vivax]
SCO67064.1           -            139 12427at5820          -            140   2.6e-06   25.6   0.0   1   1   7.9e-09   3.7e-06   25.1   0.0    18   109    27   127    12   135 0.75 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12427at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12427at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12427at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:35 2026
# [ok]
